Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",60,260,235,70,42,14,2,12,41,39,21,1,43,2,2,0,,15,4,0.29844,0.0795085,0.165775,0.479618,0.358167,0.530265,0.379328,0.888432,0.231825,6.85734,0.320333,0.420156,1.02811,44.1797,13.1593,141.986,1.44827,3.70971,14.231351256370544,6.493973970413208,3.03451,3.0999999046325684,,,,,,,408.1,6.801666666,408.1,6.801666666,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Juan Soto","NYM",60,257,210,60,35,10,1,15,41,40,44,2,42,1,2,0,,7,2,0.285203,0.172852,0.16293,1.0609,0.410007,0.546006,0.409502,0.956013,0.260803,4.6105,0.292068,-0.137717,0.0744278,50.0257,19.3251,163.658,-0.0632892,-0.815539,19.83188486099243,-3.8772672414779663,2.4614,4.650000095367432,,,,,,,444.4,7.406666666,444.4,7.406666666,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Yordan Alvarez","HOU",54,232,198,61,34,11,0,15,37,41,29,2,40,3,2,0,,2,0,0.306348,0.126212,0.171664,0.735229,0.400673,0.591536,0.420472,0.992209,0.285188,3.25459,0.316609,-0.209943,-0.204118,47.1833,19.495,174.152,-0.414061,0.144081,19.7371783554554,-5.35344997048378,2.29219,33.38999938964844,,,,,,,416.3,7.709259259,416.3,7.709259259,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Shohei Ohtani","LAD",58,252,215,62,32,10,2,18,45,44,33,2,60,2,2,0,,7,2,0.28655,0.130261,0.238411,0.546372,0.383166,0.60006,0.414208,0.983226,0.313511,6.20248,0.316159,0.0170479,0.291188,49.9457,19.8847,164.051,0.308235,0,19.909239053726196,-6.295679092407227,2.2069,1.2699999809265137,,,,,,,454.5,7.836206896,454.5,7.836206896,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Gunnar Henderson","BAL",60,257,228,62,37,13,2,10,39,36,25,1,57,2,2,0,,8,2,0.270237,0.0970294,0.219851,0.441342,0.346225,0.479294,0.356434,0.825519,0.209057,6.49657,0.315463,0.326961,0.421903,38.9432,8.24258,130.653,0.748864,-0.891134,9.985226035118103,1.8644220232963562,2.12686,12.510000228881836,,,,,,,352.9,5.881666666,352.9,5.881666666,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",60,257,233,64,41,12,1,11,35,36,19,1,55,3,2,0,,10,2,0.276985,0.0745431,0.214809,0.347021,0.338381,0.471224,0.349546,0.809605,0.194239,5.49944,0.319001,0.12129,0.700763,37.5048,6.80419,131.049,0.822053,0.899227,10.177876770496368,1.588115394115448,2.1184,9.489999771118164,,,,,,,348.7,5.811666666,348.7,5.811666666,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Junior Caminero","TBR",61,265,241,67,40,11,1,15,37,41,21,1,51,2,2,0,,2,1,0.278996,0.0804315,0.192757,0.41727,0.339038,0.52031,0.366571,0.859348,0.241314,3.93783,0.296159,-0.016009,-0.199904,42.3847,10.6938,135.314,-0.215913,-0.0593887,10.768237456679344,0.5727100595831871,2.10533,16.479999542236328,,,,,,,382.8,6.275409836,382.8,6.275409836,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Fernando Tatis Jr.","SDP",61,264,234,64,40,12,1,11,36,36,26,1,54,2,2,0,,12,3,0.273706,0.0975901,0.203483,0.479598,0.349256,0.476055,0.356929,0.825311,0.202349,5.22802,0.308271,0.135514,0.834494,40.0897,8.56899,128.96,0.970008,4.23246,10.262651264667511,1.5199580192565918,2.06194,14.010000228881836,,,,,,,366.7,6.011475409,366.7,6.011475409,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Cal Raleigh","SEA",55,219,191,44,24,8,0,12,28,32,25,1,60,2,1,0,,3,1,0.229996,0.112707,0.272888,0.413014,0.322005,0.456412,0.337262,0.778417,0.226415,3.53516,0.267557,-0.291426,-0.0497092,29.7505,3.60929,122.536,-0.341135,3.65129,5.440843790769577,6.138942718505859,1.96174,18.729999542236328,,,,,,,275.3,5.005454545,275.3,5.005454545,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Pete Crow-Armstrong","CHC",60,259,234,60,36,12,2,10,37,34,18,1,64,4,2,1,,14,4,0.257879,0.0711483,0.249192,0.285516,0.320887,0.459082,0.336792,0.779969,0.201203,7.24515,0.311395,0.223705,0.941448,35.0344,4.16353,113.586,1.16515,4.0861,5.434704780578613,5.0097097754478455,1.90861,32.939998626708984,,,,,,,323.6,5.393333333,323.6,5.393333333,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Ronald Acuña Jr.","ATL",56,241,205,58,36,10,1,12,36,35,31,2,50,3,2,0,,12,3,0.285292,0.129652,0.207996,0.623338,0.385249,0.512363,0.387204,0.897613,0.227071,5.48299,0.323263,0.307077,0.642376,42.4419,13.722,145.041,0.949454,-0.483947,14.118098616600037,-3.4567862153053284,1.8712,5.260000228881836,,,,,,,383.7,6.851785714,383.7,6.851785714,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Elly De La Cruz","CIN",61,263,236,63,36,12,3,11,39,36,24,1,73,1,2,0,,14,4,0.265652,0.090465,0.277234,0.326312,0.334279,0.485637,0.352275,0.819916,0.219985,7.32274,0.334744,0.426433,0.855686,38.8935,7.53261,117.357,1.28212,0.373925,6.823496103286743,2.892443209886551,1.84843,8.449999809265137,,,,,,,362.5,5.94262295,362.5,5.94262295,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Vladimir Guerrero Jr.","TOR",62,267,233,69,44,13,0,11,37,39,29,2,36,3,2,0,,3,1,0.297867,0.108783,0.133416,0.815365,0.378599,0.505003,0.381254,0.883602,0.207136,3.43719,0.308224,-0.102551,-0.209437,45.7724,13.9267,147,-0.311989,-1.00447,14.378474473953247,-5.885030150413513,1.82191,18.049999237060547,,,,,,,393.4,6.34516129,393.4,6.34516129,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Corbin Carroll","ARI",59,256,223,59,32,12,5,9,46,32,27,1,55,4,2,0,,11,2,0.262327,0.105971,0.214785,0.493384,0.34905,0.485619,0.359365,0.834669,0.223291,8.29618,0.305601,0.551138,0.928269,39.3559,8.81,125.934,1.47941,2.51105,9.543604850769043,-0.1139519214630127,1.79698,14.100000381469727,,,,,,,363.6,6.162711864,363.6,6.162711864,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"William Contreras","MIL",59,234,206,55,37,11,0,8,29,29,25,1,42,2,2,0,,2,1,0.268935,0.104952,0.181519,0.578186,0.348686,0.433169,0.342501,0.781855,0.164234,3.14063,0.303546,-0.125638,-0.242162,32.7571,4.848,116.379,-0.3678,2.40129,4.285563945770264,5.7554614543914795,1.78607,56.560001373291016,,,,,,,291.1,4.933898305,291.1,4.933898305,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Riley Greene","DET",60,261,232,63,38,12,2,11,37,36,26,1,69,2,2,0,,2,1,0.272338,0.0981566,0.26593,0.369107,0.34698,0.484651,0.35856,0.831631,0.212313,4.65831,0.338711,0.00128681,-0.211077,40.0225,8.82672,130.404,-0.20979,1.4657,9.099249765276909,-1.489851951599121,1.71283,78.4800033569336,,,,,,,355.4,5.923333333,355.4,5.923333333,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
