Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",6,3,8,2.95494,12,12,0,0,,78,318,67,28,25,7,19,,3,82,9.51905,2.17454,4.3775,0.762646,0.257969,0.0589306,0.19903817027807236,0.227816,1.11104,0.293458,0.758194,,,2.93749,2.2412,2.30888,24.75,,,,,,,414.90000000000003,5.31923076923077,397,5.089743589743589,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tarik Skubal","DET",5,3,8,2.64716,11,11,0,0,,71,280,56,23,21,7,14,,3,84,10.6824,1.83761,5.81318,0.877927,0.300489,0.051691,0.24879775941371918,0.212012,0.989948,0.28418,0.783584,,,2.72574,2.13017,2.33441,7.019999980926514,,,,,,,410.69999999999993,5.78450704225352,381,5.366197183098592,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",5,3,8,2.93393,12,12,0,0,,73,295,60,26,24,7,19,,3,85,10.4494,2.29723,4.54869,0.860724,0.288354,0.0633927,0.22496121376752853,0.220431,1.07731,0.293784,0.764512,,,2.91283,2.08031,2.1731,9.649999618530273,,,,,,,402.1,5.508219178082192,378,5.178082191780822,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Chris Sale","ATL",5,3,8,2.9453,12,12,0,0,,68,278,55,24,22,7,19,,3,83,10.9719,2.50115,4.38672,0.953838,0.297561,0.0678321,0.22972849756479263,0.214454,1.08765,0.287161,0.777425,,,3.00319,1.80643,2.00219,39.36000061035156,,,,,,,374.1,5.501470588235295,349,5.132352941176471,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jesús Luzardo","PHI",5,3,7,3.26,12,12,0,0,,72,297,60,28,26,8,23,,3,83,10.4708,2.89207,3.62052,1.0088,0.280664,0.0775203,0.2031436339020729,0.219951,1.1525,0.287245,0.760239,,,3.32973,1.75536,1.87882,70.58999633789062,,,,,,,366.4000000000001,5.08888888888889,344,4.777777777777778,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Zack Wheeler","PHI",5,3,7,3.37003,12,12,0,0,,71,289,60,29,27,9,20,,3,81,10.2788,2.47211,4.15792,1.10886,0.281048,0.0675934,0.2134546935558319,0.223857,1.11329,0.288367,0.748631,,,3.37029,1.70458,1.69704,110.48999786376953,,,,,,,351.7,4.953521126760563,331,4.661971830985915,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Jacob Misiorowski","MIL",5,2,8,2.63795,11,11,0,0,,60,257,43,19,18,6,26,,3,88,13.206,3.90549,3.3814,0.920649,0.342125,0.101179,0.24094627797603607,0.186535,1.1437,0.271754,0.823165,,,2.94711,1.68181,1.99299,114.13999938964844,,,,,,,347.4,5.79,311,5.183333333333334,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Logan Webb","SFG",5,4,7,3.57091,12,12,0,0,,76,313,73,33,30,7,19,,3,67,7.97757,2.25645,3.53546,0.801266,0.214177,0.0605798,0.1535974219441414,0.25005,1.21222,0.304017,0.716144,,,3.36499,1.5309,1.39013,57.189998626708984,,,,,,,354.49999999999994,4.664473684210526,357,4.697368421052632,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Yoshinobu Yamamoto","LAD",5,3,7,3.34609,11,11,0,0,,63,254,52,26,23,7,19,,3,67,9.59721,2.71161,3.5393,0.973418,0.263613,0.0744816,0.1891312152147293,0.22527,1.13486,0.287201,0.74106,,,3.40813,1.49746,1.41563,26.639999389648438,,,,,,,312.90000000000003,4.966666666666667,292,4.634920634920635,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Dylan Cease","TOR",5,3,7,3.22744,12,12,0,0,,67,281,52,26,24,8,27,,3,84,11.3632,3.60712,3.15022,1.02017,0.300449,0.095374,0.20507533848285675,0.20882,1.18457,0.281995,0.772896,,,3.39547,1.48997,1.65314,74.7699966430664,,,,,,,340.2,5.077611940298508,309,4.611940298507463,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
