Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",5.0254,3.4832,7.7265,2.94383,12.2469,12.2469,0,0,,71.9075,291.596,58.2946,25.7778,23.5204,6.87915,19.0357,,3.0411,87.7405,10.9817,2.38252,4.60926,0.861,0.300897,0.0652811,0.23561640828847885,0.216291,1.07541,0.293971,0.76149,,,2.82459,2.15653,2.11081,9.649999618530273,,,,,,,405.90000000000003,5.6375,379,5.263888888888889,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",5.2468,3.5218,8.4407,2.96257,12.2469,12.2469,0,0,,76.4556,310.922,68.3312,28.142,25.1672,6.49023,18.7172,,2.4345,77.8588,9.16518,2.2033,4.15975,0.764,0.250413,0.060199,0.1902136243879795,0.235812,1.13855,0.301045,0.755578,,,2.99705,2.08228,2.15895,24.75,,,,,,,404.8,5.326315789473685,395,5.197368421052632,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tarik Skubal","DET",4.8986,3.1193,7.7682,2.7826,11.34,11.34,0,0,,69.1215,275.384,55.5578,23.5121,21.3708,6.94287,14.4849,,2.6252,83.1804,10.8305,1.88601,5.74256,0.904,0.302052,0.0525989,0.24945346266031265,0.215112,1.01333,0.289115,0.771362,,,2.74184,2.03604,2.04062,7.019999980926514,,,,,,,393.9,5.708695652173913,369,5.3478260869565215,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Zack Wheeler","PHI",4.8713,3.4705,7.6016,3.14915,11.78,11.78,0,0,,71.8458,292.651,59.7577,27.4533,25.1392,7.97488,18.7844,,3.2648,83.076,10.4068,2.35309,4.42261,0.999,0.283874,0.064187,0.21968691051006317,0.220833,1.0932,0.288402,0.75825,,,3.15131,1.89034,1.98735,110.48999786376953,,,,,,,378.4000000000001,5.255555555555556,356,4.944444444444445,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Chris Sale","ATL",4.8776,3.2275,7.2795,3.16895,11.52,11.52,0,0,,69.4659,282.957,57.2014,26.6292,24.4594,7.34023,18.6044,,3.9795,84.0646,10.8914,2.41039,4.51853,0.951,0.297093,0.0657499,0.23134326189756393,0.21969,1.09127,0.295092,0.75045,,,3.02892,1.7788,1.73406,39.36000061035156,,,,,,,375.3,5.439130434782609,353,5.115942028985507,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jesús Luzardo","PHI",4.7963,3.703,7.176,3.31189,12.2469,12.2469,0,0,,71.5715,295.384,60.33,28.7339,26.3375,8.12734,23.2107,,2.6074,81.8465,10.2921,2.91871,3.52624,1.022,0.277085,0.078578,0.19850701838731766,0.223804,1.16723,0.290674,0.759492,,,3.37154,1.70546,1.76269,70.58999633789062,,,,,,,364.4000000000001,5.061111111111113,342,4.75,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Dylan Cease","TOR",4.5872,3.6348,6.7303,3.34021,11.97,11.97,0,0,,68.4393,286.117,54.1526,27.6019,25.4002,7.53593,27.1571,,2.2323,87.1988,11.4669,3.57125,3.2109,0.991,0.304766,0.0949161,0.20985016971826553,0.210934,1.18806,0.28777,0.75902,,,3.27175,1.63507,1.4659,74.7699966430664,,,,,,,351.4000000000001,5.167647058823531,323,4.75,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Jacob Misiorowski","MIL",4.4772,3.4787,7.008,3.21246,11.34,11.34,0,0,,67.7439,280.513,51.007,26.3165,24.1805,7.31634,27.3539,,4.1471,88.7866,11.7956,3.63406,3.24585,0.972,0.316515,0.0975138,0.21900124102830887,0.204838,1.15672,0.28573,0.764033,,,3.27801,1.62528,1.75205,114.13999938964844,,,,,,,369.5,5.4338235294117645,334,4.911764705882353,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Jacob deGrom","TEX",4.2799,3.5104,6.3318,3.37122,11.34,11.34,0,0,,64.8027,263.533,54.3653,26.1392,24.2738,8.70516,15.0901,,1.7644,78.0104,10.8343,2.09576,5.16964,1.209,0.296018,0.0572608,0.23875682428479195,0.220389,1.0718,0.285442,0.756375,,,3.21922,1.61601,1.53895,50.0099983215332,,,,,,,334.9,5.152307692307692,313,4.815384615384615,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Logan Webb","SFG",4.531,4.0709,7.6043,3.45992,11.97,11.97,0,0,,74.7838,314.086,73.2551,31.8977,28.7495,6.25691,20.1753,,2.5991,65.9589,7.93795,2.42804,3.26929,0.753,0.210003,0.064235,0.1457677185535431,0.251466,1.24934,0.305794,0.726729,,,3.33753,1.55058,1.47621,57.189998626708984,,,,,,,354.40000000000003,4.725333333333333,360,4.8,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
