Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",6,3,8,2.95432,12,12,0,0,,76,313,66,27,25,6,18,,3,81,9.5212,2.17509,4.37738,0.76251,0.258027,0.0589455,0.19908149167895317,0.227791,1.11099,0.293454,0.758241,,,2.94037,2.1909,2.29212,24.75,,,,,,,416,5.473684210526316,401,5.276315789473684,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tarik Skubal","DET",5,2,8,2.65282,11,11,0,0,,70,276,55,22,21,7,14,,3,83,10.6718,1.83694,5.80952,0.87878,0.30019,0.0516721,0.24851806089282036,0.212232,0.990708,0.28435,0.783094,,,2.73246,2.09524,2.38466,7.019999980926514,,,,,,,403.9,5.77,374,5.3428571428571425,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",5,3,8,2.92644,12,12,0,0,,72,290,59,26,23,7,18,,3,84,10.4629,2.3061,4.53707,0.854319,0.288728,0.0636374,0.22509028762578964,0.220332,1.0777,0.294047,0.764765,,,2.90698,2.06605,2.11218,9.649999618530273,,,,,,,398.30000000000007,5.531944444444445,374,5.194444444444445,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Chris Sale","ATL",5,3,7,2.94264,11,11,0,0,,67,274,54,24,22,7,19,,3,81,10.976,2.50165,4.3875,0.953349,0.297672,0.0678456,0.22982657700777054,0.214355,1.08732,0.287079,0.777628,,,3.00511,1.79283,1.94827,39.36000061035156,,,,,,,365.29999999999995,5.452238805970149,340,5.074626865671642,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jesús Luzardo","PHI",5,3,7,3.25937,12,12,0,0,,70,292,59,28,26,8,23,,3,82,10.4719,2.89285,3.61993,1.00846,0.280694,0.0775412,0.2031523808836937,0.219931,1.15249,0.287242,0.760274,,,3.33262,1.71448,1.74962,70.58999633789062,,,,,,,352.20000000000005,5.031428571428572,332,4.742857142857143,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Zack Wheeler","PHI",5,3,7,3.36974,12,12,0,0,,70,284,59,29,26,9,19,,3,80,10.2798,2.47316,4.15653,1.10862,0.281073,0.0676221,0.2134510800242424,0.223842,1.11332,0.288367,0.748647,,,3.37347,1.68862,1.63902,110.48999786376953,,,,,,,347.9,4.97,327,4.671428571428572,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Jacob Misiorowski","MIL",5,2,8,2.63683,11,11,0,0,,59,253,42,19,17,6,26,,3,87,13.2089,3.90457,3.38294,0.920443,0.3422,0.101155,0.24104539304971695,0.18651,1.14353,0.271754,0.823243,,,2.94921,1.66054,1.92902,114.13999938964844,,,,,,,340.6,5.772881355932204,304,5.1525423728813555,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Logan Webb","SFG",5,4,7,3.57528,12,12,0,0,,74,308,72,32,30,7,19,,3,66,7.97166,2.25792,3.53054,0.801742,0.214019,0.0606192,0.15339931100606918,0.250191,1.21288,0.304127,0.715878,,,3.37086,1.49656,1.37957,57.189998626708984,,,,,,,340.3,4.598648648648648,345,4.662162162162162,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Yoshinobu Yamamoto","LAD",5,3,6,3.35831,10,10,0,0,,62,250,52,25,23,7,18,,3,66,9.56582,2.6551,3.60281,0.990811,0.262751,0.0729295,0.18982132524251938,0.225668,1.13152,0.286686,0.740708,,,3.42413,1.47726,1.47162,26.639999389648438,,,,,,,306.49999999999994,4.943548387096773,288,4.645161290322581,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Dylan Cease","TOR",5,3,7,3.2268,12,12,0,0,,66,276,52,26,24,7,26,,3,83,11.3637,3.60581,3.15149,1.02014,0.300461,0.0953394,0.20512133836746216,0.208814,1.18443,0.281988,0.772939,,,3.39825,1.46762,1.5868,74.7699966430664,,,,,,,346.1000000000001,5.243939393939395,318,4.818181818181818,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Hunter Greene","CIN",4,3,6,3.42647,11,11,0,0,,63,256,49,26,24,9,21,,3,76,10.9335,2.97054,3.68065,1.24841,0.297438,0.0808112,0.21662640571594238,0.211185,1.11344,0.27364,0.758898,,,3.60187,1.45136,1.55933,444.32000732421875,,,,,,,308.1,4.890476190476191,278,4.412698412698413,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Jacob deGrom","TEX",4,3,7,3.32084,11,11,0,0,,65,261,53,26,24,9,17,,3,74,10.231,2.32791,4.39494,1.17961,0.282939,0.0643784,0.21856050193309784,0.218857,1.07219,0.278633,0.752992,,,3.43568,1.44416,1.53084,50.0099983215332,,,,,,,320.5,4.930769230769231,296,4.553846153846154,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Braxton Ashcraft","PIT",4,2,7,3.37094,14,11,0,0,,64,271,58,26,24,7,19,,3,68,9.59571,2.73193,3.51243,0.945341,0.250177,0.0712261,0.17895085364580154,0.231692,1.2101,0.292361,0.753506,,,3.38366,1.40089,1.46939,239.36000061035156,,,,,,,306.7,4.7921875,299,4.671875,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Joe Ryan","MIN",4,3,7,3.54179,12,12,0,0,,67,274,58,29,26,9,16,,3,73,9.8783,2.18028,4.53074,1.25738,0.267587,0.0590604,0.20852698013186455,0.228207,1.11342,0.283494,0.7448,,,3.57766,1.3684,1.3949,78.52999877929688,,,,,,,323.29999999999995,4.825373134328357,307,4.582089552238806,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Sonny Gray","BOS",5,4,7,3.80763,12,12,0,0,,69,288,65,32,29,8,19,,3,70,9.11674,2.46037,3.70544,1.09221,0.241701,0.0652286,0.17647214978933334,0.24542,1.22408,0.302741,0.722832,,,3.60698,1.35937,1.32602,138.08999633789062,,,,,,,317.20000000000005,4.597101449275363,315,4.565217391304348,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Framber Valdez","DET",5,4,7,3.74082,12,12,0,0,,74,309,69,34,31,7,25,,3,65,7.88603,2.97948,2.64678,0.797695,0.210165,0.0794038,0.13076092302799225,0.247288,1.26892,0.300321,0.711844,,,3.63326,1.3575,1.29399,81.13999938964844,,,,,,,328.1,4.433783783783784,325,4.391891891891892,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Logan Gilbert","SEA",5,3,7,3.14207,12,12,0,0,,65,264,54,25,23,8,15,,3,73,10.0729,2.13878,4.70967,1.12012,0.275994,0.0586016,0.21739253774285316,0.217711,1.05973,0.275485,0.766148,,,3.32068,1.35605,1.46198,37.150001525878906,,,,,,,334.20000000000005,5.141538461538462,313,4.815384615384615,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Drew Rasmussen","TBR",4,4,7,3.42322,12,12,0,0,,62,253,55,26,23,7,16,,3,61,8.8639,2.27145,3.90232,0.995234,0.240214,0.0615568,0.17865729704499245,0.233908,1.14245,0.28766,0.736119,,,3.45577,1.3534,1.37313,132.36000061035156,,,,,,,294.69999999999993,4.753225806451612,284,4.580645161290323,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Hunter Brown","HOU",4,3,6,3.53718,11,11,0,0,,67,279,58,29,26,7,25,,3,72,9.63915,3.29432,2.92599,0.930611,0.258229,0.0882536,0.1699756383895874,0.229403,1.22285,0.294239,0.736105,,,3.54353,1.32475,1.36026,36.189998626708984,,,,,,,318.8999999999999,4.759701492537312,304,4.537313432835821,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Chase Burns","CIN",4,2,6,3.41126,14,11,0,0,,59,244,47,24,22,8,21,,3,72,11.0281,3.1422,3.50966,1.18233,0.295296,0.0841381,0.21115786582231522,0.213347,1.15012,0.279277,0.76189,,,3.54615,1.31999,1.4112,109.72000122070312,,,,,,,288.00000000000006,4.881355932203391,263,4.4576271186440675,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Nathan Eovaldi","TEX",4,3,6,3.71172,11,11,0,0,,67,275,62,30,27,8,17,,3,64,8.69854,2.33678,3.72245,1.07055,0.233853,0.0628224,0.17103106528520584,0.24221,1.1874,0.294654,0.721889,,,3.62463,1.30878,1.22569,132.50999450683594,,,,,,,304.2,4.540298507462686,299,4.462686567164179,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Ranger Suarez","BOS",4,4,6,3.9441,11,11,0,0,,66,279,65,32,29,7,19,,3,62,8.40591,2.59453,3.23986,0.993892,0.221381,0.0683303,0.15305020660161972,0.253917,1.27502,0.30838,0.710786,,,3.66982,1.24747,1.12696,183.97999572753906,,,,,,,291.30000000000007,4.413636363636365,297,4.5,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Bryan Woo","SEA",4,3,6,3.29753,10,10,0,0,,63,255,54,25,23,8,14,,3,65,9.18854,1.93036,4.76001,1.13943,0.252646,0.0530767,0.1995692029595375,0.225098,1.06668,0.275019,0.749352,,,3.473,1.20388,1.3286,34.77000045776367,,,,,,,306.4000000000001,4.863492063492065,290,4.603174603174603,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Nolan McLean","NYM",5,3,6,3.45305,11,11,0,0,,61,264,53,26,23,6,25,,3,67,9.83104,3.61805,2.71722,0.927159,0.253829,0.0934148,0.1604137197136879,0.22439,1.26645,0.286566,0.755104,,,3.61126,1.18627,1.18317,87.29000091552734,,,,,,,289.80000000000007,4.750819672131149,277,4.540983606557377,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
