Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",6,3,9,2.95403,13,13,0,0,,81,333,71,29,27,7,20,,3,86,9.51637,2.17204,4.3813,0.762384,0.257896,0.0588629,0.19903312996029854,0.227816,1.11082,0.293425,0.758222,,,2.93705,2.32675,2.41528,24.75,,,,,,,431.69999999999993,5.329629629629629,417,5.148148148148148,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Paul Skenes","PIT",5,3,8,2.92567,13,13,0,0,,77,309,63,27,25,7,20,,3,89,10.4658,2.29437,4.56151,0.859397,0.288805,0.0633136,0.22549185901880264,0.220189,1.07616,0.293667,0.76512,,,2.90648,2.20073,2.3511,9.649999618530273,,,,,,,428.90000000000003,5.570129870129871,403,5.233766233766234,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",5,3,8,2.67718,12,12,0,0,,74,293,58,24,22,7,15,,3,88,10.6313,1.86041,5.71447,0.887268,0.299051,0.0523322,0.24671871960163116,0.212485,0.993678,0.284009,0.781599,,,2.75864,2.18397,2.41583,7.019999980926514,,,,,,,432.7,5.847297297297297,401,5.418918918918919,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Chris Sale","ATL",6,3,8,2.9435,12,12,0,0,,71,291,57,25,23,7,20,,3,87,10.9994,2.53526,4.33856,0.945485,0.298306,0.068757,0.22954925149679184,0.21435,1.09021,0.287746,0.777189,,,2.99696,1.89327,2.11291,39.36000061035156,,,,,,,396.09999999999997,5.57887323943662,369,5.197183098591549,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jesús Luzardo","PHI",6,3,8,3.26129,13,13,0,0,,75,311,63,30,27,8,24,,3,87,10.4373,2.87883,3.62554,1.00594,0.279767,0.0771654,0.2026010826230049,0.220334,1.15282,0.287447,0.759819,,,3.32869,1.82968,1.87429,70.58999633789062,,,,,,,385.8,5.144,364,4.8533333333333335,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Zack Wheeler","PHI",5,3,7,3.36775,12,12,0,0,,75,303,63,30,28,9,20,,3,85,10.2809,2.46817,4.16539,1.10895,0.281104,0.0674856,0.21361856907606125,0.223817,1.1128,0.288318,0.748806,,,3.3688,1.80674,1.87827,110.48999786376953,,,,,,,381.49999999999994,5.086666666666666,359,4.786666666666667,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Jacob Misiorowski","MIL",5,2,8,2.64096,15,12,0,0,,66,284,47,21,19,7,29,,3,97,13.1985,3.91179,3.37403,0.920801,0.34193,0.101342,0.24058847874403,0.186567,1.1444,0.271731,0.822941,,,2.95136,1.77753,2.10866,114.13999938964844,,,,,,,378.1000000000001,5.72878787878788,337,5.106060606060606,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Logan Webb","SFG",5,4,8,3.56035,13,13,0,0,,79,328,76,34,31,7,20,,3,70,7.99995,2.26189,3.53685,0.795196,0.214778,0.0607259,0.15405215695500374,0.249883,1.21202,0.304232,0.716649,,,3.35332,1.6027,1.49084,57.189998626708984,,,,,,,371.9,4.70759493670886,375,4.746835443037975,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Dylan Cease","TOR",5,3,8,3.22923,13,13,0,0,,70,294,55,27,25,8,28,,3,88,11.3562,3.60566,3.14954,1.02076,0.300262,0.0953352,0.20492687076330185,0.208883,1.18468,0.281976,0.772778,,,3.3976,1.55211,1.73696,74.7699966430664,,,,,,,359.6,5.137142857142858,329,4.7,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Hunter Greene","CIN",4,3,7,3.41087,12,12,0,0,,67,273,52,28,25,9,23,,3,81,10.9458,3.03658,3.60465,1.2246,0.297772,0.0826078,0.21516446769237518,0.210796,1.11774,0.274206,0.759027,,,3.58432,1.5445,1.62033,444.32000732421875,,,,,,,333.9,4.983582089552239,302,4.507462686567164,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
