Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",60.18,272.805,244.642,71.3168,42.7416,15.8122,1.6355,11.1274,42.0497,36.444,22.6973,2.4552,45.3567,2.4552,1.8778,1.132,,15.2896,4.7755,0.291515,0.0831999,0.166261,0.500418,0.355094,0.505972,0.368533,0.861066,0.214457,6.51606,0.316727,0.892,0.722897,43.979,11.4247,133.901,1.6149,2.68,12.496807336807251,5.689000129699707,2.82407,3.0999999046325684,,,,,,,403.3,6.721666666,403.3,6.721666666,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Juan Soto","NYM",60.18,270.904,214.29,59.3722,34.071,9.1131,0.9936,15.1945,45.3403,39.8294,52.5011,4.6054,43.908,1.3545,1.9003,0.8578,,7.5915,2.6259,0.277065,0.1938,0.16208,1.19571,0.419291,0.541584,0.410141,0.960876,0.264519,4.89435,0.28123,-0.306,-0.021728,52.8195,20.492,164.805,-0.327728,-2.392,20.9067862033844,-5.734999895095825,2.42836,4.650000095367432,,,,,,,458,7.633333333,458,7.633333333,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Junior Caminero","TBR",62.97,278.02,247.924,67.5306,37.7527,11.4525,0.2816,18.0438,40.2164,47.2632,26.0227,2.5022,53.1053,1.6681,1.9869,0.4188,,2.1992,0.7929,0.272384,0.0935999,0.191012,0.490021,0.343015,0.539188,0.374302,0.882203,0.266804,3.11187,0.276831,-0.078,-0.229555,46.1214,12.9447,140.039,-0.307555,-0.791,12.790358901023865,-0.0910000205039978,2.28766,16.479999542236328,,,,,,,418.9,6.649206349,418.9,6.649206349,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Yordan Alvarez","HOU",57.6,260.09,216.37,64.496,36.7461,12.108,0.3832,15.2587,43.0443,40.0567,37.323,7.5426,44.3775,3.6413,1.8106,0.9456,,1.0814,0.3605,0.298082,0.1435,0.170623,0.841034,0.406955,0.569148,0.410127,0.976103,0.271066,3.04005,0.310559,-0.58,-0.312831,50.708,19.6709,166.22,-0.892831,-0.088,19.37265819311142,-6.467000186443329,2.24388,33.38999938964844,,,,,,,443.1,7.639655172,443.1,7.639655172,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Gunnar Henderson","BAL",60.18,274.891,241.345,62.9191,37.8865,12.3967,1.7878,10.848,39.4935,33.1025,27.7365,1.0996,57.2712,2.7489,1.7928,1.2673,,7.7926,2.2754,0.260702,0.1009,0.208342,0.484301,0.341362,0.461726,0.348404,0.803088,0.201024,5.71996,0.297517,0.759,0.250706,39.8251,7.02188,124.531,1.00971,-0.407,8.944398760795593,2.602000057697296,2.1597,12.510000228881836,,,,,,,364,6.066666666,364,6.066666666,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",55.9,250.552,226.097,60.9954,38.1226,10.7691,0.611,11.4928,34.3478,34.6551,18.7413,1.0022,53.6302,3.2572,1.773,0.6838,,8.2892,2.4481,0.269776,0.0748,0.214048,0.349454,0.332151,0.475305,0.348397,0.807456,0.20553,5.01262,0.304169,0.228,0.322489,36.2976,6.39869,129.673,0.550489,1.789,9.298347651958466,2.634000062942505,2.11099,9.489999771118164,,,,,,,332.2,5.932142857,332.2,5.932142857,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Shohei Ohtani","LAD",60.18,278.891,232.243,63.7081,33.5603,10.6247,2.1928,17.3303,49.8656,40.2866,41.0527,6.6934,66.3287,2.2311,1.6895,1.6738,,7.0591,2.073,0.274316,0.1472,0.237831,0.618928,0.38595,0.562811,0.39837,0.948762,0.288495,6.11284,0.308622,0.078,0.172398,51.7127,18.4321,154.144,0.250398,0,18.514970064163208,-7.020999908447266,2.0825,1.2699999809265137,,,,,,,466.2,7.77,466.2,7.77,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Pete Crow-Armstrong","CHC",61.11,266.612,239.216,61.0786,36.3047,11.4876,2.2507,11.0356,37.1861,33.2204,20.2891,0.7998,65.0907,3.9992,1.7619,1.3451,,13.9524,3.8896,0.255328,0.0760999,0.244141,0.311705,0.321816,0.460564,0.338164,0.78238,0.205236,7.10179,0.303563,0.568,0.853498,36.4103,4.595,115.022,1.4215,4.385,6.265780687332153,5.404000282287598,2.05982,32.939998626708984,,,,,,,336.7,5.519672131,336.7,5.519672131,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Cal Raleigh","SEA",55.18,242.041,207.284,45.1623,23.2144,8.0545,0.1418,13.7516,32.3381,34.6706,30.4245,2.4204,67.9478,2.1784,1.6585,0.4951,,2.6236,0.917,0.217876,0.1257,0.280729,0.447763,0.321948,0.457127,0.335687,0.779075,0.239251,3.43311,0.246855,-0.595,-0.144526,32.5681,3.68491,120.907,-0.739527,0.664,5.214750528335571,3.0519999861717224,2.05482,18.729999542236328,,,,,,,298.7,5.43090909,298.7,5.43090909,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Elly De La Cruz","CIN",62.03,280.754,247.363,65.1116,38.6792,12.8083,2.4982,11.1259,39.9248,34.6805,28.4966,1.6845,73.1699,1.9653,1.8821,1.0479,,14.9695,4.396,0.263223,0.1015,0.260619,0.389458,0.341692,0.470136,0.350409,0.811828,0.206912,6.84062,0.327287,0.985,0.805392,41.1315,7.62851,116.634,1.79039,0.715,7.439103484153748,3.490000069141388,2.03148,8.449999809265137,,,,,,,376.8,6.077419354,376.8,6.077419354,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Kevin McGonigle","DET",61.11,280.97,239.557,64.0554,42.5993,13.2338,1.7317,6.4906,38.355,26.4629,35.8799,0,39.1675,2.2478,1.7567,1.5292,,5.828,1.5868,0.267391,0.1277,0.139401,0.916063,0.365669,0.418374,0.348203,0.784043,0.150983,5.23613,0.294215,0.469,0.070659,40.6601,7.13135,122.678,0.539659,-0.401,8.037073135375977,1.9970000088214874,2.02858,999,,,,,,,343.7,5.634426229,343.7,5.634426229,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","33572",805808
"Ketel Marte","ARI",61.11,282.076,246.988,68.5965,41.563,13.9212,1.5358,11.5765,42.2042,34.023,28.9128,1.6925,43.0253,2.8208,1.7404,1.6143,,2.8632,0.7796,0.277732,0.1025,0.152531,0.671995,0.357731,0.487144,0.364769,0.844875,0.209412,4.49631,0.293726,-0.028,-0.138098,44.6123,10.9515,130.124,-0.166098,-0.359,10.111678883433342,-0.30399999767541885,1.92236,32.63999938964844,,,,,,,403.1,6.608196721,403.1,6.608196721,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Fernando Tatis Jr.","SDP",61.11,281.357,246.042,67.6647,43.155,13.1015,0.7835,10.6247,41.6947,31.9002,29.1767,1.4068,54.9658,2.8136,1.7542,1.5702,,13.3034,3.4094,0.275013,0.1037,0.19536,0.530816,0.356182,0.464178,0.356736,0.82036,0.189165,5.77246,0.313053,0.27,0.847466,42.6643,9.08941,129.408,1.11747,1.27,11.125455856323242,-1.6600000858306885,1.88535,14.010000228881836,,,,,,,393.9,6.457377049,393.9,6.457377049,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Francisco Lindor","NYM",60.17,268.254,235.77,60.1227,37.5175,10.8438,1.2165,10.5449,36.2795,33.8849,25.35,0.5365,47.8378,4.5603,1.7258,0.8478,,7.7913,2.1339,0.255005,0.0944999,0.17833,0.529916,0.33669,0.445494,0.341675,0.782184,0.190488,5.43844,0.276796,-0.228,0.311206,37.3989,5.38761,118.871,0.0832058,0.641,6.206102907657623,3.437999904155731,1.86024,25.350000381469727,,,,,,,340.6,5.676666666,340.6,5.676666666,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
