Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",5,3,9,2.81191,13,13,0,0,,78,311,62,27,24,7,19,,3,92,10.6147,2.17694,4.87599,0.770136,0.296186,0.0607438,0.2354426272213459,0.213915,1.03377,0.289842,0.759508,,,2.69435,2.46253,2.42047,9.649999618530273,,,,,,,447.90000000000003,5.742307692307692,417,5.346153846153846,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",6,3,9,3.00283,13,13,0,0,,82,334,72,30,27,7,19,,2,85,9.234,2.08386,4.4312,0.712474,0.253389,0.057183,0.1962060071527958,0.231634,1.1088,0.297563,0.747656,,,2.86313,2.37433,2.35334,24.75,,,,,,,440.50000000000006,5.371951219512196,426,5.195121951219512,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tarik Skubal","DET",6,3,8,2.74036,12,12,0,0,,74,292,58,25,23,7,15,,2,88,10.6989,1.79139,5.97239,0.841762,0.302864,0.0507107,0.25215334817767143,0.211899,0.981466,0.285833,0.764827,,,2.63675,2.3363,2.31631,7.019999980926514,,,,,,,435.7,5.8878378378378375,404,5.45945945945946,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Logan Webb","SFG",5,4,8,3.3668,13,13,0,0,,79,328,76,32,30,6,19,,3,73,8.35175,2.18331,3.82527,0.676158,0.223518,0.0584319,0.16508574783802032,0.249724,1.21045,0.310772,0.727273,,,3.04898,1.92251,1.76865,57.189998626708984,,,,,,,393.20000000000005,4.9772151898734185,397,5.025316455696203,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Chris Sale","ATL",6,3,8,3.17626,12,12,0,0,,73,298,61,28,26,7,20,,4,89,10.8982,2.42018,4.50306,0.918204,0.297115,0.0659808,0.2311345785856247,0.221992,1.10054,0.299844,0.748594,,,2.9929,1.90294,1.90821,39.36000061035156,,,,,,,401.5,5.5,380,5.205479452054795,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Zack Wheeler","PHI",6,3,7,3.36682,12,12,0,0,,76,308,62,31,28,9,20,,4,85,10.0386,2.39278,4.19535,1.07348,0.275634,0.0656998,0.20993399620056152,0.218997,1.08374,0.279443,0.738606,,,3.35622,1.79727,1.81934,110.48999786376953,,,,,,,388.49999999999994,5.1118421052631575,361,4.75,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Dylan Cease","TOR",5,4,7,3.53332,13,13,0,0,,72,299,59,31,28,8,28,,2,90,11.2293,3.47079,3.23538,0.980479,0.301453,0.0931739,0.20827879756689072,0.217851,1.19616,0.296791,0.737256,,,3.27661,1.79015,1.46056,74.7699966430664,,,,,,,371.0000000000001,5.1527777777777795,346,4.805555555555555,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Jesús Luzardo","PHI",5,4,7,3.61332,13,13,0,0,,77,317,67,34,31,9,24,,3,84,9.8724,2.78077,3.55025,1.04526,0.26637,0.0750287,0.1913416013121605,0.229244,1.17449,0.292445,0.729422,,,3.44408,1.74205,1.55891,70.58999633789062,,,,,,,371.90000000000003,4.82987012987013,355,4.6103896103896105,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Jacob deGrom","TEX",5,3,7,3.40633,12,12,0,0,,70,278,57,29,26,9,16,,2,80,10.3311,2.03563,5.07514,1.21546,0.288394,0.0568248,0.2315692901611328,0.219248,1.04336,0.279077,0.739757,,,3.31973,1.63365,1.52018,50.0099983215332,,,,,,,365.09999999999997,5.215714285714285,339,4.8428571428571425,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Yoshinobu Yamamoto","LAD",5,3,6,3.31057,10,10,0,0,,63,257,52,25,23,6,18,,2,68,9.59717,2.5538,3.758,0.923486,0.262435,0.0698335,0.19260121881961823,0.220782,1.11109,0.281083,0.735204,,,3.24972,1.59457,1.52583,26.639999389648438,,,,,,,333.20000000000005,5.28888888888889,313,4.968253968253968,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Chase Burns","CIN",4,3,6,3.5643,15,11,0,0,,64,263,54,28,26,9,21,,2,76,10.6272,2.87428,3.69732,1.21365,0.289005,0.0781661,0.2108391523361206,0.222498,1.15212,0.287547,0.749119,,,3.52079,1.55608,1.44032,109.72000122070312,,,,,,,305.5,4.7734375,286,4.46875,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Drew Rasmussen","TBR",5,3,7,3.53449,13,13,0,0,,71,287,62,30,28,8,17,,2,67,8.52193,2.20018,3.87329,0.968081,0.232765,0.0600951,0.17267035320401192,0.232234,1.12468,0.282425,0.716371,,,3.43826,1.55391,1.55043,132.36000061035156,,,,,,,342.8,4.828169014084507,328,4.619718309859155,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Kevin Gausman","TOR",5,4,7,3.8843,13,13,0,0,,80,328,73,37,34,10,22,,2,78,8.85913,2.45103,3.61445,1.17445,0.239148,0.0661644,0.17298351228237152,0.238558,1.18403,0.288601,0.713957,,,3.71127,1.54136,1.34949,112.94999694824219,,,,,,,363.2,4.54,354,4.425,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Ranger Suarez","BOS",5,4,7,3.66751,12,12,0,0,,73,306,69,32,30,7,21,,2,67,8.26773,2.63312,3.1399,0.906921,0.219572,0.0699295,0.1496421843767166,0.245879,1.24137,0.298666,0.725655,,,3.54806,1.52161,1.58184,183.97999572753906,,,,,,,339.70000000000005,4.653424657534247,339,4.6438356164383565,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Hunter Brown","HOU",5,3,7,3.43245,12,12,0,0,,69,285,58,29,26,7,23,,3,76,9.94873,3.05127,3.26052,0.958828,0.267993,0.0821933,0.18579931557178497,0.223295,1.17562,0.288032,0.741449,,,3.40918,1.4691,1.47888,36.189998626708984,,,,,,,347.7,5.039130434782608,328,4.753623188405797,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Hunter Greene","CIN",4,4,7,3.76722,12,12,0,0,,68,280,55,31,29,10,23,,4,81,10.7114,2.993,3.57883,1.35459,0.289482,0.0808874,0.20859457552433014,0.217969,1.14409,0.27745,0.738299,,,3.84129,1.44188,1.37573,444.32000732421875,,,,,,,318.20000000000005,4.679411764705883,291,4.279411764705882,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Jacob Misiorowski","MIL",5,3,7,3.49625,15,12,0,0,,68,281,51,29,26,7,28,,4,86,11.3445,3.72343,3.0468,0.984402,0.304889,0.100069,0.20482031255960464,0.20428,1.16078,0.278809,0.73292,,,3.43306,1.42824,1.44329,114.13999938964844,,,,,,,360.5,5.301470588235294,325,4.779411764705882,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Framber Valdez","DET",5,4,7,3.7246,13,13,0,0,,79,332,72,35,33,7,27,,4,71,8.10994,3.09474,2.62056,0.803564,0.213282,0.081388,0.13189374655485153,0.240446,1.26506,0.292843,0.715074,,,3.6402,1.41618,1.52949,81.13999938964844,,,,,,,360.3,4.560759493670886,353,4.468354430379747,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Joe Ryan","MIN",4,4,7,3.75295,12,12,0,0,,69,278,59,31,29,10,16,,3,76,9.92322,2.07664,4.7785,1.30413,0.272325,0.0569897,0.2153356745839119,0.227639,1.0884,0.282822,0.717245,,,3.62231,1.39964,1.30564,78.52999877929688,,,,,,,329.20000000000005,4.771014492753624,310,4.492753623188406,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Shohei Ohtani","LAD",4,2,6,3.2627,10,10,0,0,,54,220,43,21,20,6,17,,3,63,10.5341,2.83611,3.71428,0.996872,0.288185,0.0775883,0.2105964794754982,0.213412,1.10465,0.280676,0.748333,,,3.28533,1.38468,1.35087,1.2699999809265137,,,,,,,280,5.185185185185185,258,4.777777777777778,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
