checkpoint,model,target,stat,mae,n_players
2025-09-01,reliability_blend,next_week,rbi_per_pa,0.072481,106
2025-09-01,reliability_blend,next_week,sb_per_pa,0.02734,106
2025-09-01,reliability_blend,next_week,avg,0.08762,106
2025-09-01,reliability_blend,ros,hr_per_pa,0.014778,104
2025-09-01,reliability_blend,ros,r_per_pa,0.028617,104
2025-09-01,reliability_blend,ros,rbi_per_pa,0.033202,104
2025-09-01,reliability_blend,ros,sb_per_pa,0.014954,104
2025-09-01,reliability_blend,ros,avg,0.039736,104
2025-09-01,reliability_blend,ros,k_per_ip,0.136301,42
2025-09-01,reliability_blend,ros,era,1.08627,42
2025-09-01,reliability_blend,ros,whip,0.197096,42
2025-09-01,reliability_blend,ros,w_per_gs,0.201541,42
2025-09-01,reliability_blend,ros,sv_per_g,0.0,42
2025-09-01,exponential_decay,next_week,k_per_ip,0.329718,50
2025-09-01,exponential_decay,next_week,era,2.467871,50
2025-09-01,exponential_decay,next_week,whip,0.400827,50
2025-09-01,exponential_decay,next_week,w_per_gs,0.39549,50
2025-09-01,exponential_decay,next_week,sv_per_g,0.020931,50
2025-09-01,exponential_decay,next_week,hr_per_pa,0.030302,106
2025-09-01,exponential_decay,next_week,r_per_pa,0.058639,106
2025-09-01,exponential_decay,next_week,rbi_per_pa,0.074785,106
2025-09-01,exponential_decay,next_week,sb_per_pa,0.024398,106
2025-09-01,exponential_decay,next_week,avg,0.089502,106
2025-09-01,exponential_decay,ros,hr_per_pa,0.020504,104
2025-09-01,exponential_decay,ros,r_per_pa,0.03647,104
2025-09-01,exponential_decay,ros,rbi_per_pa,0.041903,104
2025-09-01,exponential_decay,ros,sb_per_pa,0.014629,104
2025-09-01,exponential_decay,ros,avg,0.04861,104
2025-09-01,exponential_decay,ros,k_per_ip,0.14184,42
2025-09-01,exponential_decay,ros,era,1.324563,42
2025-09-01,exponential_decay,ros,whip,0.214557,42
2025-09-01,exponential_decay,ros,w_per_gs,0.211604,42
2025-09-01,exponential_decay,ros,sv_per_g,0.0,42
