Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",31,134,121,35,21,7,1,5,20,17,11,1,23,1,1,0,,7,2,0.289027,0.0852956,0.173203,0.49246,0.353162,0.497102,0.364727,0.850264,0.208075,6.78977,0.31933,0,0.579036,21.1113,5.2507,132.521,0.579036,2.56243,5.640465021133423,3.9994633197784424,1.46616,3.0999999046325684,,,,,,,191.7,6.183870967,191.7,6.183870967,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Pete Crow-Armstrong","CHC",32,137,122,32,18,6,1,6,21,20,11,1,35,2,1,1,,7,2,0.264861,0.0799505,0.253914,0.314873,0.334728,0.497569,0.357278,0.832297,0.232708,7.51437,0.317211,0,0.539346,20.7233,4.53574,127.816,0.539346,3.57832,5.124785125255585,4.067205339670181,1.38922,32.939998626708984,,,,,,,183.4,5.73125,183.4,5.73125,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Yordan Alvarez","HOU",30,128,108,33,19,7,0,7,19,20,18,4,22,2,1,0,,0,0,0.303774,0.138473,0.173663,0.79737,0.407635,0.574988,0.412826,0.982622,0.271214,2.21817,0.320209,0,-0.169709,25.1834,10.0075,169.636,-0.169709,-0.0239799,10.200461193919182,-2.9878687523305416,1.19784,33.38999938964844,,,,,,,222.9,7.43,222.9,7.43,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Shohei Ohtani","LAD",31,134,114,33,17,6,1,9,24,23,18,4,32,1,1,0,,4,1,0.287119,0.135213,0.238671,0.566527,0.387172,0.580531,0.404938,0.967703,0.293412,6.20354,0.324621,0,0.311656,25.449,9.59864,158.504,0.311656,0,9.754957735538483,-3.350925922393799,1.09558,1.2699999809265137,,,,,,,240.3,7.751612903,240.3,7.751612903,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Wyatt Langford","TEX",30,131,116,30,18,6,1,6,19,18,14,0,29,1,1,0,,4,1,0.262061,0.102998,0.223773,0.460279,0.343255,0.476974,0.355534,0.820229,0.214912,5.8055,0.302393,0,0.259223,19.6751,4.16196,130.619,0.259223,1.74997,4.920341640710831,0.54811692237854,1.03031,37.75,,,,,,,181.3,6.043333333,181.3,6.043333333,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Julio Rodríguez","SEA",32,138,125,33,22,6,0,6,18,18,10,1,30,2,1,0,,5,1,0.264862,0.0742608,0.219892,0.337714,0.327343,0.450459,0.336972,0.777802,0.185597,5.23151,0.305005,0,0.345083,18.6716,2.31544,122.916,0.345083,0.512882,4.023133456707001,0.9253824651241302,1.00301,9.489999771118164,,,,,,,176.3,5.509375,176.3,5.509375,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Francisco Lindor","NYM",32,138,122,31,19,6,1,5,20,17,13,0,26,2,1,0,,4,1,0.254199,0.0942878,0.185743,0.507625,0.335167,0.44282,0.340449,0.777986,0.188621,5.93115,0.280149,0,0.239965,19.0599,2.7037,118.02,0.239965,0.695685,3.2414227575063705,2.075777292251587,0.99892,25.350000381469727,,,,,,,171.5,5.359375,171.5,5.359375,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Fernando Tatis Jr.","SDP",32,138,121,33,21,6,0,5,20,17,15,1,27,1,1,0,,6,2,0.276212,0.107438,0.192458,0.558244,0.358518,0.462948,0.356779,0.821467,0.186736,5.41769,0.313434,0,0.127969,20.8834,4.52721,129.399,0.127969,1.75793,5.024732172489166,0.2759815454483032,0.997239,14.010000228881836,,,,,,,182,5.6875,182,5.6875,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Junior Caminero","TBR",33,141,127,35,20,6,0,8,19,23,12,1,26,1,1,0,,1,0,0.271958,0.0878035,0.186835,0.469953,0.33832,0.515222,0.364823,0.853542,0.243264,3.27829,0.282459,0,-0.0932881,22.2104,5.53228,134.757,-0.0932881,-1.35865,5.595062077045441,-0.9808746874332428,0.978734,16.479999542236328,,,,,,,202.5,6.136363636,202.5,6.136363636,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Gunnar Henderson","BAL",32,138,123,31,18,6,1,5,20,16,14,1,30,2,1,0,,4,1,0.252595,0.0976424,0.217333,0.449275,0.333108,0.4505,0.340613,0.783608,0.197905,6.25087,0.292378,0,0.144375,19.0782,2.72201,120.278,0.144375,-0.234965,3.399026557803154,1.2469790875911713,0.972166,12.510000228881836,,,,,,,173.5,5.421875,173.5,5.421875,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Gabriel Moreno","ARI",27,109,96,28,19,6,0,3,14,15,11,0,18,1,1,0,,1,0,0.291647,0.101991,0.164703,0.619243,0.366654,0.43971,0.353535,0.806364,0.148062,3.44189,0.330756,0,-0.138311,16.1993,3.28779,122.572,-0.138311,1.43705,2.8295288532972336,3.061586022377014,0.961209,181.22000122070312,,,,,,,144.3,5.344444444,144.3,5.344444444,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Kevin McGonigle","DET",30,129,112,30,19,6,1,4,19,15,16,0,18,1,1,0,,3,1,0.265905,0.123176,0.135527,0.908865,0.358742,0.431187,0.348626,0.789929,0.165282,5.25452,0.285966,0,-0.00547863,18.6689,3.38066,124.13,-0.00547863,0.189161,3.61453746445477,1.186075046658516,0.955377,999,,,,,,,170.6,5.686666666,170.6,5.686666666,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","33572",805808
"José Ramírez","CLE",31,133,116,30,18,7,0,5,19,17,14,3,16,1,1,0,,7,1,0.260236,0.108932,0.122003,0.892857,0.343062,0.451275,0.338427,0.794337,0.191039,5.99678,0.263937,0,0.7452,18.0574,2.3757,118.493,0.7452,0.727927,3.5909351110458374,0.7941310107707977,0.925007,6.28000020980835,,,,,,,174.8,5.638709677,174.8,5.638709677,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Corbin Carroll","ARI",30,131,114,29,15,6,3,5,21,17,14,1,29,2,1,0,,6,1,0.253234,0.110343,0.218357,0.505334,0.345576,0.488259,0.358969,0.833835,0.235025,8.1501,0.294509,0,0.608239,20.0389,4.52577,126.215,0.608239,1.44174,4.749596118927002,0.05655086040496826,0.923271,14.100000381469727,,,,,,,186.5,6.216666666,186.5,6.216666666,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
