Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","LAD",3,1,4,2.75564,6,6,0,0,,36,142,28,12,11,4,6,,1,45,11.218,1.57395,7.1273,0.942023,0.316854,0.0444564,0.27239783853292465,0.209738,0.955686,0.285092,0.769796,,,2.58569,1.20365,1.11404,7.019999980926514,,,,,,,213.40000000000003,5.927777777777779,197,5.472222222222222,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Cristopher Sánchez","PHI",3,1,4,3.11386,7,7,0,0,,41,169,37,16,14,4,10,,1,43,9.34296,2.09199,4.46606,0.764697,0.253566,0.0567763,0.1967899054288864,0.232168,1.12151,0.297118,0.74354,,,2.90685,1.13996,1.03261,24.75,,,,,,,211.00000000000006,5.146341463414635,206,5.024390243902439,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Chris Sale","ATL",3,1,4,2.87437,6,6,0,0,,35,142,30,12,11,3,8,,2,42,10.8499,2.16261,5.01704,0.762623,0.29646,0.0590906,0.23736902326345444,0.225746,1.08851,0.309463,0.764387,,,2.70233,1.03731,1.05577,39.36000061035156,,,,,,,198.10000000000002,5.660000000000001,190,5.428571428571429,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Logan Webb","SFG",3,2,4,3.27121,7,7,0,0,,42,173,40,16,15,3,9,,2,38,8.17688,2.00178,4.08482,0.67091,0.219493,0.0537338,0.16575897112488747,0.244377,1.17076,0.301562,0.727391,,,3.01256,1.02406,1.02816,57.189998626708984,,,,,,,212.90000000000003,5.06904761904762,214,5.095238095238095,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Dylan Cease","TOR",2,1,4,3.2666,6,6,0,0,,36,150,28,14,13,3,15,,1,46,11.5771,3.62564,3.19313,0.87451,0.309127,0.0968101,0.21231739968061447,0.20799,1.17966,0.289045,0.752324,,,3.05424,0.978076,0.885618,74.7699966430664,,,,,,,200.70000000000005,5.575000000000001,185,5.138888888888889,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Paul Skenes","PIT",3,1,4,2.90008,6,6,0,0,,34,136,27,12,11,3,9,,1,39,10.5061,2.45037,4.28757,0.835155,0.288258,0.0672311,0.22102714329957962,0.214548,1.07316,0.286356,0.766403,,,2.90649,0.961803,1.00365,9.649999618530273,,,,,,,192.50000000000006,5.661764705882355,179,5.264705882352941,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Jesús Luzardo","PHI",3,2,4,3.6573,7,7,0,0,,39,160,34,17,16,4,12,,1,45,10.5189,2.72501,3.86011,1.02151,0.281792,0.073001,0.20879095047712326,0.227872,1.17016,0.298664,0.720347,,,3.24615,0.950967,0.785895,70.58999633789062,,,,,,,202.00000000000003,5.179487179487181,194,4.9743589743589745,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Yoshinobu Yamamoto","LAD",3,2,4,3.44041,6,6,0,0,,36,146,29,15,14,4,9,,1,38,9.43059,2.2458,4.1992,0.948427,0.26108,0.0621736,0.19890600442886353,0.212303,1.04139,0.266425,0.700203,,,3.20993,0.926835,0.766316,26.639999389648438,,,,,,,187.80000000000004,5.216666666666668,174,4.833333333333333,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Jacob Misiorowski","MIL",3,1,4,3.19615,6,6,0,0,,33,135,24,13,12,4,11,,2,46,12.2954,3.05229,4.02826,0.967432,0.33763,0.0838154,0.25381438434123993,0.199106,1.06308,0.285089,0.741921,,,2.98093,0.887288,0.781558,114.13999938964844,,,,,,,185.60000000000005,5.624242424242426,166,5.03030303030303,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Zack Wheeler","PHI",3,2,4,3.46776,6,6,0,0,,37,151,31,15,14,4,10,,1,41,10.0167,2.48598,4.02928,1.04955,0.271514,0.0673853,0.20412874966859818,0.224009,1.124,0.28617,0.734007,,,3.31833,0.880971,0.870353,110.48999786376953,,,,,,,193.00000000000003,5.216216216216217,182,4.918918918918919,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Chase Burns","CIN",2,2,3,3.73732,6,6,0,0,,30,125,26,14,12,4,10,,0,36,10.6827,2.87296,3.71835,1.05437,0.284484,0.0765082,0.2079761028289795,0.227259,1.19405,0.29767,0.721026,,,3.20228,0.842642,0.552487,109.72000122070312,,,,,,,147.20000000000002,4.906666666666667,140,4.666666666666667,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Ranger Suarez","BOS",2,1,4,3.38056,6,6,0,0,,35,150,34,14,13,3,10,,1,32,8.24957,2.65892,3.1026,0.725161,0.216759,0.0698639,0.14689555764198303,0.246839,1.25913,0.303796,0.742239,,,3.27267,0.83617,0.889359,183.97999572753906,,,,,,,164.7,4.7057142857142855,167,4.771428571428571,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Cam Schlittler","NYY",3,1,3,3.49167,6,6,0,0,,33,135,28,14,13,4,10,,1,37,10.1832,2.72594,3.73566,0.978891,0.274124,0.0733804,0.20074396580457687,0.224424,1.15157,0.291147,0.730383,,,3.2735,0.78149,0.672071,116.62999725341797,,,,,,,163.20000000000005,4.945454545454547,154,4.666666666666667,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Jacob deGrom","TEX",3,2,3,3.42188,6,6,0,0,,34,139,28,14,13,5,8,,0,39,10.1552,2.19841,4.61934,1.22096,0.279777,0.0605665,0.2192109413444996,0.215256,1.05802,0.269471,0.742719,,,3.34951,0.7694,0.735325,50.0099983215332,,,,,,,171.3,5.038235294117648,159,4.676470588235294,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Kevin Gausman","CHC",3,2,4,3.42062,6,6,0,0,,36,150,32,15,14,4,10,,0,36,8.9536,2.54756,3.51458,1.03877,0.24003,0.0682956,0.17173485457897186,0.231101,1.17316,0.282597,0.751345,,,3.47479,0.742496,0.744424,112.94999694824219,,,,,,,176.00000000000006,4.88888888888889,170,4.722222222222222,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Gerrit Cole","NYY",3,2,3,3.77452,6,6,0,0,,38,158,34,18,16,5,10,,1,39,9.0314,2.34996,3.84321,1.22216,0.244443,0.0636038,0.18083922564983368,0.228557,1.13377,0.275067,0.718385,,,3.70424,0.736725,0.571964,232.89999389648438,,,,,,,176.29999999999998,4.639473684210526,170,4.473684210526316,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
