Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Alek Thomas","LAD",13,54,50,10,7,2,0,1,4,5,3,0,11,0,0,0,,1,0,0.207878,0.0516083,0.209173,0.246726,0.252386,0.328063,0.255907,0.580449,0.120185,4.05574,0.24496,0.0806408,-0.00688398,3.76838,-2.6392,58.5916,0.0737568,33.4274,-2.628237597644329,33.62090194225311,3.33847,746.030029296875,,,,,,,32.1,2.469230769,32.1,2.469230769,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Darell Hernaiz","ATH",23,100,91,21,17,3,0,1,10,10,7,0,15,0,1,1,,1,0,0.230637,0.0736108,0.152601,0.482374,0.288676,0.300817,0.2662,0.589493,0.07018,3.72386,0.265337,-0.0575216,-0.120072,7.77125,-4.03219,64.1719,-0.177593,22.1067,-4.3274145424366,22.952033162117004,2.25842,999,,,,,,,67.6,2.939130434,67.6,2.939130434,,,,,,,,,,,,,,,,,,,"Darell Hernaiz","26224",687231
"Bobby Witt Jr.","KCR",31,134,121,35,22,7,1,5,20,18,11,1,23,1,1,0,,7,2,0.290756,0.0835573,0.170034,0.491416,0.353706,0.500155,0.366172,0.853861,0.209399,6.96936,0.318899,0.77816,0.503691,21.2677,5.40716,133.526,1.28185,1.37704,6.499730348587036,2.8140803575515747,1.43291,3.0999999046325684,,,,,,,191.7,6.183870967,191.7,6.183870967,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Pete Crow-Armstrong","CHC",32,137,121,30,17,6,1,6,20,18,11,1,34,2,1,2,,7,2,0.250422,0.0824005,0.249408,0.330384,0.323148,0.460912,0.338601,0.784059,0.21049,7.33642,0.300148,0.740273,0.633808,18.6592,2.47165,115.295,1.37408,3.06604,3.895433187484741,3.554931551218033,1.21167,32.939998626708984,,,,,,,173.2,5.4125,173.2,5.4125,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Julio Rodríguez","SEA",32,138,125,34,22,6,0,6,19,19,10,1,30,2,1,0,,6,1,0.2711,0.075369,0.215203,0.350223,0.333949,0.465891,0.346177,0.799841,0.194791,5.38277,0.309533,0.299244,0.400744,19.6995,3.34331,129.32,0.699988,0.955941,5.40591424703598,1.368441253900528,1.18914,9.489999771118164,,,,,,,183.8,5.74375,183.8,5.74375,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",32,138,122,32,19,7,1,5,19,16,14,1,30,2,1,0,,4,1,0.259205,0.0981648,0.215446,0.455634,0.338561,0.45623,0.345194,0.794791,0.197025,5.94139,0.299527,0.442912,0.329844,19.5898,3.2336,123.465,0.772756,0.421082,4.539002060890198,1.903026670217514,1.15526,12.510000228881836,,,,,,,183,5.71875,183,5.71875,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Fernando Tatis Jr.","SDP",32,138,121,33,21,6,1,5,20,16,15,1,27,1,1,0,,6,2,0.273914,0.105781,0.191598,0.552101,0.357024,0.467222,0.358211,0.824247,0.193308,5.88848,0.309986,0.495576,0.356065,21.0434,4.68716,130.359,0.851641,2.10515,5.908357203006744,0.6232007741928101,1.12272,14.010000228881836,,,,,,,187.7,5.865625,187.7,5.865625,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Yordan Alvarez","HOU",30,128,108,32,18,6,0,8,19,21,18,2,22,2,1,0,,1,0,0.297966,0.139094,0.170014,0.818132,0.402327,0.566513,0.410638,0.96884,0.268547,2.39056,0.308693,-0.404937,-0.13096,24.9566,9.78079,168.114,-0.535897,-0.191366,9.607548296451569,-3.1552546620368958,1.12033,33.38999938964844,,,,,,,225.7,7.523333333,225.7,7.523333333,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Shohei Ohtani","LAD",31,134,113,32,17,6,1,8,23,21,19,2,32,1,1,0,,4,1,0.284579,0.139999,0.236325,0.5924,0.388183,0.570688,0.405079,0.958871,0.286109,5.95109,0.322778,0.155466,0.160506,25.4642,9.61391,158.598,0.315971,0,9.774551451206207,-3.350925922393799,1.09758,1.2699999809265137,,,,,,,229.3,7.396774193,229.3,7.396774193,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Francisco Lindor","NYM",32,138,122,31,19,6,1,5,20,17,13,0,25,2,1,0,,4,1,0.255164,0.093468,0.183059,0.510588,0.336066,0.444728,0.341695,0.780794,0.189565,5.78439,0.279226,0.0566445,0.275121,19.199,2.84281,118.855,0.331766,1.13036,3.472330093383789,2.5104562044143677,1.06677,25.350000381469727,,,,,,,171.5,5.359375,171.5,5.359375,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"José Ramírez","CLE",31,133,116,31,19,7,0,5,19,18,14,2,15,1,1,0,,7,2,0.270288,0.107737,0.114221,0.943234,0.351544,0.464152,0.349894,0.815696,0.193864,5.64633,0.271953,0.585166,0.614421,19.2851,3.60338,126.471,1.19959,0.114185,5.2730021476745605,0.18038853257894516,1.03392,6.28000020980835,,,,,,,177.6,5.729032258,177.6,5.729032258,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Braxton Fulford","COL",5,20,18,4,3,1,0,0,3,2,2,0,6,0,0,0,,0,0,0.224059,0.0914876,0.285954,0.319938,0.300545,0.355211,0.292639,0.655756,0.131152,5.30888,0.300326,0.00631284,-0.014262,1.99873,-0.383859,69.2677,-0.00794914,9.83842,-0.7536177933216095,10.231941282749176,1.0328,999,,,,,,,13.3,2.66,13.3,2.66,,,,,,,,,,,,,,,,,,,"Braxton Fulford","29704",690924
"Joshua Báez","STL",25,108,98,23,14,4,0,5,12,14,8,0,30,1,0,0,,5,1,0.229823,0.0762711,0.282661,0.269832,0.29297,0.420244,0.309915,0.713214,0.190421,5.37951,0.27964,0.214666,0.555993,12.2034,-0.550454,96.4137,0.770659,6.69005,0.304872065782547,5.534490704536438,0.951529,999,,,,,,,123.1,4.924,123.1,4.924,,,,,,,,,,,,,,,,,,,"Joshua Baez","29596",695491
"Jeremy Peña","HOU",30,128,117,32,22,6,1,4,18,14,8,0,24,2,1,1,,3,1,0.272964,0.0610252,0.184656,0.330481,0.329355,0.432852,0.333445,0.762206,0.159887,5.67807,0.310924,0.248051,0.184263,16.9588,1.78296,114.408,0.432314,0.722777,2.577927142381668,2.0977773666381836,0.939217,122.9800033569336,,,,,,,155.8,5.193333333,155.8,5.193333333,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Corbin Carroll","ARI",30,131,114,29,15,6,3,5,21,16,14,1,28,2,1,0,,6,1,0.253436,0.109558,0.211356,0.518356,0.343197,0.483012,0.356134,0.826209,0.229576,8.0231,0.290204,0.939293,0.588379,19.7386,4.22555,124.314,1.52767,0.976634,5.368804216384888,-0.4085512161254883,0.938981,14.100000381469727,,,,,,,186.5,6.216666666,186.5,6.216666666,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Corey Seager","TEX",27,118,103,27,16,5,0,6,16,17,14,2,24,1,1,0,,1,0,0.258328,0.114697,0.198841,0.576827,0.347525,0.476662,0.353609,0.824187,0.218334,2.5719,0.279413,-0.309077,-0.0879283,17.5664,3.57093,129.28,-0.397005,0.469113,3.6242527663707733,1.3297609686851501,0.931612,95.08999633789062,,,,,,,166,6.148148148,166,6.148148148,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Kevin McGonigle","DET",30,129,112,29,19,6,1,3,17,14,15,0,19,1,1,1,,3,1,0.260647,0.118552,0.14591,0.812504,0.351014,0.419202,0.340253,0.770216,0.158555,4.95914,0.284334,0.115615,0.0467583,17.795,2.5067,118.304,0.162373,0.622992,2.908432975411415,1.6199053525924683,0.92762,999,,,,,,,152.6,5.086666666,152.6,5.086666666,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","33572",805808
"Cal Raleigh","SEA",29,115,99,21,11,4,0,7,14,17,14,1,32,1,1,0,,1,0,0.215948,0.120589,0.2817,0.428076,0.316259,0.452854,0.332084,0.769113,0.236906,2.98418,0.243504,-0.308674,-0.0451194,15.0238,1.46675,119.515,-0.353793,1.00109,2.2423775792121887,2.605255365371704,0.907404,18.729999542236328,,,,,,,142.9,4.927586206,142.9,4.927586206,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Junior Caminero","TBR",33,141,127,34,20,6,0,8,19,23,12,1,27,1,1,0,,1,0,0.269657,0.0871687,0.189958,0.458884,0.33582,0.514268,0.362641,0.850088,0.244611,3.07732,0.278865,-0.167163,-0.0729751,21.9619,5.28381,133.239,-0.240138,-1.70605,5.199736878275871,-1.3282759487628937,0.903018,16.479999542236328,,,,,,,196.9,5.966666666,196.9,5.966666666,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Jackson Merrill","SDP",31,134,123,32,20,6,1,5,17,18,9,1,28,1,1,1,,3,1,0.261399,0.066463,0.210914,0.315119,0.313108,0.445738,0.327977,0.758846,0.184339,5.53406,0.300267,0.422983,0.123656,17.1208,1.27046,110.09,0.546638,1.6967,2.1752219200134277,2.134667009115219,0.882101,70.79000091552734,,,,,,,159.2,5.13548387,159.2,5.13548387,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Elly De La Cruz","CIN",32,137,122,32,19,6,1,5,20,17,14,1,36,1,1,0,,8,2,0.25909,0.0996387,0.266361,0.374073,0.335742,0.459656,0.344282,0.795398,0.200565,7.4363,0.326246,0.83423,0.619588,19.2871,3.09948,112.531,1.45382,-0.716456,3.519589424133301,0.5974329710006714,0.87186,8.449999809265137,,,,,,,181.9,5.684375,181.9,5.684375,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Trea Turner","PHI",31,135,125,34,23,6,1,4,19,15,9,0,26,1,1,0,,5,1,0.272705,0.0650811,0.190998,0.340743,0.324149,0.428144,0.328806,0.752294,0.155439,6.52854,0.314509,0.710661,0.493268,17.3936,1.37462,105.376,1.20393,0.562439,2.080968737602234,2.0138277411460876,0.864884,26.780000686645508,,,,,,,162.8,5.251612903,162.8,5.251612903,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Kevin Alcántara","CHC",2,10,9,2,1,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.202643,0.0655168,0.304744,0.21499,0.25688,0.319878,0.256351,0.576758,0.117235,4.61014,0.274232,0.00691759,0.0224631,0.697755,-0.482589,60.1532,0.0293807,8.61668,-0.44958395697176456,8.530107982456684,0.856725,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Kevin Alcantara","25971",682634
"Zach Neto","LAA",31,135,120,29,17,6,1,5,18,15,11,1,37,3,1,1,,5,2,0.239062,0.0781823,0.269919,0.28965,0.316,0.431918,0.32608,0.747918,0.192855,5.97924,0.2961,0.14195,0.167383,17.0954,1.07649,107.501,0.309333,0.663437,1.4884340167045593,2.063899517059326,0.850394,32.29999923706055,,,,,,,158.4,5.109677419,158.4,5.109677419,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"William Contreras","MIL",30,121,107,28,19,5,0,4,15,15,13,1,21,1,1,0,,1,0,0.265197,0.108093,0.175722,0.61514,0.347667,0.414403,0.33526,0.762069,0.149206,3.01612,0.299701,-0.268843,-0.145667,16.2214,1.86459,112.033,-0.41451,1.2615,1.3447259366512299,2.8707568645477295,0.83076,56.560001373291016,,,,,,,145.8,4.86,145.8,4.86,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Kyle Tucker","LAD",31,133,113,29,18,6,1,5,19,18,18,1,21,1,1,0,,4,1,0.260483,0.133598,0.160425,0.832772,0.362234,0.461776,0.358819,0.824011,0.201294,5.51824,0.276288,0.114371,0.322386,20.2406,4.55889,127.585,0.436756,0.356718,4.841970294713974,-1.0641153752803802,0.823154,13.130000114440918,,,,,,,181.3,5.848387096,181.3,5.848387096,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Geraldo Perdomo","ARI",31,134,113,29,21,5,1,2,18,13,17,0,17,2,1,2,,4,1,0.259514,0.127418,0.128273,0.993329,0.361564,0.38262,0.334271,0.744184,0.123106,5.67071,0.285562,0.141844,0.0984359,17.8019,1.95157,109.657,0.24028,0.419643,1.7990842163562775,1.8557543456554413,0.815323,76.7699966430664,,,,,,,150.2,4.84516129,150.2,4.84516129,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Gabriel Moreno","ARI",27,109,96,27,19,5,0,2,13,13,11,0,18,1,1,0,,1,0,0.28146,0.100233,0.161671,0.619978,0.356383,0.415609,0.340663,0.771991,0.134149,3.20119,0.31953,-0.0853574,-0.147859,15.0647,2.15315,113.942,-0.233217,1.17442,1.5999914109706879,2.7989556789398193,0.809092,181.22000122070312,,,,,,,126.4,4.681481481,126.4,4.681481481,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Mookie Betts","LAD",31,133,117,31,20,6,0,5,18,17,13,1,15,1,1,0,,2,1,0.266421,0.100724,0.116527,0.86439,0.34296,0.444074,0.34333,0.787034,0.177653,4.03376,0.270669,-0.142231,-0.0759997,18.5823,2.90063,117.201,-0.218231,-0.275377,2.52871336042881,1.094530701637268,0.807392,60.58000183105469,,,,,,,164,5.29032258,164,5.29032258,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Ronald Acuña Jr.","ATL",30,130,110,30,18,5,1,6,21,15,18,1,28,2,1,0,,5,2,0.269217,0.135838,0.215381,0.630683,0.375807,0.477612,0.371898,0.853419,0.208395,5.79136,0.311432,0.448173,0.241154,21.1756,5.83111,135.389,0.689327,-0.926223,6.21920508146286,-2.540574789047241,0.803619,5.260000228881836,,,,,,,198.5,6.616666666,198.5,6.616666666,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Dillon Dingler","DET",30,120,109,28,17,5,1,4,15,16,7,0,28,2,1,0,,0,0,0.251693,0.0623297,0.235685,0.264462,0.310483,0.438355,0.325692,0.748838,0.186662,3.44365,0.297743,-0.0995568,-0.136957,15.1021,0.915749,108.174,-0.236514,1.18549,0.9013416469097137,2.6126514673233032,0.790627,254.6199951171875,,,,,,,132.6,4.42,132.6,4.42,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Wyatt Langford","TEX",30,131,115,29,17,6,1,5,18,16,14,1,30,1,1,0,,5,1,0.249997,0.110284,0.231658,0.476062,0.337059,0.452598,0.343598,0.789657,0.202601,5.98835,0.292424,0.241988,0.371692,18.411,2.89787,122.315,0.61368,0.263914,4.010705411434174,-0.9379382431507111,0.786087,37.75,,,,,,,169.2,5.64,169.2,5.64,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Isaac Paredes","HOU",31,135,117,28,18,5,0,5,16,17,14,0,22,3,1,0,,0,0,0.241358,0.106224,0.160432,0.66211,0.338486,0.413145,0.333512,0.751631,0.171788,1.97239,0.256459,-0.289366,-0.20076,17.9083,1.8893,114.454,-0.490125,0.842757,1.7819777131080627,1.0617379993200302,0.778156,243.60000610351562,,,,,,,152.3,4.912903225,152.3,4.912903225,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"JJ Wetherholt","STL",29,126,109,28,19,5,0,3,16,13,13,0,21,2,1,0,,3,1,0.254432,0.103848,0.167621,0.619538,0.34418,0.394034,0.328738,0.738214,0.139601,4.53488,0.285139,0.177669,0.170778,16.1494,1.26988,109.032,0.348447,1.36433,1.7171079814434052,1.8334645330905914,0.777576,999,,,,,,,138.4,4.772413793,138.4,4.772413793,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","34985",802139
"Byron Buxton","MIN",27,117,105,27,14,5,1,7,18,17,9,1,30,2,1,0,,3,0,0.255585,0.0771104,0.258685,0.298086,0.321947,0.512021,0.355718,0.833969,0.256437,6.35924,0.292271,0.331443,0.281757,17.5539,3.72698,128.548,0.6132,-1.00046,4.486711263656616,-1.071755588054657,0.769575,73.4800033569336,,,,,,,170.9,6.329629629,170.9,6.329629629,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Mike Trout","LAA",28,120,99,24,14,4,0,5,16,15,18,2,33,2,1,0,,1,0,0.239476,0.150326,0.279058,0.53869,0.361808,0.449035,0.352214,0.810842,0.209559,4.09084,0.300034,-0.165002,0.00670422,17.6432,3.47908,125.684,-0.158297,0.0954544,3.4115177541971207,-0.1693604364991188,0.762239,178.44000244140625,,,,,,,155.9,5.567857142,155.9,5.567857142,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Bryce Harper","PHI",31,134,114,31,18,7,0,6,19,19,18,1,28,1,1,0,,2,1,0.26923,0.13325,0.212548,0.626915,0.369748,0.484326,0.369432,0.854074,0.215095,3.49363,0.308445,-0.0838144,-0.13575,21.6068,5.75643,132.612,-0.219564,-0.103116,5.0445233434438705,-1.9670045673847198,0.756469,47.900001525878906,,,,,,,194.3,6.267741935,194.3,6.267741935,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Kaelen Culpepper","MIN",26,114,103,25,17,4,1,3,14,11,8,0,25,2,1,0,,3,1,0.238054,0.0711494,0.215908,0.329536,0.301698,0.378444,0.300652,0.680142,0.14039,5.61101,0.281671,0.124771,0.218433,12.0543,-1.43533,90.2368,0.343204,2.93761,-0.9491689205169678,4.1598323583602905,0.73847,999,,,,,,,115.4,4.438461538,115.4,4.438461538,,,,,,,,,,,,,,,,,,,"Kaelen Culpepper","35111",701785
