Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",2,1,3,2.90652,4,4,0,0,,22,92,19,8,7,2,6,,1,24,9.70753,2.24175,4.33034,0.732147,0.263077,0.0607519,0.20232471078634262,0.226684,1.11244,0.295245,0.760814,,,2.86899,0.644143,0.642348,24.75,,,,,,,115.80000000000001,5.263636363636365,111,5.045454545454546,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tarik Skubal","LAD",2,1,3,2.75495,4,4,0,0,,22,89,17,8,7,2,5,,1,27,10.7746,1.88998,5.7009,0.996838,0.303083,0.053164,0.24991878867149353,0.209674,0.985842,0.27801,0.784215,,,2.88934,0.632838,0.596524,7.019999980926514,,,,,,,130,5.909090909090909,120,5.454545454545454,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Chris Sale","ATL",2,1,2,2.80566,3,3,0,0,,19,78,15,7,6,2,5,,1,24,11.2305,2.33735,4.80479,0.929124,0.304574,0.0633897,0.2411843165755272,0.212204,1.06494,0.287284,0.787098,,,2.84793,0.537883,0.516481,39.36000061035156,,,,,,,107,5.631578947368421,99,5.2105263157894735,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Paul Skenes","PIT",1,1,2,3.05393,3,3,0,0,,20,81,17,7,7,2,6,,1,23,10.2092,2.47386,4.12685,0.869285,0.281727,0.0682668,0.2134600132703781,0.22238,1.09969,0.293866,0.755933,,,3.03368,0.536178,0.61543,9.649999618530273,,,,,,,104.2,5.21,99,4.95,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Jesús Luzardo","PHI",2,1,2,3.21115,4,4,0,0,,21,86,17,8,7,2,7,,1,25,10.6283,2.84257,3.73898,1.01101,0.284886,0.0761935,0.2086922451853752,0.218595,1.14312,0.28698,0.764236,,,3.27518,0.524341,0.571826,70.58999633789062,,,,,,,112.60000000000001,5.361904761904762,105,5,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Jacob Misiorowski","MIL",1,1,2,2.52967,3,3,0,0,,17,73,12,5,5,2,7,,1,26,13.4945,3.71044,3.63689,0.924481,0.349597,0.0961254,0.25347206741571426,0.184323,1.11774,0.270867,0.832447,,,2.81568,0.491743,0.601804,114.13999938964844,,,,,,,98.00000000000001,5.764705882352942,87,5.117647058823529,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Zack Wheeler","PHI",1,1,2,3.44095,3,3,0,0,,21,84,17,9,8,3,6,,1,24,10.33,2.65708,3.88772,1.12813,0.282446,0.0726508,0.20979523658752441,0.222925,1.12562,0.287556,0.745196,,,3.44475,0.486738,0.465775,110.48999786376953,,,,,,,101.3,4.8238095238095235,93,4.428571428571429,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Blake Snell","LAD",2,1,2,3.07446,3,3,0,0,,19,79,14,7,6,2,8,,1,24,11.5786,3.78904,3.05581,0.960648,0.305981,0.100131,0.20584981888532639,0.202863,1.17864,0.277987,0.782673,,,3.31864,0.457501,0.517896,178.41000366210938,,,,,,,100.6,5.294736842105263,90,4.7368421052631575,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Yoshinobu Yamamoto","LAD",2,1,2,3.36895,3,3,0,0,,20,82,17,8,8,2,6,,1,22,9.55337,2.65075,3.60402,0.996399,0.262409,0.07281,0.1895987018942833,0.225877,1.13192,0.286649,0.740154,,,3.42441,0.456758,0.472251,26.639999389648438,,,,,,,102.2,5.11,97,4.85,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Braxton Ashcraft","PIT",1,0,2,3.34616,3,3,0,0,,19,80,17,8,7,2,5,,1,20,9.54757,2.58208,3.69763,0.943236,0.248922,0.0673193,0.1816023886203766,0.232796,1.20178,0.293047,0.754177,,,3.33066,0.438017,0.430731,239.36000061035156,,,,,,,93.8,4.936842105263158,91,4.7894736842105265,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Max Fried","NYY",2,1,2,3.48409,4,4,0,0,,22,91,19,9,9,2,7,,1,21,8.548,2.82648,3.02426,0.900914,0.230434,0.0761952,0.15423860400915146,0.23286,1.19031,0.286073,0.730826,,,3.57232,0.433667,0.486827,50.04999923706055,,,,,,,106.80000000000001,4.854545454545455,102,4.636363636363637,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Jacob deGrom","TEX",1,1,2,3.3132,3,3,0,0,,20,80,16,8,7,3,5,,1,23,10.2267,2.47825,4.12658,1.14058,0.28282,0.068536,0.21428358554840088,0.218273,1.08295,0.279398,0.751904,,,3.42296,0.433504,0.458146,50.0099983215332,,,,,,,97.5,4.875,89,4.45,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Tyler Glasnow","LAD",2,1,2,3.32323,3,3,0,0,,19,78,15,8,7,2,7,,1,23,10.7938,3.28432,3.28645,1.05442,0.292139,0.0888919,0.20324718952178955,0.213284,1.15283,0.282099,0.758014,,,3.45222,0.430383,0.403378,113.73999786376953,,,,,,,99,5.2105263157894735,91,4.7894736842105265,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Drew Rasmussen","TBR",1,1,2,3.29532,4,4,0,0,,19,76,16,7,7,2,5,,1,19,9.22367,2.22917,4.13772,1.00474,0.249964,0.0604111,0.18955282121896744,0.228931,1.11993,0.28449,0.747188,,,3.36593,0.419547,0.51564,132.36000061035156,,,,,,,94.4,4.968421052631579,89,4.684210526315789,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Dylan Cease","TOR",1,1,2,3.21243,3,3,0,0,,19,80,15,7,7,2,8,,1,24,11.4894,3.59823,3.19307,1.01993,0.303785,0.0951388,0.20864643156528473,0.208374,1.18212,0.282936,0.774104,,,3.35833,0.4185,0.50343,74.7699966430664,,,,,,,98,5.157894736842105,90,4.7368421052631575,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Cam Schlittler","NYY",1,1,2,3.18873,4,4,0,0,,19,81,15,7,7,2,7,,1,23,10.8434,3.28942,3.29644,1.03074,0.283074,0.0858727,0.19720113277435303,0.212212,1.18108,0.277767,0.777968,,,3.41252,0.413581,0.50511,116.62999725341797,,,,,,,99,5.2105263157894735,91,4.7894736842105265,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Logan Webb","SFG",1,1,2,3.63617,3,3,0,0,,21,89,21,9,9,2,5,,1,19,7.82254,2.30105,3.39955,0.815348,0.210015,0.0617773,0.14823772385716438,0.25114,1.22008,0.303371,0.712376,,,3.42944,0.399109,0.385437,57.189998626708984,,,,,,,96.20000000000002,4.5809523809523816,99,4.714285714285714,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
