Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",16,71,64,19,11,4,1,3,11,11,6,0,12,1,1,0,,4,1,0.298275,0.0839247,0.166115,0.50522,0.361003,0.528348,0.380847,0.889351,0.230072,6.78703,0.320781,0.115204,0.273754,12.1399,3.70959,144.132,0.388958,1.25677,4.037767261266708,2.020193576812744,0.873826,3.0999999046325684,,,,,,,113.7,7.10625,113.7,7.10625,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Aaron Judge","NYY",15,66,55,16,8,3,0,5,11,13,11,1,17,1,0,0,,1,0,0.293688,0.159876,0.249837,0.639921,0.410744,0.628083,0.437262,1.03883,0.334395,4.06057,0.326515,-0.0726539,0.0184331,14.3579,6.48992,185.94,-0.0542207,0.408919,6.577328633517027,-0.3974085748195648,0.869128,1.850000023841858,,,,,,,128.2,8.546666666,128.2,8.546666666,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Yordan Alvarez","HOU",16,71,60,18,10,3,0,4,11,12,9,1,12,1,1,0,,0,0,0.303028,0.131082,0.174342,0.751868,0.40187,0.577889,0.417336,0.979759,0.274861,3.2277,0.317484,-0.0640625,-0.0696841,14.1433,5.76921,173.012,-0.133747,0.0272203,5.8625727742910385,-1.631113151088357,0.686044,33.38999938964844,,,,,,,117.1,7.31875,117.1,7.31875,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Pete Crow-Armstrong","CHC",16,71,63,16,9,3,1,3,10,10,5,0,18,1,0,0,,4,1,0.259719,0.0773475,0.250916,0.308261,0.326347,0.478934,0.346957,0.805281,0.219214,7.40867,0.310033,0.0610003,0.247954,10.086,1.74256,121.166,0.308954,1.55102,2.108133465051651,1.8028677105903625,0.631565,32.939998626708984,,,,,,,92,5.75,92,5.75,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Juan Soto","NYM",16,70,57,16,9,3,0,4,11,11,12,1,11,0,0,0,,2,1,0.283026,0.169683,0.16332,1.03896,0.405971,0.540923,0.406698,0.946894,0.257897,4.63564,0.289736,-0.0374834,0.0254275,13.3869,5.10479,160.815,-0.012056,-0.0587922,5.119403736665845,-1.1976811699569225,0.630943,4.650000095367432,,,,,,,115.9,7.24375,115.9,7.24375,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Junior Caminero","TBR",18,80,72,20,12,3,0,4,11,12,7,0,15,0,1,0,,1,0,0.278996,0.0827983,0.191714,0.431884,0.340946,0.517657,0.367402,0.858603,0.238661,3.94783,0.296758,-0.00480218,-0.0697684,12.704,3.28187,136.682,-0.0745706,-0.260514,3.3150762170553207,-0.023013710975646973,0.622256,16.479999542236328,,,,,,,109.2,6.066666666,109.2,6.066666666,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Fernando Tatis Jr.","SDP",17,75,67,19,11,3,0,3,10,11,7,0,15,1,1,0,,3,1,0.277015,0.0963722,0.194108,0.496487,0.351119,0.490603,0.363354,0.841722,0.213588,5.20318,0.305088,0.0387183,0.208053,11.7889,2.86268,134.222,0.246772,0.98228,3.3589481562376022,0.21839141845703125,0.61386,14.010000228881836,,,,,,,103.2,6.070588235,103.2,6.070588235,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Gunnar Henderson","BAL",16,71,62,17,10,3,1,3,11,10,7,0,15,1,0,0,,2,0,0.268192,0.0997537,0.215583,0.462715,0.346686,0.474721,0.355806,0.821407,0.206529,6.4744,0.311992,0.0896505,0.102734,10.5897,2.2462,131.407,0.192385,-0.12267,2.7623084783554077,0.6328860521316528,0.599918,12.510000228881836,,,,,,,103.6,6.475,103.6,6.475,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Shohei Ohtani","LAD",17,72,61,17,9,3,1,5,13,12,9,1,17,1,0,0,,2,1,0.282809,0.126746,0.241522,0.524779,0.377656,0.586775,0.408143,0.964431,0.303966,6.17564,0.315107,0.00484408,0.0739084,13.7678,5.3017,160.434,0.0787525,0,5.291415207087994,-1.788888931274414,0.593381,1.2699999809265137,,,,,,,126.6,7.447058823,126.6,7.447058823,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Julio Rodríguez","SEA",17,75,68,19,12,3,0,3,10,10,6,0,17,1,1,0,,3,1,0.271399,0.0732986,0.221092,0.33153,0.33192,0.460749,0.343411,0.792669,0.18935,5.51392,0.315211,0.03558,0.22249,10.5746,1.64836,127.53,0.25807,0.10852,2.6680969297885895,0.377964623272419,0.582096,9.489999771118164,,,,,,,99.2,5.835294117,99.2,5.835294117,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
