Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,MLBAMID,playerids,PlayerId
ATH,Athletics,4,5,10,43,0,1,,85,362,81,43,40,10,80,30,,5,4.2143,1.31398,8.50846,3.1699,2.68414,1.09363,0.220812,0.0822655,0.1385464444756508,,0.248405,0.299569,0.703763,4.05295,354.4,4.169411764705882,354,4.1647058823529415,0.795807,0.598784,4,748.3499755859375,10,AL,J.T. Ginn,669372,27889,27889
ATL,Braves,5,5,0,66,8,11,,66,269,57,29,26,8,69,20,,2,3.59238,1.15993,9.39902,2.67241,3.51706,1.11642,0.254945,0.0724881,0.18245692551136017,,0.229196,0.284547,0.736179,3.65209,397.8000000000001,6.027272727272729,382,5.787878787878788,0.791426,0.889059,0,214.39999389648438,16,NL,Robert Suarez,663158,30115,30115
PHI,Phillies,6,7,19,35,0,1,,116,501,117,65,60,18,98,42,,4,4.658,1.377,7.60613,3.28085,2.31834,1.40323,0.195673,0.0844019,0.1112707108259201,,0.258119,0.293195,0.702879,4.66163,394.8000000000001,3.40344827586207,408,3.5172413793103448,0.783771,0.749418,7,999.0,26,NL,Andrew Painter,691725,sa3017880,sa3017880
NYY,Yankees,4,4,0,60,1,16,,60,251,46,26,24,7,80,28,,3,3.6549,1.22953,12.0641,4.1385,2.9151,1.08951,0.320113,0.109812,0.21030062437057495,,0.209174,0.29242,0.74347,3.55126,374.29999999999995,6.238333333333332,345,5.75,0.777143,0.589186,0,999.0,9,AL,Fernando Cruz,518585,7048,7048
BOS,Red Sox,5,5,11,50,0,1,,99,426,89,51,47,13,96,43,,6,4.22979,1.32332,8.68329,3.86369,2.24741,1.16397,0.224751,0.100004,0.12474671751260757,,0.23502,0.282186,0.711289,4.35313,390.30000000000007,3.9424242424242433,375,3.787878787878788,0.773221,0.714719,4,536.780029296875,3,AL,Johan Oviedo,670912,22487,22487
NYY,Yankees,4,3,0,63,2,14,,63,268,52,28,25,6,70,30,,3,3.64676,1.30563,10.0241,4.35916,2.29955,0.81205,0.260953,0.11348,0.14747291803359985,,0.220106,0.289266,0.733649,3.69113,364.20000000000005,5.780952380952382,344,5.4603174603174605,0.759272,0.631291,0,663.6500244140625,9,AL,Camilo Doval,666808,21992,21992
SFG,Giants,4,4,0,62,30,4,,62,259,55,26,24,6,64,19,,4,3.5254,1.20685,9.38713,2.81684,3.3325,0.85682,0.248933,0.0746985,0.1742345616221428,,0.234773,0.29922,0.727554,3.43441,467.0,7.532258064516129,457,7.370967741935484,0.757936,0.972995,0,144.55999755859375,30,NL,Ryan Walker,676254,20423,20423
ATL,Braves,4,4,0,65,25,4,,65,264,57,28,26,8,69,17,,2,3.63497,1.14026,9.521,2.37139,4.01494,1.17933,0.259647,0.0646701,0.19497669488191605,,0.232181,0.288228,0.732908,3.61719,456.40000000000003,7.021538461538462,443,6.815384615384615,0.755663,1.0298,0,100.62000274658203,16,NL,Raisel Iglesias,628452,17130,17130
STL,Cardinals,5,6,14,52,0,1,,117,508,118,63,58,14,96,44,,4,4.45617,1.37641,7.36628,3.3487,2.19974,1.10211,0.189341,0.0860741,0.1032666265964508,,0.256577,0.296587,0.695638,4.31543,438.8000000000001,3.7504273504273513,455,3.888888888888889,0.745272,0.575343,5,733.6699829101562,28,NL,Kyle Leahy,681517,24763,24763
TEX,Rangers,3,3,0,55,8,11,,55,224,51,23,21,7,54,12,,2,3.47417,1.13519,8.84923,1.89816,4.662,1.09641,0.240881,0.051669,0.1892118602991104,,0.241076,0.294057,0.741837,3.49602,338.29999999999995,6.15090909090909,334,6.072727272727272,0.742534,0.637435,0,638.3599853515625,13,AL,Chris Martin,455119,11847,11847
KCR,Royals,5,5,0,63,7,11,,63,266,56,28,26,6,60,23,,4,3.72382,1.26252,8.64183,3.26989,2.64285,0.81167,0.226594,0.0857385,0.14085564762353897,,0.236069,0.293262,0.715316,3.67256,364.80000000000007,5.790476190476191,355,5.634920634920635,0.730904,0.796971,0,490.70001220703125,7,AL,Lucas Erceg,668674,19360,19360
STL,Cardinals,5,5,13,30,0,1,,88,377,89,46,43,11,66,29,,4,4.37325,1.34001,6.73785,2.95656,2.27895,1.08214,0.174396,0.0765246,0.09787121415138245,,0.257938,0.291968,0.692886,4.31487,321.5000000000001,3.653409090909092,334,3.7954545454545454,0.7275,0.611532,5,999.0,28,NL,Hunter Dobbins,690928,30240,30240
MIA,Marlins,4,5,10,47,0,1,,93,395,99,52,47,12,69,22,,3,4.58102,1.30173,6.64863,2.10578,3.15733,1.19992,0.174023,0.0551172,0.11890575662255287,,0.268431,0.300876,0.671225,4.19279,350.20000000000005,3.765591397849463,376,4.043010752688172,0.726748,0.394128,4,999.0,20,NL,Janson Junk,676083,23301,23301
SDP,Padres,6,8,24,35,0,1,,134,587,140,78,72,19,93,48,,8,4.81239,1.39899,6.21704,3.24206,1.91762,1.29291,0.158223,0.0825099,0.07571281492710114,,0.263061,0.287416,0.682698,4.87246,415.89999999999986,3.103731343283581,445,3.3208955223880596,0.721733,0.314805,9,721.1699829101562,29,NL,Randy Vásquez,681190,24719,24719
LAD,Dodgers,4,3,0,60,1,18,,60,247,46,26,24,8,74,24,,3,3.55728,1.1746,11.1741,3.65601,3.05635,1.26132,0.300495,0.0983183,0.20217687636613846,,0.208891,0.273541,0.761429,3.83394,370.0,6.166666666666667,340,5.666666666666667,0.717361,0.695365,0,743.4199829101562,22,NL,Alex Vesia,681911,25007,25007
TOR,Blue Jays,4,4,0,73,2,15,,73,301,72,32,30,7,50,14,,3,3.68977,1.18829,6.16424,1.74342,3.53573,0.893398,0.165321,0.0467574,0.11856402829289436,,0.25472,0.286921,0.707759,3.77084,385.90000000000003,5.286301369863014,393,5.383561643835616,0.713039,0.821817,0,743.280029296875,14,AL,Tyler Rogers,643511,15541,15541
MIN,Twins,4,3,0,67,10,10,,67,279,62,32,30,8,65,20,,4,3.99446,1.22725,8.78248,2.74935,3.19438,1.02931,0.233123,0.0729792,0.16014398634433746,,0.240896,0.29508,0.697969,3.74878,384.2,5.7343283582089555,379,5.656716417910448,0.710338,0.432477,0,735.4400024414062,8,AL,Cole Sands,663485,21461,21461
DET,Tigers,5,5,5,62,0,11,,86,363,74,41,37,10,97,36,,5,3.93353,1.28544,10.2399,3.81194,2.68627,1.06867,0.267824,0.0997009,0.16812269389629364,,0.228503,0.295441,0.724065,3.83215,436.0,5.069767441860465,415,4.825581395348837,0.697484,0.579093,2,999.0,6,AL,Drew Anderson,623454,15130,15130
NYY,Yankees,6,5,11,41,0,1,,90,384,76,46,43,12,89,44,,4,4.27488,1.33516,8.90669,4.39355,2.02722,1.22527,0.230694,0.113798,0.11689582467079163,,0.225443,0.270159,0.715443,4.52418,358.79999999999995,3.9866666666666664,332,3.688888888888889,0.692217,0.525344,4,376.5,9,AL,Luis Gil,661563,21052,21052
CIN,Reds,3,3,0,65,26,4,,65,267,55,32,29,11,71,22,,2,4.0558,1.19063,9.82821,3.03903,3.234,1.47524,0.264812,0.0818837,0.18292832374572754,,0.227254,0.275906,0.729126,4.19336,418.70000000000005,6.441538461538462,398,6.123076923076923,0.67921,0.624651,0,111.94000244140625,18,NL,Emilio Pagán,641941,14771,14771
MIL,Brewers,4,4,8,41,0,1,,78,331,72,38,35,10,72,25,,6,4.02968,1.24828,8.23535,2.92428,2.8162,1.16691,0.215747,0.0766095,0.13913778215646744,,0.240875,0.284618,0.713941,4.21427,322.00000000000006,4.128205128205129,315,4.038461538461538,0.678523,0.625032,3,748.5800170898438,23,NL,Robert Gasser,688107,29812,29812
COL,Rockies,6,9,21,21,0,0,,118,513,138,75,69,22,75,29,,5,5.28286,1.41426,5.77541,2.19563,2.63041,1.67093,0.146906,0.0558492,0.09105687960982323,,0.286817,0.302693,0.672449,5.12893,291.8,2.4728813559322034,352,2.983050847457627,0.677638,0.826337,8,999.0,19,NL,Tomoyuki Sugano,608372,35321,35321
ATL,Braves,3,3,0,64,1,15,,64,260,56,28,25,9,70,17,,1,3.58883,1.14614,9.85775,2.46397,4.00075,1.21916,0.269231,0.067295,0.20193566381931305,,0.231162,0.289771,0.745125,3.58891,368.30000000000007,5.754687500000001,354,5.53125,0.660187,0.742746,0,999.0,16,NL,Dylan Lee,669276,19996,19996
PIT,Pirates,4,3,0,67,25,5,,67,281,61,32,29,7,62,23,,3,3.93872,1.25728,8.33394,3.07331,2.71171,0.955322,0.220317,0.0812465,0.139070525765419,,0.240115,0.291047,0.704976,3.83004,442.0999999999999,6.598507462686566,435,6.492537313432836,0.651503,0.649336,0,150.50999450683594,27,NL,Dennis Santana,642701,17878,17878
TEX,Rangers,3,3,8,54,0,4,,94,405,84,48,44,12,89,44,,3,4.19691,1.35261,8.51671,4.1586,2.04798,1.13472,0.220306,0.107573,0.1127336248755455,,0.23432,0.280212,0.719104,4.36612,382.6,4.070212765957447,367,3.904255319148936,0.646039,0.51242,3,730.9299926757812,13,AL,Jacob Latz,656641,21306,21306
TEX,Rangers,4,4,0,63,19,6,,63,261,55,28,25,8,68,22,,2,3.64657,1.22294,9.6939,3.17843,3.0499,1.11822,0.258744,0.0848369,0.1739071160554886,,0.23036,0.289595,0.745984,3.7573,407.80000000000007,6.473015873015874,394,6.253968253968254,0.642099,0.669457,0,232.1199951171875,13,AL,Robert Garcia,676395,23363,23363
STL,Cardinals,6,8,22,35,0,1,,129,552,130,69,64,19,101,42,,5,4.43887,1.33097,7.06299,2.94313,2.39982,1.32288,0.183316,0.0763872,0.10692863166332245,,0.256507,0.287363,0.706438,4.57756,447.89999999999986,3.472093023255813,463,3.5891472868217056,0.637435,0.934024,9,748.5800170898438,28,NL,Richard Fitts,690916,30160,30160
HOU,Astros,4,3,0,65,2,16,,65,270,58,29,26,8,65,18,,4,3.61352,1.17209,8.93372,2.52296,3.54097,1.07631,0.23995,0.0677638,0.1721857264637947,,0.234565,0.287102,0.732259,3.70981,369.8,5.689230769230769,359,5.523076923076923,0.637397,0.553294,0,748.469970703125,21,AL,Bryan King,687911,25890,25890
CIN,Reds,4,5,13,30,0,1,,91,394,90,52,48,15,78,34,,4,4.72348,1.35507,7.66664,3.30728,2.31811,1.43841,0.197575,0.0852311,0.11234373599290848,,0.253385,0.28683,0.693527,4.75094,300.9,3.3065934065934064,306,3.3626373626373627,0.632141,0.631446,5,748.4500122070312,18,NL,Brandon Williamson,682227,25463,25463
PIT,Pirates,3,4,0,63,2,15,,63,269,56,29,27,5,67,25,,5,3.84621,1.29363,9.61843,3.6079,2.66594,0.779565,0.249286,0.0935079,0.15577823668718338,,0.234764,0.304497,0.707213,3.5768,373.1,5.9222222222222225,364,5.777777777777778,0.627134,0.604535,0,728.4099731445312,27,NL,Gregory Soto,642397,19677,19677
CHC,Cubs,3,3,0,66,32,3,,66,276,55,29,27,8,73,27,,3,3.71151,1.24225,9.94654,3.66142,2.71658,1.03543,0.262982,0.0968063,0.16617602854967117,,0.223198,0.285551,0.734381,3.79884,475.0000000000001,7.196969696969699,454,6.878787878787879,0.625237,0.855178,0,91.05999755859375,17,NL,Daniel Palencia,694037,27914,27914
MIL,Brewers,4,4,2,67,1,13,,75,323,66,33,30,6,77,34,,4,3.63019,1.33128,9.24723,4.08462,2.26392,0.751787,0.239236,0.105674,0.13356243073940277,,0.23167,0.296628,0.73526,3.68819,406.6,5.421333333333334,394,5.253333333333333,0.624807,0.806913,1,999.0,23,NL,Aaron Ashby,676879,23550,23550
COL,Rockies,3,3,0,76,2,14,,76,324,76,41,38,11,70,24,,4,4.48876,1.3197,8.3033,2.84224,2.92139,1.30727,0.215312,0.0737019,0.14161032438278198,,0.256495,0.301695,0.696538,4.29123,351.4999999999999,4.624999999999998,359,4.723684210526316,0.610416,0.620756,0,999.0,19,NL,Jimmy Herget,623474,17556,17556
ATH,Athletics,4,5,0,63,8,10,,63,269,58,31,29,8,67,24,,4,4.14777,1.30754,9.6561,3.44081,2.80635,1.16806,0.250514,0.089267,0.16124732792377472,,0.241256,0.302179,0.716443,4.01977,347.00000000000006,5.507936507936509,341,5.412698412698413,0.605087,0.364805,0,727.989990234375,10,AL,Mark Leiter Jr.,643410,15551,15551
SDP,Padres,6,6,17,29,0,1,,105,453,103,57,52,16,93,40,,3,4.46491,1.35818,7.92273,3.43258,2.3081,1.34769,0.204722,0.0886974,0.11602473258972168,,0.251289,0.289473,0.713028,4.55984,373.40000000000003,3.5561904761904763,378,3.6,0.60497,0.706937,7,999.0,29,NL,Griffin Canning,656288,19867,19867
TEX,Rangers,4,4,6,41,0,1,,72,297,69,37,34,10,63,16,,2,4.21286,1.17958,7.91254,2.04069,3.87738,1.3113,0.213377,0.0550312,0.15834562852978706,,0.246668,0.284408,0.687558,4.04319,306.4000000000001,4.255555555555556,306,4.25,0.591356,0.39213,2,999.0,13,AL,Cody Bradford,674003,27597,27597
WSN,Nationals,4,6,5,70,6,14,,93,396,90,48,44,11,77,31,,4,4.22567,1.30166,7.46184,2.96916,2.51311,1.04968,0.194952,0.077574,0.11737817525863647,,0.250338,0.29125,0.695123,4.10631,453.9000000000001,4.880645161290324,457,4.913978494623656,0.583157,0.537596,2,999.0,24,NL,Brad Lord,695418,31972,31972
MIN,Twins,3,3,6,22,0,1,,49,207,45,25,23,6,50,17,,2,4.2013,1.26517,9.21492,3.07862,2.9932,1.1918,0.242724,0.0810917,0.1616322249174118,,0.240823,0.295382,0.701779,3.96444,218.8,4.46530612244898,214,4.36734693877551,0.579883,0.339844,2,999.0,8,AL,David Festa,701581,30056,30056
CHW,White Sox,3,4,0,63,5,11,,63,265,52,31,28,9,70,27,,2,4.07517,1.25738,10.0627,3.82821,2.62856,1.30031,0.265361,0.100953,0.16440775245428085,,0.221846,0.276356,0.725241,4.16611,342.30000000000007,5.4333333333333345,320,5.079365079365079,0.578135,0.253531,0,717.510009765625,4,AL,Jordan Leasure,673929,29950,29950
CHW,White Sox,3,4,0,62,20,6,,62,263,51,29,27,8,67,29,,3,3.91311,1.29583,9.76827,4.17876,2.3376,1.16547,0.255295,0.109212,0.14608249813318253,,0.222241,0.277847,0.738632,4.17755,389.79999999999995,6.2870967741935475,368,5.935483870967742,0.577993,0.506333,0,194.19000244140625,4,AL,Seranthony Domínguez,622554,19249,19249
CHW,White Sox,4,8,14,40,0,1,,109,473,114,65,59,17,82,38,,5,4.92919,1.40546,6.8167,3.18554,2.13989,1.4389,0.173659,0.0811532,0.09250574558973312,,0.265431,0.292893,0.685616,4.89865,340.1,3.1201834862385325,363,3.330275229357798,0.576527,0.162473,5,999.0,4,AL,Jonathan Cannon,686563,31730,31730
MIN,Twins,3,3,0,60,13,9,,60,256,54,29,27,7,61,25,,3,4.03264,1.31406,9.22818,3.72036,2.48045,1.05367,0.239613,0.0966004,0.14301232248544693,,0.236409,0.293769,0.719056,4.01445,356.5,5.941666666666666,348,5.8,0.574435,0.367215,0,415.510009765625,8,AL,Taylor Rogers,573124,13449,13449
TOR,Blue Jays,4,3,0,66,2,14,,66,274,61,30,28,8,66,19,,3,3.77269,1.21439,9.02601,2.64226,3.41602,1.11614,0.240906,0.0705223,0.17038331180810928,,0.240334,0.294621,0.72903,3.73646,363.4000000000001,5.506060606060608,358,5.424242424242424,0.563945,0.396026,0,999.0,14,AL,Louis Varland,686973,27691,27691
CHW,White Sox,5,7,17,25,0,1,,104,452,107,63,58,16,74,41,,3,4.99517,1.42416,6.44937,3.52196,1.83119,1.36073,0.164459,0.0898102,0.07464912533760071,,0.262456,0.287417,0.677018,4.93359,314.59999999999997,3.0249999999999995,332,3.1923076923076925,0.560012,0.108769,6,999.0,4,AL,Erick Fedde,607200,17425,17425
SDP,Padres,4,3,0,59,1,14,,59,244,48,24,22,7,63,21,,4,3.41346,1.16217,9.61695,3.18066,3.02357,0.996753,0.2583,0.0854286,0.17287112772464752,,0.217482,0.274867,0.744615,3.69208,337.7,5.723728813559322,316,5.3559322033898304,0.548644,0.777574,0,999.0,29,NL,Jason Adam,592094,11861,11861
NYM,Mets,3,3,0,51,2,13,,51,210,42,21,19,6,57,18,,1,3.41708,1.17474,9.975,3.20017,3.11702,0.980248,0.269471,0.0864515,0.18301985412836075,,0.219664,0.282751,0.745457,3.48587,313.40000000000003,6.145098039215687,296,5.803921568627451,0.54599,0.651788,0,999.0,25,NL,A.J. Minter,621345,18655,18655
MIL,Brewers,5,3,0,64,1,15,,64,267,56,27,25,7,65,22,,3,3.51891,1.22057,9.11152,3.04114,2.99609,1.02758,0.242216,0.0808441,0.16137203574180603,,0.232729,0.288244,0.750035,3.75576,361.9,5.6546875,349,5.453125,0.544879,0.824353,0,748.489990234375,23,NL,Jared Koenig,657649,27517,27517
HOU,Astros,5,5,8,44,0,1,,84,360,78,43,40,11,80,33,,5,4.28801,1.32214,8.61405,3.50596,2.45698,1.19691,0.223253,0.0908649,0.13238803297281265,,0.242699,0.290502,0.708009,4.28342,333.49999999999994,3.9702380952380945,327,3.892857142857143,0.543488,0.391686,3,725.9600219726562,21,AL,Ryan Weiss,680802,24621,24621
WSN,Nationals,6,9,21,37,0,1,,134,576,137,78,72,22,101,44,,5,4.84233,1.35719,6.78015,2.96034,2.29033,1.45674,0.174897,0.0763632,0.09853336215019226,,0.261096,0.286599,0.683158,4.84004,423.7999999999999,3.162686567164178,443,3.3059701492537314,0.540442,0.519857,8,999.0,24,NL,Jake Irvin,663623,21504,21504
STL,Cardinals,4,4,0,63,12,9,,63,266,56,27,25,6,59,24,,3,3.56704,1.28869,8.44092,3.5063,2.40736,0.819061,0.221725,0.092103,0.1296221986413002,,0.236663,0.291711,0.738743,3.73499,379.80000000000007,6.028571428571429,370,5.873015873015873,0.536639,0.842114,0,479.0799865722656,28,NL,JoJo Romero,668941,19574,19574
ARI,Diamondbacks,3,2,6,6,0,0,,38,158,34,17,15,4,36,12,,2,3.61915,1.22132,8.63832,2.93897,2.93923,1.01472,0.230027,0.078261,0.15176622569561005,,0.235171,0.286224,0.737417,3.78472,173.6,4.568421052631579,168,4.421052631578948,0.532043,0.717128,4,738.0999755859375,15,NL,Corbin Burnes,669203,19361,19361
LAA,Angels,3,3,0,53,2,11,,53,220,46,24,22,7,57,18,,3,3.80935,1.21064,9.74735,3.05249,3.19324,1.2715,0.259365,0.0812231,0.1781420335173607,,0.230685,0.285964,0.74105,3.99953,291.5,5.5,279,5.264150943396227,0.531263,0.545963,0,735.6199951171875,1,AL,Drew Pomeranz,519141,11426,11426
CLE,Guardians,3,3,0,66,3,16,,66,276,59,30,28,8,66,20,,4,3.80474,1.19216,8.91419,2.74093,3.25226,1.04217,0.238287,0.0732682,0.16501880437135696,,0.23373,0.286778,0.711281,3.73653,375.60000000000014,5.690909090909093,365,5.53030303030303,0.529841,0.469191,0,748.469970703125,5,AL,Shawn Armstrong,542888,12857,12857
CHC,Cubs,4,3,0,65,1,15,,65,267,56,29,27,8,67,21,,2,3.73399,1.18123,9.25707,2.87082,3.22454,1.13732,0.249962,0.0775187,0.1724436730146408,,0.228576,0.281157,0.727127,3.74869,367.0,5.6461538461538465,351,5.4,0.526169,0.489332,0,999.0,17,NL,Caleb Thielbar,573204,10078,10078
CHC,Cubs,4,3,0,64,2,14,,64,267,53,29,26,7,69,24,,5,3.70033,1.19783,9.70334,3.34207,2.90339,0.968671,0.257268,0.0886094,0.16865848749876022,,0.221195,0.281828,0.71712,3.74084,366.7,5.7296875,346,5.40625,0.523431,0.640428,0,743.3800048828125,17,NL,Phil Maton,664208,18064,18064
KCR,Royals,4,4,8,35,0,1,,74,319,77,38,35,8,53,23,,4,4.29697,1.35775,6.50709,2.79605,2.32725,0.957626,0.167034,0.0717732,0.09526068717241287,,0.264609,0.30076,0.693913,4.18669,278.00000000000006,3.7567567567567575,295,3.9864864864864864,0.522645,0.489008,3,999.0,7,AL,Stephen Kolek,663568,21487,21487
TBR,Rays,3,3,0,62,6,11,,62,256,52,29,27,8,68,22,,2,3.88346,1.19684,9.89985,3.15869,3.13416,1.18888,0.265721,0.0847822,0.18093900382518768,,0.225214,0.28282,0.719262,3.80364,363.2,5.858064516129032,344,5.548387096774194,0.519334,0.331035,0,999.0,12,AL,Bryan Baker,641329,19804,19804
SEA,Mariners,3,3,0,57,0,12,,57,228,45,23,21,6,67,16,,3,3.35132,1.07605,10.6546,2.57092,4.14428,0.974389,0.293292,0.0707702,0.22252168506383896,,0.213597,0.283242,0.72614,3.18295,355.99999999999994,6.245614035087718,332,5.824561403508772,0.513971,0.381725,0,999.0,11,AL,Gabe Speier,642100,17170,17170
LAA,Angels,3,4,0,59,14,9,,59,249,53,31,29,8,62,22,,3,4.40163,1.28449,9.48176,3.41758,2.77441,1.24909,0.247985,0.0893828,0.1586018204689026,,0.237262,0.292242,0.690607,4.13743,355.40000000000003,6.023728813559322,346,5.864406779661017,0.508291,-0.000797431,0,688.9600219726562,1,AL,Jordan Romano,605447,16122,16122
STL,Cardinals,3,3,0,64,4,15,,64,269,58,28,26,6,60,23,,4,3.67112,1.27416,8.43067,3.26483,2.58227,0.857308,0.2218,0.0858933,0.13590668886899948,,0.239531,0.294325,0.728248,3.75531,367.99999999999994,5.749999999999999,361,5.640625,0.506915,0.650238,0,528.7999877929688,28,NL,Matt Svanson,694335,29629,29629
CIN,Reds,5,3,0,64,2,15,,64,273,63,31,28,7,56,22,,3,4.01256,1.31895,7.92225,3.03573,2.60967,0.968551,0.205882,0.078892,0.12698975950479507,,0.252245,0.300998,0.714158,3.92525,330.7,5.1671875,336,5.25,0.504839,0.535912,0,999.0,18,NL,Graham Ashcraft,668933,27552,27552
DET,Tigers,4,3,0,59,22,4,,59,244,50,28,26,8,60,21,,2,3.9694,1.20505,9.14619,3.17886,2.87719,1.19507,0.244941,0.0851318,0.15980887413024902,,0.226506,0.275315,0.712019,3.99331,385.20000000000005,6.528813559322034,368,6.237288135593221,0.504566,0.418996,0,133.02000427246094,6,AL,Kenley Jansen,445276,3096,3096
CHC,Cubs,6,5,8,47,0,1,,90,381,90,47,43,13,73,25,,4,4.30509,1.28175,7.33743,2.53434,2.8952,1.314,0.192465,0.0664773,0.12598803639411926,,0.255785,0.289655,0.707117,4.37992,335.1,3.7233333333333336,344,3.8222222222222224,0.504208,0.531179,3,748.260009765625,17,NL,Colin Rea,607067,12317,12317
ATH,Athletics,3,3,10,10,0,0,,51,218,50,27,25,7,44,18,,2,4.44374,1.34378,7.76217,3.2311,2.40233,1.31438,0.200859,0.08361,0.11724882572889328,,0.252845,0.290594,0.708402,4.50608,189.30000000000007,3.7117647058823544,192,3.764705882352941,0.504085,0.512628,5,999.0,10,AL,Gage Jump,695611,sa3034986,sa3034986
ATL,Braves,4,4,11,11,0,0,,62,269,59,33,30,7,53,28,,3,4.41795,1.41497,7.79104,4.11844,1.89175,1.01424,0.198172,0.104756,0.0934160053730011,,0.247551,0.292376,0.701083,4.37154,232.29999999999993,3.746774193548386,232,3.7419354838709675,0.502765,0.611617,5,999.0,16,NL,Hurston Waldrep,694462,33527,33527
MIN,Twins,4,3,0,64,3,15,,64,275,59,30,27,5,61,26,,4,3.86827,1.33599,8.56612,3.69063,2.32104,0.753788,0.220913,0.0951781,0.12573449313640594,,0.24154,0.301004,0.712878,3.7455,365.70000000000005,5.714062500000001,362,5.65625,0.500526,0.413058,0,748.510009765625,8,AL,Kody Funderburk,681892,24993,24993
TBR,Rays,3,3,0,51,10,10,,51,211,41,23,21,7,61,18,,3,3.69012,1.16831,10.6859,3.25021,3.28775,1.2109,0.286736,0.0872134,0.1995224729180336,,0.217167,0.280851,0.73743,3.78153,333.70000000000005,6.5431372549019615,313,6.137254901960785,0.500175,0.444816,0,572.6900024414062,12,AL,Edwin Uceta,670955,20539,20539
BAL,Orioles,4,3,0,59,3,12,,59,242,54,26,24,8,59,15,,2,3.71888,1.1727,8.94395,2.32881,3.84057,1.23513,0.241582,0.0629026,0.17867956310510635,,0.239005,0.288424,0.737897,3.80063,327.80000000000007,5.5559322033898315,321,5.440677966101695,0.465347,0.611698,0,745.8499755859375,2,AL,Andrew Kittredge,552640,12828,12828
DET,Tigers,4,4,0,63,4,13,,63,264,57,30,27,7,59,22,,2,3.90307,1.25701,8.49872,3.09349,2.7473,1.03576,0.225094,0.0819329,0.14316097646951675,,0.238881,0.288806,0.716881,3.85849,349.90000000000003,5.553968253968255,342,5.428571428571429,0.461115,0.330028,0,639.030029296875,6,AL,Kyle Finnegan,640448,15009,15009
,,3,4,11,11,0,0,,61,265,65,36,33,9,49,20,,2,4.88351,1.4058,7.19523,3.00416,2.39509,1.37854,0.18398,0.0768156,0.10716446489095688,,0.269213,0.30331,0.684936,4.61764,203.7000000000001,3.3393442622950835,220,3.6065573770491803,0.453305,0.207781,5,999.0,-1,,Patrick Corbin,571578,9323,9323
LAD,Dodgers,3,3,10,19,0,1,,59,256,58,32,30,8,49,23,,3,4.50637,1.37129,7.53125,3.56219,2.11422,1.24576,0.193323,0.0914393,0.10188336670398712,,0.25106,0.287628,0.70237,4.59011,211.40000000000003,3.5830508474576277,215,3.6440677966101696,0.452375,0.365509,4,675.5399780273438,22,NL,River Ryan,689981,29514,29514
ATL,Braves,3,3,0,59,0,12,,59,251,54,26,24,4,60,21,,4,3.69637,1.28169,9.14378,3.24469,2.81807,0.662828,0.238104,0.0844919,0.15361230075359344,,0.240441,0.30914,0.708706,3.36792,340.0,5.762711864406779,336,5.694915254237288,0.449556,0.417292,0,999.0,16,NL,Aaron Bummer,607481,16258,16258
PHI,Phillies,3,2,0,62,1,12,,62,256,58,29,27,8,58,17,,2,3.91244,1.20301,8.44456,2.44626,3.45203,1.16573,0.226241,0.0655386,0.1607024222612381,,0.242424,0.289059,0.714995,3.86064,321.59999999999997,5.187096774193548,318,5.129032258064516,0.449388,0.42909,0,999.0,26,NL,Tanner Banks,621383,16990,16990
HOU,Astros,4,6,13,25,0,1,,81,351,75,45,42,12,80,36,,5,4.61841,1.36136,8.90335,3.94553,2.25656,1.3529,0.228557,0.101285,0.1272716075181961,,0.240797,0.286868,0.698215,4.59677,297.79999999999995,3.6765432098765425,290,3.580246913580247,0.44818,0.342465,5,728.3099975585938,21,AL,Spencer Arrighetti,681293,29921,29921
TEX,Rangers,3,3,6,16,0,1,,46,199,48,25,23,6,36,15,,2,4.50072,1.35094,7.06071,2.89088,2.44241,1.1301,0.182647,0.0747815,0.10786581039428711,,0.261371,0.298439,0.687041,4.26514,166.8,3.6260869565217395,177,3.847826086956522,0.437929,0.182811,2,999.0,13,AL,Jordan Montgomery,656756,16511,16511
PHI,Phillies,4,3,0,53,0,9,,53,222,45,22,21,5,57,19,,3,3.50507,1.21208,9.60458,3.23714,2.967,0.86758,0.255082,0.0859732,0.16910918056964874,,0.226558,0.290902,0.732287,3.51769,297.70000000000005,5.616981132075472,284,5.3584905660377355,0.433866,0.435031,0,999.0,26,NL,Orion Kerkering,689147,31776,31776
BOS,Red Sox,4,4,5,38,0,1,,64,265,58,33,30,10,63,18,,2,4.27832,1.19923,8.80306,2.56261,3.43519,1.38807,0.23585,0.068657,0.16719307750463486,,0.239115,0.2824,0.69411,4.15201,269.8,4.215625,260,4.0625,0.42996,0.366904,2,999.0,3,AL,Kutter Crawford,676710,20531,20531
NYM,Mets,4,4,0,66,3,14,,66,272,58,31,29,9,71,21,,2,3.92249,1.19279,9.66488,2.85767,3.38208,1.28905,0.259537,0.076739,0.18279828876256943,,0.231334,0.285233,0.724662,3.91153,370.90000000000003,5.61969696969697,357,5.409090909090909,0.429565,0.430199,0,733.510009765625,25,NL,Luke Weaver,596133,16918,16918
