Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,MLBAMID,playerids,PlayerId
KCR,Royals,1,1,0,24,0,1,,24,102,25,13,12,3,19,7,,1,4.50994,1.35913,7.24496,2.73134,2.65253,1.1943,0.186639,0.0703626,0.11627626419067383,,0.266197,0.304808,0.694123,4.29266,93.70000000000002,3.9041666666666672,99,4.125,0.00346009,-0.0281822,0,999.0,7,AL,Mitch Spence,687765,27707,27707
NYY,Yankees,0,0,0,6,0,0,,6,33,6,3,3,1,7,3,,0,4.37852,1.5485,10.6526,5.23287,2.03571,1.14803,0.210721,0.103512,0.1072087362408638,,0.19399,0.228502,0.71243,4.32173,21.500000000000007,3.5833333333333344,22,3.6666666666666665,0.00325822,-0.00330854,0,999.0,9,AL,Carson Coleman,679693,sa3014857,sa3014857
STL,Cardinals,1,1,0,16,0,1,,16,67,15,8,7,2,14,5,,1,4.10104,1.29901,7.81657,3.03362,2.57665,1.09737,0.203747,0.0790746,0.1246727854013443,,0.248439,0.291518,0.71232,4.15541,68.80000000000001,4.300000000000001,68,4.25,0.00309503,-0.00521253,0,999.0,28,NL,Brycen Mautz,802408,sa3020710,sa3020710
ARI,Diamondbacks,1,1,0,17,0,1,,17,72,17,8,8,2,14,6,,1,4.1692,1.3495,7.56509,3.23096,2.34144,0.988038,0.195222,0.083377,0.11184504628181458,,0.253943,0.298535,0.707452,4.09672,68.00000000000001,4.000000000000001,70,4.117647058823529,0.0030919,0.0178952,0,999.0,15,NL,Derek Law,571882,13133,13133
TBR,Rays,2,2,0,43,0,1,,43,183,39,22,20,6,43,17,,2,4.15404,1.29674,9.03307,3.61265,2.5004,1.29714,0.236272,0.0944938,0.14177854359149933,,0.235284,0.282671,0.726093,4.3293,175.99999999999997,4.093023255813953,170,3.953488372093023,0.00297871,-0.0256789,0,999.0,12,AL,Hunter Bigge,685801,26259,26259
NYY,Yankees,1,1,0,12,0,1,,12,51,10,6,6,1,13,6,,1,4.21355,1.37045,9.73619,4.68361,2.07878,1.11959,0.248758,0.119665,0.1290927231311798,,0.226074,0.28414,0.720199,4.35497,59.500000000000014,4.958333333333335,56,4.666666666666667,0.00274045,-0.00661708,0,999.0,9,AL,Carlos Lagrange,801739,sa3019390,sa3019390
NYM,Mets,2,2,0,47,0,4,,47,200,43,23,21,6,42,16,,4,4.07455,1.26229,8.00279,3.10111,2.58062,1.09023,0.208967,0.0809756,0.1279914677143097,,0.239757,0.282739,0.704856,4.21399,202.2,4.3021276595744675,197,4.191489361702128,0.00255081,0.0241041,0,999.0,25,NL,Richard Lovelady,663992,19337,19337
ATH,Athletics,0,1,0,8,0,1,,8,33,8,4,4,1,7,2,,0,4.35328,1.26896,7.47791,2.26772,3.29755,1.41629,0.198088,0.0600712,0.1380164474248886,,0.258974,0.292514,0.708723,4.32168,38.10000000000001,4.762500000000001,39,4.875,0.00243721,0.00038674,0,999.0,10,AL,Chen Zhong-Ao Zhuang,800018,sa3018174,sa3018174
HOU,Astros,1,1,0,23,0,1,,23,99,23,12,11,4,21,7,,1,4.35584,1.28223,7.97302,2.5903,3.07803,1.4478,0.209396,0.0680292,0.14136668294668198,,0.25469,0.291689,0.715372,4.43348,83.2,3.617391304347826,85,3.6956521739130435,0.00227335,-0.0262256,0,999.0,21,AL,Colton Gordon,676467,31312,31312
PHI,Phillies,2,2,0,37,0,1,,37,161,36,20,19,5,31,14,,2,4.52341,1.35276,7.39062,3.44642,2.14443,1.2485,0.190707,0.0889313,0.10177579522132874,,0.249967,0.284632,0.696091,4.57461,136.70000000000002,3.6945945945945953,138,3.72972972972973,0.00226956,-0.0355474,0,999.0,26,NL,Chase Shugart,663767,21544,21544
TEX,Rangers,0,1,0,8,0,1,,8,33,7,4,4,1,7,2,,0,4.19423,1.21856,8.3901,2.78414,3.01353,1.25777,0.222719,0.0739065,0.14881273359060287,,0.238062,0.280085,0.696065,4.18688,40.7,5.0875,39,4.875,0.00222806,-0.00476211,0,999.0,13,AL,Jose Corniell,692030,27984,27984
LAA,Angels,1,2,0,29,0,1,,29,126,26,15,14,4,29,13,,2,4.32762,1.31523,8.96364,3.97598,2.25445,1.31683,0.231984,0.102901,0.1290838047862053,,0.230862,0.275309,0.713777,4.5746,114.80000000000004,3.9586206896551737,110,3.793103448275862,0.00219451,-0.0209673,0,999.0,1,AL,Nick Sandlin,680704,20517,20517
SDP,Padres,2,1,0,26,0,1,,26,109,22,13,12,3,27,12,,1,4.1655,1.32461,9.53466,4.10138,2.32474,1.21219,0.247582,0.106499,0.1410832405090332,,0.229935,0.284049,0.723148,4.26761,117.3,4.5115384615384615,110,4.230769230769231,0.00194134,-0.0152027,0,999.0,29,NL,José Leclerc,600917,14524,14524
BOS,Red Sox,2,2,0,27,0,1,,27,120,28,15,13,3,23,11,,1,4.40045,1.40561,7.62193,3.61155,2.11044,1.07794,0.194293,0.092063,0.10223004221916199,,0.256577,0.300086,0.706142,4.33177,104.10000000000001,3.855555555555556,110,4.074074074074074,0.00184562,-0.0378606,0,999.0,3,AL,Tyler Samaniego,701719,sa3017876,sa3017876
DET,Tigers,0,0,0,6,0,1,,6,33,6,3,3,1,7,3,,0,4.37852,1.5485,10.6526,5.23287,2.03571,1.14803,0.210721,0.103512,0.1072087362408638,,0.19399,0.228502,0.71243,4.32173,25.500000000000007,4.250000000000001,26,4.333333333333333,0.00160669,-0.00202061,0,999.0,6,AL,Andrew Sears,808825,sa3023133,sa3023133
SEA,Mariners,2,1,0,33,0,1,,33,143,28,16,14,3,33,16,,2,3.87141,1.32748,8.92843,4.28555,2.08338,0.872029,0.230782,0.110773,0.1200089082121849,,0.226332,0.282301,0.72151,4.02265,150.50000000000006,4.560606060606062,142,4.303030303030303,0.00160087,-0.0313846,0,999.0,11,AL,Yosver Zulueta,691172,27765,27765
MIL,Brewers,3,1,0,41,0,1,,41,177,35,20,19,5,41,19,,3,4.06414,1.31587,8.98569,4.14366,2.16854,1.02852,0.232585,0.107254,0.12533067911863327,,0.227186,0.279399,0.71377,4.20559,170.90000000000003,4.16829268292683,160,3.902439024390244,0.00141739,0.0110571,0,999.0,23,NL,Craig Yoho,684974,33248,33248
CLE,Guardians,0,0,0,22,0,0,,22,126,22,13,11,3,27,13,,1,4.37852,1.5485,10.6526,5.23287,2.03571,1.14803,0.210721,0.103512,0.107208751142025,,0.19399,0.228502,0.71243,4.32173,80.7,3.6681818181818184,83,3.772727272727273,0.0012588,-0.0744946,0,999.0,5,AL,Daniel Espino,682982,sa3011495,sa3011495
PHI,Phillies,0,0,0,8,0,1,,8,34,8,4,4,1,6,3,,0,4.47553,1.38109,7.3678,3.42292,2.15249,1.1234,0.189504,0.0880394,0.10146414488554001,,0.255901,0.2952,0.696793,4.34806,33.10000000000001,4.137500000000001,34,4.25,0.00120188,0.00203871,0,999.0,26,NL,Tucker Davidson,656353,19871,19871
CHC,Cubs,1,1,0,20,0,1,,20,85,17,10,9,2,20,10,,1,4.09199,1.38737,9.08025,4.70232,1.93101,0.965141,0.232349,0.120325,0.1120242178440094,,0.229117,0.284968,0.721906,4.21344,90.2,4.51,85,4.25,0.00116011,-0.00537975,0,999.0,17,NL,Riley Martin,702303,sa3017601,sa3017601
NYM,Mets,0,0,0,8,0,1,,8,44,8,4,4,1,9,5,,0,4.37852,1.5485,10.6526,5.23287,2.03571,1.14803,0.210721,0.103512,0.10720875859260559,,0.19399,0.228502,0.71243,4.32173,33.10000000000001,4.137500000000001,34,4.25,0.000500193,-0.0041013,0,999.0,25,NL,Carl Edwards Jr.,605218,13607,13607
LAD,Dodgers,3,3,0,57,1,14,,57,254,50,30,27,7,62,35,,3,4.33814,1.48763,9.82284,5.4677,1.79652,1.03728,0.245047,0.136401,0.10864605009555817,,0.232212,0.296061,0.726621,4.44211,276.69999999999993,4.85438596491228,265,4.649122807017544,0.00038005,-0.00456631,0,999.0,22,NL,Will Klein,694361,27787,27787
CLE,Guardians,1,1,0,16,0,1,,16,67,16,8,8,2,12,5,,0,4.38996,1.34219,6.94928,2.7365,2.53947,1.28006,0.180555,0.0710995,0.10945563018321991,,0.262943,0.295311,0.710368,4.42489,65.20000000000002,4.075000000000001,67,4.1875,-0.000499956,-0.008965,0,999.0,5,AL,Kolby Allard,663465,18694,18694
PHI,Phillies,0,0,0,10,0,1,,10,43,8,5,5,1,11,6,,1,4.30446,1.42691,10.0537,5.39724,1.86275,1.0464,0.253623,0.136155,0.11746737360954285,,0.221346,0.28394,0.717524,4.41424,45.900000000000006,4.590000000000001,42,4.2,-0.000712683,0.00254839,0,999.0,26,NL,Griff McGarry,676046,sa3017130,sa3017130
WSN,Nationals,1,1,2,13,0,1,,19,86,20,12,11,3,15,8,,1,5.01395,1.48761,6.76855,3.92341,1.72517,1.34654,0.169382,0.0981826,0.07119900733232498,,0.265463,0.294792,0.690109,5.01112,58.69999999999999,3.089473684210526,63,3.3157894736842106,-0.000754206,-0.0257304,1,999.0,24,NL,Riley Cornelio,683000,sa3020830,sa3020830
PIT,Pirates,2,4,2,43,0,1,,50,217,50,29,26,7,40,19,,2,4.73976,1.38805,7.23865,3.46571,2.08865,1.25326,0.18556,0.088842,0.09671758860349655,,0.25632,0.290872,0.683612,4.60116,174.89999999999998,3.4979999999999993,180,3.6,-0.000836,-0.0173443,1,748.0900268554688,27,NL,Mike Clevinger,605182,12808,12808
MIN,Twins,1,1,0,24,0,1,,24,104,23,13,12,3,21,11,,1,4.5181,1.43924,8.20274,4.19427,1.9557,1.01413,0.20681,0.105747,0.10106280446052551,,0.25062,0.300977,0.697296,4.34861,90.90000000000002,3.787500000000001,91,3.7916666666666665,-0.00108654,-0.0368733,0,999.0,8,AL,Marco Raya,694397,sa3014550,sa3014550
CHW,White Sox,1,2,0,20,0,1,,20,83,20,10,10,3,14,5,,0,4.42756,1.27942,6.5406,2.41223,2.71144,1.34928,0.172755,0.0637135,0.10904157906770706,,0.257918,0.282939,0.696278,4.48662,76.1,3.8049999999999997,78,3.9,-0.00115733,-0.0067156,0,999.0,4,AL,Shane Murphy,690294,sa3020389,sa3020389
COL,Rockies,0,1,0,12,0,1,,12,52,12,7,6,2,11,5,,1,4.7339,1.41391,8.62479,3.92414,2.19788,1.30588,0.218713,0.0995108,0.11920205503702164,,0.251523,0.299085,0.695575,4.58586,41.000000000000014,3.416666666666668,42,3.5,-0.00129392,-0.00456977,0,999.0,19,NL,Keegan Thompson,624522,19795,19795
TEX,Rangers,1,1,0,16,0,1,,16,69,13,8,7,2,18,9,,1,4.26182,1.39901,10.3849,5.13781,2.02128,1.04031,0.262455,0.129846,0.1326090395450592,,0.221539,0.288639,0.714768,4.30507,70.00000000000001,4.375000000000001,64,4.0,-0.00191658,-0.00952422,0,999.0,13,AL,Michel Otañez,671305,22533,22533
DET,Tigers,1,0,0,11,0,1,,11,46,10,5,5,1,9,4,,1,4.09806,1.31252,7.80381,3.68344,2.11862,1.05049,0.20212,0.0954017,0.10671788454055786,,0.23687,0.277979,0.711493,4.34855,50.10000000000001,4.554545454545456,49,4.454545454545454,-0.00205328,0.0117964,0,999.0,6,AL,Dylan Smith,681916,30145,30145
STL,Cardinals,0,0,0,12,0,1,,12,66,11,7,6,2,14,7,,1,4.37852,1.5485,10.6526,5.23287,2.03571,1.14803,0.210721,0.103512,0.1072087362408638,,0.19399,0.228502,0.71243,4.32173,43.600000000000016,3.6333333333333346,42,3.5,-0.0020735,-0.0348565,0,999.0,28,NL,Zack Thompson,668868,25918,25918
CLE,Guardians,1,1,0,18,0,1,,18,76,17,9,9,2,17,7,,1,4.37011,1.32688,8.67259,3.39946,2.55117,1.23144,0.224047,0.0878213,0.13622566312551498,,0.245949,0.29446,0.703842,4.31211,78.40000000000002,4.355555555555557,78,4.333333333333333,-0.0021497,-0.0100856,0,999.0,5,AL,Trevor Stephan,663986,19932,19932
STL,Cardinals,0,0,0,14,0,1,,14,77,13,8,7,2,16,8,,1,4.37852,1.5485,10.6526,5.23287,2.03571,1.14803,0.210721,0.103512,0.107208751142025,,0.19399,0.228502,0.71243,4.32173,54.20000000000003,3.8714285714285737,53,3.7857142857142856,-0.00241908,-0.0355366,0,999.0,28,NL,Packy Naughton,676050,23292,23292
CLE,Guardians,1,1,0,12,0,1,,12,51,11,6,6,1,10,5,,1,4.36695,1.40172,8.01438,3.77817,2.12123,1.06462,0.203541,0.095954,0.10758692771196365,,0.252297,0.299544,0.707306,4.34113,53.90000000000001,4.491666666666668,53,4.416666666666667,-0.00262839,-0.00672375,0,999.0,5,AL,Pedro Avila,658648,18864,18864
HOU,Astros,1,1,0,10,0,1,,10,43,8,5,5,1,11,5,,1,4.2506,1.3902,9.88339,4.88176,2.02456,1.11983,0.25129,0.124121,0.12716922163963318,,0.225606,0.285324,0.721084,4.39322,48.900000000000006,4.890000000000001,45,4.5,-0.00271101,-0.00464674,0,999.0,21,AL,Miguel Ullola,699044,sa3016504,sa3016504
HOU,Astros,1,1,0,16,0,1,,16,67,14,9,8,2,15,7,,1,4.55814,1.30377,8.38193,3.9209,2.13776,1.13894,0.21848,0.102201,0.11627956479787827,,0.229774,0.27261,0.66862,4.37152,67.4,4.2125,64,4.0,-0.00315564,-0.0384129,0,999.0,21,AL,Peter Lambert,663567,17969,17969
CHC,Cubs,1,1,0,14,0,1,,14,59,14,8,7,2,11,5,,1,4.52253,1.36452,7.44625,3.28153,2.26914,1.21946,0.191113,0.0842228,0.10689065605401993,,0.255736,0.293313,0.696547,4.49963,50.6,3.6142857142857143,52,3.7142857142857144,-0.00336636,-0.0346379,0,999.0,17,NL,Collin Snider,676092,23307,23307
NYM,Mets,1,1,0,16,0,1,,16,67,13,8,7,2,18,8,,1,4.15946,1.32322,10.4923,4.56193,2.29996,1.20904,0.271754,0.118156,0.15359804034233093,,0.219072,0.281099,0.723139,4.24067,73.00000000000001,4.562500000000001,67,4.1875,-0.00338568,-0.0082026,0,999.0,25,NL,Craig Kimbrel,518886,6655,6655
TBR,Rays,1,1,0,18,0,1,,18,75,17,9,9,3,16,6,,1,4.40461,1.30391,8.12378,2.99861,2.70918,1.34236,0.212441,0.0784151,0.13402552902698517,,0.250141,0.290419,0.704915,4.37337,67.10000000000001,3.7277777777777783,66,3.6666666666666665,-0.00339915,-0.00432634,0,999.0,12,AL,Jesse Scholtens,669947,19205,19205
CHW,White Sox,1,1,0,16,0,1,,16,67,16,8,8,2,14,5,,1,4.44987,1.32783,7.83286,3.05853,2.56099,1.37777,0.203226,0.0793545,0.12387177348136902,,0.253462,0.290445,0.709833,4.53814,66.20000000000002,4.137500000000001,68,4.25,-0.00364385,-0.00537248,0,999.0,4,AL,David Sandlin,689818,sa3020606,sa3020606
WSN,Nationals,0,1,0,10,0,1,,10,43,10,5,5,1,8,4,,1,4.59881,1.3754,7.44569,3.57683,2.08164,1.17125,0.189985,0.091267,0.09871818125247955,,0.251539,0.289311,0.687215,4.57205,40.7,4.07,42,4.2,-0.00392716,8.13167e-05,0,999.0,24,NL,Jake Eder,671109,27590,27590
MIL,Brewers,1,1,0,12,0,1,,12,52,11,6,6,1,11,6,,1,4.20402,1.40505,8.29544,4.27446,1.9407,1.03792,0.21033,0.108378,0.10195163637399673,,0.242208,0.290675,0.72155,4.4173,52.90000000000001,4.408333333333334,52,4.333333333333333,-0.00414084,-0.00126678,0,999.0,23,NL,Tate Kuehner,804249,sa3023099,sa3023099
TOR,Blue Jays,0,0,0,8,0,1,,8,34,7,5,4,1,8,3,,0,4.82165,1.32339,8.8803,3.66475,2.42317,1.55589,0.230643,0.0951825,0.13546080887317657,,0.239454,0.278751,0.685308,4.76465,39.7,4.9625,38,4.75,-0.00430918,-0.0345895,0,999.0,14,AL,Jorge Alcala,660896,19459,19459
CHW,White Sox,0,1,0,10,0,1,,10,42,10,5,5,1,7,4,,0,4.56378,1.40161,6.68248,3.31698,2.01463,1.24505,0.171566,0.0851601,0.08640597015619278,,0.261994,0.29218,0.704036,4.60266,41.7,4.17,43,4.3,-0.00440258,-0.0033578,0,999.0,4,AL,Tyler Schweitzer,805326,sa3020712,sa3020712
NYM,Mets,0,0,0,12,0,1,,12,50,11,6,6,2,11,4,,0,4.34531,1.28564,8.48584,3.23743,2.62116,1.2971,0.223115,0.0851206,0.13799426704645157,,0.241382,0.284402,0.70197,4.29304,49.600000000000016,4.133333333333335,48,4.0,-0.00469035,-0.00615195,0,999.0,25,NL,Joey Gerber,680702,24591,24591
ATH,Athletics,1,1,0,13,0,1,,13,55,13,7,6,2,11,5,,1,4.48388,1.36998,7.59195,3.42453,2.21693,1.21137,0.194324,0.0876545,0.10666953772306442,,0.253747,0.292635,0.701158,4.52218,45.8,3.523076923076923,47,3.6153846153846154,-0.00473929,-0.0144186,0,999.0,10,AL,A.J. Causey,822067,sa3028661,sa3028661
WSN,Nationals,0,0,0,6,0,1,,6,25,6,3,3,1,4,2,,0,4.59468,1.36706,6.67535,2.82599,2.36213,1.23347,0.172126,0.072869,0.09925690293312073,,0.265719,0.29699,0.691078,4.47148,22.500000000000007,3.7500000000000013,23,3.8333333333333335,-0.00491916,4.879e-05,0,999.0,24,NL,Shinnosuke Ogasawara,829272,35324,35324
BAL,Orioles,1,1,0,15,0,1,,15,64,13,8,7,2,15,6,,1,4.40469,1.34868,8.99453,3.92286,2.29285,1.22642,0.231262,0.100863,0.13039980083703995,,0.238778,0.288981,0.705336,4.40384,65.60000000000001,4.373333333333334,62,4.133333333333334,-0.0049863,-0.0246712,0,999.0,2,AL,Tyson Neighbors,695695,sa3025569,sa3025569
TEX,Rangers,1,1,0,12,0,1,,12,52,10,6,6,1,12,7,,1,4.45395,1.47146,9.12317,5.25462,1.73622,1.00681,0.228242,0.131459,0.09678298234939575,,0.233729,0.290318,0.710002,4.493,54.500000000000014,4.541666666666668,51,4.25,-0.00498701,-0.00714316,0,999.0,13,AL,Emiliano Teodo,693713,sa3015158,sa3015158
WSN,Nationals,1,1,0,21,0,1,,21,90,18,10,10,3,21,11,,1,4.18686,1.39083,9.08169,4.65758,1.94987,1.10353,0.232256,0.119113,0.1131424680352211,,0.230835,0.283112,0.726044,4.39502,81.7,3.8904761904761904,76,3.619047619047619,-0.00500607,0.0154644,0,999.0,24,NL,Luis Perales,691384,sa3014677,sa3014677
ARI,Diamondbacks,1,1,0,14,0,1,,14,60,13,7,7,2,12,6,,1,4.3354,1.38436,7.75528,3.6957,2.09846,1.04428,0.198216,0.0944578,0.10375835746526718,,0.25072,0.295148,0.704435,4.31074,52.2,3.7285714285714286,51,3.642857142857143,-0.00501305,0.00225397,0,999.0,15,NL,Grant Holman,680880,30002,30002
BAL,Orioles,1,1,0,17,0,1,,17,73,15,9,8,3,17,8,,1,4.47348,1.40991,9.23495,4.41249,2.09291,1.34967,0.23587,0.112699,0.1231706291437149,,0.240137,0.290052,0.72472,4.59445,60.900000000000006,3.5823529411764707,57,3.3529411764705883,-0.00510718,-0.0258789,0,999.0,2,AL,Jose Espada,664744,21131,21131
ATH,Athletics,3,3,0,65,11,11,,65,281,59,33,31,8,62,30,,3,4.23803,1.38305,8.64365,4.20128,2.05739,1.16236,0.22124,0.107534,0.11370529234409332,,0.239304,0.287341,0.724656,4.43005,353.20000000000005,5.433846153846154,345,5.3076923076923075,-0.00513181,0.255595,0,618.1699829101562,10,AL,Hogan Harris,663687,21520,21520
LAA,Angels,1,1,0,24,0,1,,24,107,24,13,12,3,21,11,,2,4.39173,1.40795,7.90831,3.94221,2.00606,1.0238,0.200544,0.099969,0.10057462751865387,,0.249987,0.296513,0.702775,4.36156,85.30000000000001,3.554166666666667,88,3.6666666666666665,-0.00517047,-0.0352284,0,999.0,1,AL,Tayler Saucedo,642048,17888,17888
ARI,Diamondbacks,2,2,0,29,0,1,,29,128,28,15,13,3,27,13,,1,4.12022,1.39935,8.26138,4.06333,2.03315,0.910292,0.210878,0.10372,0.10715846717357635,,0.245697,0.298268,0.716945,4.09924,120.90000000000002,4.16896551724138,122,4.206896551724138,-0.00521206,-0.0104359,0,999.0,15,NL,Kade Strowd,669704,26191,26191
STL,Cardinals,3,3,0,51,0,7,,51,226,51,27,25,5,41,24,,3,4.44082,1.46173,7.22804,4.20809,1.71765,0.861104,0.181664,0.105763,0.07590120285749435,,0.254642,0.298959,0.696951,4.32288,212.30000000000004,4.162745098039217,219,4.294117647058823,-0.005357,-0.0632301,0,999.0,28,NL,Chris Roycroft,688297,31261,31261
SFG,Giants,1,1,0,15,0,1,,15,63,15,7,7,2,11,5,,1,4.01124,1.35301,6.8271,2.92726,2.33225,0.981708,0.176193,0.0755464,0.10064685344696045,,0.261002,0.299234,0.723621,4.13866,55.400000000000006,3.693333333333334,57,3.8,-0.00543326,0.0101732,0,999.0,30,NL,Reiver Sanmartin,665665,19754,19754
SFG,Giants,0,0,0,13,0,1,,13,72,12,7,6,2,15,7,,1,4.37852,1.5485,10.6526,5.23287,2.03571,1.14803,0.210721,0.103512,0.1072087436914444,,0.19399,0.228502,0.71243,4.32173,50.39999999999999,3.8769230769230765,49,3.769230769230769,-0.00571897,-0.0203111,0,999.0,30,NL,Juan Sanchez,678738,sa3005444,sa3005444
MIL,Brewers,1,2,0,24,0,1,,24,102,24,13,12,3,19,7,,1,4.53158,1.35401,7.09894,2.83438,2.50458,1.20022,0.182701,0.0729468,0.1097545325756073,,0.263119,0.299218,0.691091,4.39583,96.30000000000001,4.0125,99,4.125,-0.00615663,-0.0331771,0,999.0,23,NL,Jake Woodford,663765,18674,18674
TOR,Blue Jays,1,1,0,18,0,1,,18,77,17,9,9,2,17,9,,1,4.3327,1.42447,8.42679,4.3501,1.93715,1.13683,0.213449,0.110187,0.10326184332370758,,0.244377,0.292204,0.722328,4.51096,72.40000000000002,4.022222222222223,72,4.0,-0.00647069,-0.00844376,0,999.0,14,AL,Adam Macko,671936,sa3011555,sa3011555
MIA,Marlins,3,3,0,51,0,6,,51,219,47,26,24,7,51,21,,2,4.2978,1.34145,8.93097,3.78339,2.36058,1.26964,0.231094,0.0978971,0.13319657742977142,,0.240422,0.28914,0.718906,4.37335,226.10000000000008,4.4333333333333345,221,4.333333333333333,-0.00666694,-0.00411935,0,999.0,20,NL,Lake Bachar,669199,19222,19222
PIT,Pirates,0,0,0,8,0,1,,8,35,8,4,4,1,6,3,,1,4.63952,1.40275,7.255,3.28419,2.20907,1.09484,0.183455,0.0830464,0.10040867328643799,,0.262888,0.303367,0.683539,4.44299,30.100000000000005,3.7625000000000006,31,3.875,-0.0069535,0.00236319,0,999.0,27,NL,Michael Darrell-Hicks,690382,31501,31501
KCR,Royals,1,1,0,12,0,1,,12,52,11,6,6,1,12,6,,1,4.49836,1.44353,8.87784,4.75999,1.8651,1.07109,0.223216,0.119681,0.10353560745716095,,0.239145,0.292598,0.70502,4.49293,54.90000000000001,4.575000000000001,54,4.5,-0.00700155,0.000925905,0,999.0,7,AL,Eric Cerantola,672021,sa3017914,sa3017914
PHI,Phillies,1,1,0,30,0,1,,30,129,30,16,15,4,24,9,,1,4.43867,1.30001,7.01167,2.74582,2.55358,1.23708,0.183737,0.0719526,0.11178433895111084,,0.254787,0.286933,0.689741,4.36959,116.80000000000001,3.8933333333333335,120,4.0,-0.00768963,-0.0223553,0,999.0,26,NL,Max Lazar,676661,23426,23426
CIN,Reds,1,1,0,12,0,1,,12,52,11,7,6,2,12,6,,1,4.77332,1.45955,8.78784,4.74945,1.85029,1.24469,0.220434,0.119135,0.10129871219396591,,0.242549,0.29098,0.697558,4.74339,42.600000000000016,3.550000000000001,41,3.4166666666666665,-0.00780316,-0.0202993,0,999.0,18,NL,Josh Staumont,622251,18335,18335
TOR,Blue Jays,1,1,0,16,0,1,,16,68,15,9,8,2,14,6,,0,4.55512,1.38713,7.81144,3.60584,2.16633,1.30832,0.201064,0.092813,0.10825090855360031,,0.253173,0.291732,0.707153,4.54979,68.80000000000001,4.300000000000001,68,4.25,-0.00782555,-0.0384917,0,999.0,14,AL,Jake Bloss,814005,33168,33168
ARI,Diamondbacks,1,2,0,24,0,1,,24,102,23,12,11,3,21,10,,1,4.10676,1.37321,8.1774,3.75383,2.17841,1.00383,0.210098,0.0964456,0.11365281790494919,,0.247306,0.296762,0.720774,4.14349,93.90000000000002,3.912500000000001,94,3.9166666666666665,-0.00805428,0.00386396,0,999.0,15,NL,Drey Jameson,686753,26260,26260
MIN,Twins,1,1,0,27,0,1,,27,118,25,15,13,4,27,12,,1,4.41184,1.34099,8.93192,3.81258,2.34275,1.29996,0.231158,0.0986697,0.13248858600854874,,0.239687,0.287282,0.709676,4.42582,104.60000000000002,3.874074074074075,102,3.7777777777777777,-0.00828939,-0.0529279,0,999.0,8,AL,Drew Smith,622098,17755,17755
BOS,Red Sox,1,1,0,12,0,1,,12,51,12,7,6,2,10,5,,1,4.6644,1.40082,7.43473,3.57618,2.07896,1.26624,0.188966,0.0908949,0.09807152301073074,,0.256413,0.292793,0.695672,4.68632,39.000000000000014,3.2500000000000013,40,3.3333333333333335,-0.00857638,-0.0266628,0,999.0,3,AL,Seth Martinez,661527,21045,21045
CHC,Cubs,1,1,0,22,0,1,,22,92,21,11,10,3,19,7,,1,4.27057,1.29539,7.74395,2.94602,2.62861,1.23928,0.202119,0.076892,0.125227190554142,,0.249623,0.288325,0.707064,4.34144,89.30000000000001,4.0590909090909095,89,4.045454545454546,-0.0092299,-0.00591772,0,999.0,17,NL,Trent Thornton,663423,17948,17948
PIT,Pirates,1,1,0,14,0,1,,14,60,14,8,7,2,12,5,,1,4.55819,1.38728,7.71481,3.58152,2.15406,1.17294,0.19681,0.0913667,0.10544297844171524,,0.253718,0.295007,0.694519,4.48344,52.6,3.757142857142857,54,3.857142857142857,-0.00932745,-0.0257053,0,999.0,27,NL,Wilber Dotel,696062,sa3015163,sa3015163
NYY,Yankees,1,1,0,24,0,1,,24,102,21,13,12,3,22,11,,1,4.40849,1.39187,8.39188,4.32179,1.94176,1.15444,0.214576,0.110506,0.1040702760219574,,0.238553,0.283741,0.708942,4.50917,98.10000000000002,4.087500000000001,93,3.875,-0.00952554,-0.0444212,0,999.0,9,AL,Rafael Montero,606160,12760,12760
DET,Tigers,0,1,0,8,0,1,,8,34,7,4,4,1,7,4,,0,4.68205,1.4003,8.0859,4.24981,1.90265,1.30312,0.207123,0.108861,0.0982627421617508,,0.241813,0.280267,0.697096,4.71926,34.7,4.3375,33,4.125,-0.00972954,-0.00269414,0,999.0,6,AL,Colin Poche,621363,19403,19403
SDP,Padres,1,1,0,8,0,1,,8,35,8,4,4,1,6,4,,1,4.36896,1.44366,7.11182,4.09127,1.73829,1.04229,0.178719,0.102813,0.0759059339761734,,0.253669,0.291763,0.714779,4.62746,27.100000000000005,3.3875000000000006,28,3.5,-0.00987679,-0.00467774,0,999.0,29,NL,Francis Peña,800212,sa3019374,sa3019374
CHC,Cubs,0,1,0,8,0,1,,8,34,7,4,4,1,8,4,,0,4.49893,1.39451,8.751,4.14655,2.11043,1.32907,0.22418,0.106225,0.1179552972316742,,0.242934,0.288611,0.716608,4.59075,36.7,4.5875,35,4.375,-0.00996188,-0.0021519,0,999.0,17,NL,Vince Velasquez,592826,11189,11189
SEA,Mariners,0,1,2,2,0,0,,9,37,10,5,5,2,4,2,,0,5.27581,1.40802,4.58348,2.29176,1.99999,1.68302,0.117051,0.0585261,0.05852528661489487,,0.283847,0.287005,0.672511,5.4101,18.000000000000007,2.000000000000001,21,2.3333333333333335,-0.0101582,0.0196816,1,999.0,11,AL,Casey Lawrence,596271,11121,11121
