Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,MLBAMID,playerids,PlayerId
LAD,Dodgers,0.0471,0.0731,0.1654,0.2224,0.0,0.0,,1.0,4.458,1.0769,0.6191,0.58087,0.169333,0.693,0.4273,,0.0415,5.22783,1.5042,6.237,3.8457,1.62181,1.524,0.155451,0.0958502,0.05960071086883545,,0.269954,0.290248,0.698506,5.35687,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0575,999.0,22.0,NL,Justin Jarvis,680691.0,sa3007775,sa3007775
,,0.0482,0.0734,0.1754,0.1754,0.0,0.0,,1.0,4.446,1.036,0.6136,0.57805,0.177556,0.77,0.4393,,0.0465,5.20245,1.4753,6.93,3.9537,1.75279,1.598,0.173189,0.0988079,0.07438145577907562,,0.261603,0.284947,0.702441,5.36076,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0622,999.0,-1.0,,Chris Kachmar,690148.0,sa1170503,sa1170503
DET,Tigers,0.0449,0.0732,0.1484,0.3024,0.0,0.0,,1.0,4.576,1.0773,0.6267,0.58347,0.135667,0.6795,0.5612,,0.046,5.25123,1.6385,6.1155,5.0508,1.2108,1.221,0.148492,0.12264,0.025852270424365997,,0.271442,0.298587,0.698484,5.3614,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.051,999.0,6.0,AL,Kelvis Salcedo,808383.0,sa3021531,sa3021531
ATH,Athletics,0.0484,0.0682,0.1386,0.3486,0.0,0.0,,1.0,4.394,1.0695,0.613,0.57795,0.187,0.707,0.354,,0.0498,5.20155,1.4235,6.363,3.186,1.99718,1.683,0.160901,0.0805644,0.08033683151006699,,0.268032,0.285027,0.697684,5.36354,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.047,999.0,10.0,AL,Jorge Marcheco,703420.0,sa3018025,sa3018025
CHW,White Sox,0.0451,0.0691,0.1202,0.4352,0.0,0.0,,1.0,4.517,0.9977,0.5927,0.555,0.157444,0.8262,0.5713,,0.0405,4.995,1.569,7.4358,5.1417,1.44618,1.417,0.182909,0.126478,0.05643124878406525,,0.25548,0.287606,0.723948,5.36491,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0426,999.0,4.0,AL,Tommy Vail,694761.0,sa3023413,sa3023413
,,0.0467,0.0735,0.166,0.22,0.0,0.0,,1.0,4.445,1.087,0.6249,0.58841,0.178667,0.7019,0.3917,,0.0454,5.29569,1.4787,6.3171,3.5253,1.79193,1.608,0.157908,0.0881215,0.06978627294301987,,0.271214,0.29045,0.694956,5.3653,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0566,999.0,-1.0,,Jairo Solis,672810.0,sa3003037,sa3003037
TBR,Rays,0.045,0.0766,0.1754,0.1754,0.0,0.0,,1.0,4.45,1.0848,0.6206,0.58244,0.172444,0.6762,0.4029,,0.0443,5.24196,1.4877,6.0858,3.6261,1.67833,1.552,0.151955,0.0905393,0.06141572445631027,,0.27101,0.289255,0.695752,5.36611,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0614,999.0,12.0,AL,Garrett Edwards,801435.0,sa3024980,sa3024980
CHW,White Sox,0.0458,0.0741,0.1626,0.2356,0.0,0.0,,1.0,4.496,1.081,0.6041,0.56342,0.155556,0.6726,0.4743,,0.0439,5.07078,1.5553,6.0534,4.2687,1.41809,1.4,0.1496,0.105494,0.04410586506128311,,0.271758,0.293825,0.711166,5.36676,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0595,999.0,4.0,AL,Grant Umberger,802359.0,sa3067156,sa3067156
,,0.0475,0.0695,0.1423,0.3313,0.0,0.0,,1.0,4.504,1.0449,0.6035,0.56459,0.155,0.7196,0.4997,,0.0525,5.08131,1.5446,6.4764,4.4973,1.44006,1.395,0.159769,0.110946,0.048823267221450806,,0.264411,0.289191,0.708873,5.36754,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0505,999.0,-1.0,,Luis Angel Rodriguez,678296.0,sa3005435,sa3005435
,,0.0481,0.073,0.1719,0.1919,0.0,0.0,,1.0,4.526,1.122,0.6314,0.58811,0.150333,0.6186,0.4634,,0.0419,5.29299,1.5854,5.5674,4.1706,1.33492,1.353,0.136677,0.102386,0.03429076820611954,,0.279056,0.298812,0.693852,5.36817,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0591,999.0,,,Jorge Bautista,682926.0,sa3008406,sa3008406
,,0.0456,0.0701,0.1318,0.3808,0.0,0.0,,1.0,4.564,1.0806,0.622,0.5776,0.133556,0.6617,0.5515,,0.0567,5.1984,1.6321,5.9553,4.9635,1.19982,1.202,0.144982,0.120837,0.02414548397064209,,0.273169,0.299646,0.698972,5.37256,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0447,999.0,-1.0,,Ike Buxton,702034.0,sa3020180,sa3020180
NYM,Mets,0.0505,0.07,0.1689,0.2059,0.0,0.0,,1.0,4.548,1.0422,0.6058,0.5621,0.136444,0.6952,0.5731,,0.0457,5.0589,1.6153,6.2568,5.1579,1.21305,1.228,0.152858,0.126011,0.026846975088119507,,0.265245,0.29241,0.70878,5.37491,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0622,999.0,25.0,NL,Noah Hall,801801.0,sa3023416,sa3023416
STL,Cardinals,0.0455,0.0755,0.1712,0.1952,0.0,0.0,,1.0,4.539,1.096,0.625,0.58222,0.144,0.6428,0.5112,,0.0408,5.23998,1.6072,5.7852,4.6008,1.25743,1.296,0.141617,0.112624,0.028993159532546997,,0.274893,0.297481,0.698776,5.37754,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0599,999.0,28.0,NL,Yhoiker Fajardo,823369.0,sa3024273,sa3024273
COL,Rockies,0.0416,0.0803,0.1754,0.1754,0.0,0.0,,1.0,4.523,1.2064,0.6773,0.63382,0.163667,0.6065,0.396,,0.0468,5.70438,1.6024,5.4585,3.564,1.53157,1.473,0.134092,0.0875525,0.046539925038814545,,0.295672,0.315022,0.673649,5.3782,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0525,999.0,19.0,NL,Jack Mahoney,694968.0,sa3023157,sa3023157
ATL,Braves,0.0482,0.0733,0.1754,0.1754,0.0,0.0,,1.0,4.558,1.0844,0.6396,0.59792,0.149556,0.7306,0.5343,,0.0524,5.38128,1.6187,6.5754,4.8087,1.3674,1.346,0.16029,0.117222,0.04306712746620178,,0.273059,0.302427,0.694731,5.37826,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0588,999.0,16.0,NL,Cedric De Grandpre,678142.0,sa3020315,sa3020315
DET,Tigers,0.045,0.0749,0.1619,0.2389,0.0,0.0,,1.0,4.531,1.0803,0.6297,0.58962,0.154333,0.6895,0.4926,,0.0461,5.30658,1.5729,6.2055,4.4334,1.39972,1.389,0.152174,0.108718,0.04345618933439255,,0.270596,0.294101,0.695148,5.37857,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0549,999.0,6.0,AL,Lucas Elissalt,827640.0,sa3067134,sa3067134
DET,Tigers,0.0449,0.0763,0.1725,0.1895,0.0,0.0,,1.0,4.555,1.1381,0.6334,0.58809,0.135333,0.5546,0.4851,,0.0468,5.29281,1.6232,4.9914,4.3659,1.14327,1.218,0.121756,0.106498,0.015257954597473145,,0.282891,0.300845,0.690365,5.38097,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0593,999.0,6.0,AL,Rayner Castillo,698982.0,sa3015487,sa3015487
ATH,Athletics,0.0478,0.0726,0.1667,0.2167,0.0,0.0,,1.0,4.493,1.1262,0.6354,0.59296,0.156333,0.6164,0.4463,,0.0369,5.33664,1.5725,5.5476,4.0167,1.38113,1.407,0.137191,0.0993323,0.03785889595746994,,0.280862,0.299613,0.692285,5.38427,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0561,999.0,10.0,AL,Kyle Robinson,701836.0,sa3025537,sa3025537
,,0.0462,0.0739,0.1646,0.2266,0.0,0.0,,1.0,4.446,1.1207,0.6292,0.59069,0.174778,0.6292,0.3726,,0.0399,5.31621,1.4933,5.6628,3.3534,1.68867,1.573,0.14152,0.0838057,0.0577147901058197,,0.277848,0.292899,0.692049,5.38635,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0555,999.0,-1.0,,Aaron Brown,676345.0,sa3017500,sa3017500
MIN,Twins,0.0459,0.0757,0.1754,0.1754,0.0,0.0,,1.0,4.577,1.0767,0.635,0.59528,0.147889,0.7348,0.5571,,0.0428,5.35752,1.6338,6.6132,5.0139,1.31897,1.331,0.160542,0.121717,0.03882455825805664,,0.270725,0.300158,0.70005,5.38779,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0592,999.0,8.0,AL,Garrett Horn,701718.0,sa3034093,sa3034093
BAL,Orioles,0.0491,0.0719,0.1721,0.1911,0.0,0.0,,1.0,4.557,1.0915,0.6277,0.58573,0.148444,0.7048,0.5365,,0.0413,5.27157,1.628,6.3432,4.8285,1.3137,1.336,0.154663,0.117731,0.036932192742824554,,0.274301,0.301686,0.704348,5.38871,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0596,999.0,2.0,AL,Sebastian Gongora,807792.0,sa3025644,sa3025644
HOU,Astros,0.0473,0.0725,0.1616,0.2406,0.0,0.0,,1.0,4.528,1.0313,0.6312,0.59199,0.160556,0.8155,0.5558,,0.0443,5.32791,1.5871,7.3395,5.0022,1.46725,1.445,0.180102,0.122747,0.05735424906015396,,0.262558,0.294983,0.70167,5.39166,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0541,999.0,21.0,AL,Alex Santos II,691012.0,sa3014684,sa3014684
,,0.046,0.0756,0.1754,0.1754,0.0,0.0,,1.0,4.507,1.0926,0.6369,0.59777,0.167111,0.7137,0.453,,0.0514,5.37993,1.5456,6.4233,4.077,1.5755,1.504,0.158354,0.10051,0.05784334987401962,,0.272973,0.296461,0.692794,5.39338,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0588,999.0,-1.0,,Bryan Garcia,650530.0,19457,19457
STL,Cardinals,0.0459,0.0751,0.1704,0.1994,0.0,0.0,,1.0,4.551,1.1102,0.6205,0.57509,0.133333,0.5787,0.5184,,0.043,5.17581,1.6286,5.2083,4.6656,1.11632,1.2,0.127159,0.113909,0.01324983686208725,,0.278274,0.298046,0.699131,5.39527,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0607,999.0,28.0,NL,Jason Savacool,691013.0,sa3022856,sa3022856
,,0.0473,0.0743,0.1754,0.1754,0.0,0.0,,1.0,4.439,1.1338,0.6232,0.5847,0.177556,0.6067,0.3598,,0.0294,5.2623,1.4936,5.4603,3.2382,1.68621,1.598,0.136675,0.0810543,0.05562063306570053,,0.279964,0.292829,0.699104,5.39756,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.061,999.0,-1.0,,Zach Plesac,668676.0,19979,19979
,,0.0459,0.0758,0.1754,0.1754,0.0,0.0,,1.0,4.474,1.0991,0.6383,0.60081,0.177,0.703,0.411,,0.0449,5.40729,1.5101,6.327,3.699,1.71046,1.593,0.15713,0.0918641,0.06526598334312439,,0.273537,0.29384,0.690644,5.39784,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0583,999.0,-1.0,,Aníbal Sánchez,434671.0,3284,3284
HOU,Astros,0.0466,0.071,0.1461,0.3131,0.0,0.0,,1.0,4.489,1.0819,0.6338,0.59429,0.167556,0.7183,0.462,,0.0455,5.34861,1.5439,6.4647,4.158,1.55476,1.508,0.160013,0.102918,0.057095110416412354,,0.271732,0.295365,0.695092,5.39926,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0484,999.0,21.0,AL,Brett Gillis,702094.0,sa3020110,sa3020110
ATL,Braves,0.0472,0.0725,0.1621,0.2381,0.0,0.0,,1.0,4.503,1.1311,0.6439,0.60342,0.164333,0.6507,0.4347,,0.0417,5.43078,1.5658,5.8563,3.9123,1.49689,1.479,0.144504,0.0965357,0.04796801507472992,,0.280907,0.301027,0.690183,5.39927,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0528,999.0,16.0,NL,Owen Hackman,813706.0,sa3025349,sa3025349
ATH,Athletics,0.0478,0.0719,0.1621,0.2381,0.0,0.0,,1.0,4.512,1.0926,0.6321,0.59018,0.153556,0.6696,0.492,,0.044,5.31162,1.5846,6.0264,4.428,1.36098,1.382,0.148404,0.109043,0.03936170041561127,,0.274799,0.29784,0.695447,5.40016,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0547,999.0,10.0,AL,Corey Avant,813895.0,sa3023137,sa3023137
TEX,Rangers,0.0464,0.0737,0.1639,0.2299,0.0,0.0,,1.0,4.559,1.0749,0.6305,0.58822,0.146222,0.71,0.5173,,0.0787,5.29398,1.5922,6.39,4.6557,1.37251,1.316,0.155736,0.113468,0.04226803034543991,,0.271234,0.29892,0.693123,5.40403,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0557,999.0,13.0,AL,D.J. McCarty,695769.0,sa3015222,sa3015222
,,0.045,0.0701,0.1263,0.4063,0.0,0.0,,1.0,4.445,1.1343,0.6291,0.59025,0.173889,0.5945,0.3543,,0.0451,5.31225,1.4886,5.3505,3.1887,1.67796,1.565,0.133746,0.0797075,0.054038241505622864,,0.280379,0.293057,0.690275,5.40489,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0412,999.0,-1.0,,Kevin Miranda,806656.0,sa3020757,sa3020757
TEX,Rangers,0.0462,0.0745,0.1693,0.2043,0.0,0.0,,1.0,4.471,1.1511,0.6351,0.59368,0.165889,0.5752,0.3806,,0.0406,5.34312,1.5317,5.1768,3.4254,1.5113,1.493,0.128651,0.0851264,0.043524935841560364,,0.284236,0.297763,0.689981,5.40489,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.057,999.0,13.0,AL,Ben Anderson,670391.0,sa3010560,sa3010560
BOS,Red Sox,0.0446,0.0771,0.1754,0.1754,0.0,0.0,,1.0,4.556,1.1121,0.6562,0.61434,0.151222,0.6837,0.5102,,0.0481,5.52906,1.6223,6.1533,4.5918,1.34006,1.361,0.150066,0.111984,0.03808164596557617,,0.278185,0.303808,0.684891,5.40853,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0559,999.0,3.0,AL,Juan Valera,813536.0,sa3021570,sa3021570
ARI,Diamondbacks,0.0459,0.0727,0.1528,0.2818,0.0,0.0,,1.0,4.622,1.0693,0.6469,0.60348,0.130556,0.726,0.6363,,0.04,5.43132,1.7056,6.534,5.7267,1.14097,1.175,0.157075,0.137668,0.019407182931900024,,0.271004,0.303885,0.695222,5.40926,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0492,999.0,15.0,NL,Wellington Aracena,800286.0,sa3019265,sa3019265
CIN,Reds,0.0464,0.075,0.174,0.182,0.0,0.0,,1.0,4.514,1.0687,0.627,0.58509,0.161444,0.74,0.5056,,0.0471,5.26581,1.5743,6.66,4.5504,1.46361,1.453,0.163934,0.112007,0.051927343010902405,,0.269785,0.296503,0.7026,5.41201,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0604,999.0,18.0,NL,Kevin Abel,674265.0,sa3017879,sa3017879
,,0.0461,0.0739,0.1637,0.2307,0.0,0.0,,1.0,4.418,1.1125,0.6305,0.59512,0.190111,0.6652,0.3398,,0.0393,5.35608,1.4523,5.9868,3.0582,1.95762,1.711,0.150566,0.0769126,0.07365323603153229,,0.275446,0.289732,0.692833,5.41348,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0546,999.0,-1.0,,Tommy Parsons,682418.0,sa3007624,sa3007624
CIN,Reds,0.0447,0.0682,0.1095,0.4855,0.0,0.0,,1.0,4.481,1.0936,0.6191,0.57981,0.172556,0.7049,0.4491,,0.0327,5.21829,1.5427,6.3441,4.0419,1.56958,1.553,0.157309,0.100223,0.05708547681570053,,0.273455,0.295042,0.709849,5.41396,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0356,999.0,18.0,NL,Nate Peterson,685396.0,sa3020804,sa3020804
SFG,Giants,0.0437,0.0774,0.1712,0.1952,0.0,0.0,,1.0,4.524,1.1246,0.638,0.59604,0.155,0.5982,0.4474,,0.0396,5.36436,1.572,5.3838,4.0266,1.33706,1.395,0.132228,0.0988948,0.03333333879709244,,0.278573,0.295268,0.689299,5.41474,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0575,999.0,30.0,NL,Yunior Marte,805074.0,sa3018367,sa3018367
LAA,Angels,0.0432,0.0767,0.1623,0.2373,0.0,0.0,,1.0,4.47,1.06,0.6268,0.58941,0.175667,0.7583,0.4635,,0.041,5.30469,1.5235,6.8247,4.1715,1.63603,1.581,0.169642,0.103691,0.06595078110694885,,0.267306,0.291712,0.701881,5.4157,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0548,999.0,1.0,AL,Ryan Costeiu,695065.0,sa3017260,sa3017260
MIL,Brewers,0.0463,0.0753,0.1754,0.1754,0.0,0.0,,1.0,4.482,1.0888,0.6238,0.58297,0.162889,0.657,0.4353,,0.0577,5.24673,1.5241,5.913,3.9177,1.5093,1.466,0.146586,0.0971218,0.049464523792266846,,0.272951,0.292167,0.694646,5.41769,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0613,999.0,23.0,NL,Brett Wichrowski,814489.0,sa3023366,sa3023366
,,0.0472,0.0743,0.1754,0.1754,0.0,0.0,,1.0,4.458,1.0936,0.6238,0.58488,0.170667,0.6474,0.4043,,0.0487,5.26392,1.4979,5.8266,3.6387,1.60129,1.536,0.145222,0.0906909,0.05453117936849594,,0.273059,0.289599,0.6943,5.418,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.061,999.0,-1.0,,Wilkel Hernandez,665859.0,sa918026,sa918026
CHC,Cubs,0.0479,0.0737,0.1754,0.1754,0.0,0.0,,1.0,4.5,1.0852,0.6255,0.58349,0.153556,0.6492,0.4727,,0.0557,5.25141,1.5579,5.8428,4.2543,1.37339,1.382,0.144267,0.105044,0.039222218096256256,,0.27324,0.294001,0.694307,5.41816,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0613,999.0,17.0,NL,Erian Rodriguez,701477.0,sa3019625,sa3019625
,,0.0463,0.0734,0.1614,0.2414,0.0,0.0,,1.0,4.451,1.1011,0.627,0.58895,0.175333,0.6512,0.3975,,0.0381,5.30055,1.4986,5.8608,3.5775,1.63824,1.578,0.146304,0.0893058,0.056998416781425476,,0.274219,0.290312,0.695537,5.41887,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0546,999.0,-1.0,,Nick Payero,809579.0,sa3022956,sa3022956
BAL,Orioles,0.0464,0.0685,0.1253,0.4113,0.0,0.0,,1.0,4.494,1.084,0.6366,0.59874,0.175222,0.7481,0.4581,,0.0426,5.38866,1.5421,6.7329,4.1229,1.63305,1.577,0.166466,0.101936,0.06453048437833786,,0.271455,0.296021,0.698263,5.41893,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0395,999.0,2.0,AL,Michael Caldon,828511.0,sa3067147,sa3067147
SDP,Padres,0.0472,0.074,0.1726,0.1886,0.0,0.0,,1.0,4.496,1.0519,0.6177,0.57878,0.163778,0.7287,0.4854,,0.0525,5.20902,1.5373,6.5583,4.3686,1.50124,1.474,0.162077,0.107963,0.054114773869514465,,0.265759,0.289704,0.703052,5.42055,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0609,999.0,29.0,NL,Victor Lizarraga,694205.0,sa3015220,sa3015220
SFG,Giants,0.0428,0.0752,0.1482,0.3032,0.0,0.0,,1.0,4.587,1.1018,0.6424,0.59942,0.143,0.6587,0.5386,,0.0431,5.39478,1.6404,5.9283,4.8474,1.22299,1.287,0.143601,0.117419,0.02618267387151718,,0.275086,0.299288,0.692959,5.42184,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0487,999.0,30.0,NL,Keyner Martinez,815212.0,sa3023631,sa3023631
MIN,Twins,0.0444,0.0773,0.1754,0.1754,0.0,0.0,,1.0,4.577,1.1105,0.6508,0.60856,0.146444,0.6758,0.5281,,0.0502,5.47704,1.6386,6.0822,4.7529,1.27968,1.318,0.147651,0.115381,0.03227004408836365,,0.277715,0.3035,0.689045,5.42221,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0569,999.0,8.0,AL,Charlee Soto,805792.0,sa3023450,sa3023450
BAL,Orioles,0.049,0.0725,0.1754,0.1754,0.0,0.0,,1.0,4.566,1.1119,0.6305,0.58701,0.144,0.6505,0.5263,,0.0462,5.28309,1.6382,5.8545,4.7367,1.23599,1.296,0.142466,0.115265,0.027201049029827118,,0.278427,0.302563,0.701448,5.42364,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0606,999.0,2.0,AL,Boston Bateman,815348.0,sa3067145,sa3067145
CHW,White Sox,0.0463,0.0753,0.1754,0.1754,0.0,0.0,,1.0,4.545,1.018,0.6037,0.56369,0.151556,0.7865,0.5768,,0.0538,5.07321,1.5948,7.0785,5.1912,1.36356,1.364,0.173047,0.126909,0.046138614416122437,,0.260065,0.29111,0.716826,5.42416,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0647,999.0,4.0,AL,Christian Oppor,803291.0,sa3022950,sa3022950
BAL,Orioles,0.0481,0.073,0.1726,0.1886,0.0,0.0,,1.0,4.521,1.0974,0.6381,0.59657,0.161,0.6988,0.4877,,0.0436,5.36913,1.5851,6.2892,4.3893,1.43285,1.449,0.154568,0.107874,0.04669322073459625,,0.275058,0.299179,0.696477,5.42444,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0578,999.0,2.0,AL,Zach Fruit,688396.0,sa3023507,sa3023507
,,0.0472,0.0744,0.1754,0.1754,0.0,0.0,,1.0,4.439,1.1097,0.6239,0.58826,0.184444,0.6542,0.3639,,0.037,5.29434,1.4736,5.8878,3.2751,1.79775,1.66,0.147376,0.0819779,0.06539762020111084,,0.274807,0.289192,0.699124,5.42721,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0604,999.0,-1.0,,Tommy Milone,543548.0,7608,7608
PIT,Pirates,0.0443,0.0773,0.174,0.182,0.0,0.0,,1.0,4.513,1.1496,0.6427,0.60074,0.154333,0.5568,0.4163,,0.0505,5.40666,1.5659,5.0112,3.7467,1.3375,1.389,0.123377,0.0922446,0.0311322882771492,,0.284118,0.298425,0.683936,5.42827,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0577,999.0,27.0,NL,Hung-Leng Chang,800213.0,sa3019518,sa3019518
NYY,Yankees,0.0508,0.0703,0.1735,0.1845,0.0,0.0,,1.0,4.56,1.018,0.602,0.56203,0.153556,0.7868,0.5781,,0.0465,5.05827,1.5961,7.0812,5.2029,1.36101,1.382,0.172544,0.126776,0.04576754570007324,,0.258678,0.288625,0.719777,5.43156,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0642,999.0,9.0,AL,Xavier Rivas,814392.0,sa3040812,sa3040812
ARI,Diamondbacks,0.0451,0.0763,0.1733,0.1853,0.0,0.0,,1.0,4.568,1.1346,0.6632,0.62163,0.149556,0.6393,0.4985,,0.046,5.59467,1.6331,5.7537,4.4865,1.28245,1.346,0.139952,0.109129,0.03082311898469925,,0.281993,0.304529,0.681242,5.43426,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0539,999.0,15.0,NL,Chung-Hsiang Huang,829473.0,sa3067525,sa3067525
STL,Cardinals,0.0451,0.0766,0.1754,0.1754,0.0,0.0,,1.0,4.564,1.1482,0.6314,0.58485,0.131556,0.5194,0.4882,,0.0544,5.26365,1.6364,4.6746,4.3938,1.06391,1.184,0.113804,0.106968,0.006836108863353729,,0.285522,0.301635,0.692043,5.43436,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.061,999.0,28.0,NL,Leonel Sequera,800320.0,sa3019268,sa3019268
CHW,White Sox,0.0434,0.0704,0.117,0.45,0.0,0.0,,1.0,4.512,1.0707,0.6158,0.57496,0.157444,0.6905,0.4876,,0.0577,5.17464,1.5583,6.2145,4.3884,1.41612,1.417,0.153036,0.108067,0.04496898502111435,,0.269922,0.292827,0.704474,5.43681,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0398,999.0,4.0,AL,Aldrin Batista,702881.0,sa3019119,sa3019119
,,0.0453,0.0763,0.1754,0.1754,0.0,0.0,,1.0,4.517,1.0615,0.6441,0.60588,0.165889,0.7517,0.4948,,0.0552,5.45292,1.5563,6.7653,4.4532,1.5192,1.493,0.166416,0.109542,0.056874021887779236,,0.267583,0.2937,0.688944,5.43829,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0574,999.0,-1.0,,Justin Dunn,643290.0,19268,19268
KCR,Royals,0.0468,0.0748,0.1754,0.1754,0.0,0.0,,1.0,4.558,1.1209,0.6409,0.59853,0.147444,0.6376,0.5123,,0.0424,5.38677,1.6332,5.7384,4.6107,1.24458,1.327,0.139886,0.112396,0.027490131556987762,,0.279994,0.302479,0.695483,5.44081,3.8000000000000003,3.8000000000000003,4,4.0,-0.000381896,-0.00121267,0.0586,999.0,7.0,AL,David Shields,815789.0,sa3067433,sa3067433
ATH,Athletics,0.0487,0.0722,0.1707,0.1977,0.0,0.0,,1.0,4.481,1.0538,0.6278,0.58958,0.170333,0.7388,0.472,,0.052,5.30622,1.5258,6.6492,4.248,1.56525,1.533,0.164874,0.105334,0.0595402792096138,,0.266313,0.289864,0.697566,5.44387,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0582,999.0,10.0,AL,Yunior Tur,814305.0,sa3021045,sa3021045
ARI,Diamondbacks,0.0452,0.0765,0.1754,0.1754,0.0,0.0,,1.0,4.568,1.1449,0.6631,0.62051,0.146778,0.6066,0.4952,,0.0432,5.58459,1.6401,5.4594,4.4568,1.22496,1.321,0.132793,0.108406,0.024387039244174957,,0.284122,0.304656,0.681021,5.44525,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0548,999.0,15.0,NL,Ashton Izzi,802416.0,sa3022230,sa3022230
PHI,Phillies,0.0475,0.0718,0.1593,0.2513,0.0,0.0,,1.0,4.421,1.0834,0.6216,0.58447,0.184,0.6769,0.3742,,0.0504,5.26023,1.4576,6.0921,3.3678,1.80893,1.656,0.15311,0.0846415,0.06846868246793747,,0.271094,0.286844,0.696667,5.44714,6.800000000000001,6.800000000000001,7,7.0,-0.000381896,-0.00121267,0.0543,999.0,26.0,NL,Estibenzon Jimenez,693732.0,sa3015983,sa3015983
