Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"PJ Poulin","WSN",2.15463,2.03616,0,4.07971,56.947,0,2,11.8324,,58.0629,249.602,51.3768,28.32,26.32,6.32012,23.7829,1.92694,4.36853,57.0613,8.84474,3.68645,2.39926,0.979646,0.228609,0.0952831,0.13332580775022507,0.232001,1.29445,0.285044,0.706358,,,4.03921,0.335444,0.23607,999,,,,,,,310.80000000000007,5.358620689655174,300,5.172413793103448,,,,,,,,,,,,,,,,,,,"PJ Poulin","23394",676571
"Juan Morillo","ARI",1.65991,1.34406,0,4.13062,46.986,0,0,6.5782,,46.562,201.044,42.8679,22.86,21.37,4.52079,20.8954,1.37831,1.39692,43.2958,8.36868,4.03888,2.07203,0.873826,0.215355,0.103934,0.11142101883888245,0.239819,1.36943,0.292872,0.712177,,,3.97392,0.327314,0.159468,999,,,,,,,222.5,4.73404255319149,218,4.638297872340425,,,,,,,,,,,,,,,,,,,"Juan Morillo","21924",666661
"Carlos Rodriguez","MIL",1.26953,1.37036,0,3.9576,22.826,1.857,0,0.6044,,31.9057,135.229,26.5923,14.99,14.03,3.93981,13.3368,0.899285,1.30298,30.8726,8.70857,3.76206,2.31484,1.11135,0.228299,0.0986241,0.12967480719089508,0.22052,1.25147,0.264087,0.724692,,,4.18171,0.326245,0.279625,999,,,,,,,141.40000000000003,4.418750000000001,132,4.125,,,,,,,,,,,,,,,,,,,"Carlos Rodriguez","30161",692230
"Ben Casparius","LAD",2.46291,1.21012,0,4.28192,45.667,0.128,0,12.9589,,53.8077,230.502,47.2217,27.38,25.6,6.72286,22.8433,1.18567,2.06836,52.4601,8.77459,3.82082,2.29652,1.12448,0.22759,0.0991022,0.12848815321922302,0.229688,1.30214,0.276617,0.703757,,,4.1984,0.323326,0.12438,999,,,,,,,272.3,5.042592592592593,260,4.814814814814815,,,,,,,,,,,,,,,,,,,"Ben Casparius","30085",676508
"DJ Herz","WSN",0.820481,1.35228,0,3.75818,18.985,1.758,0,0.6317,,28.6176,122.89,22.2384,12.78,11.95,2.78326,15.498,0.797438,1.42064,32.7427,10.2973,4.87398,2.11271,0.875311,0.26644,0.126113,0.14032705128192902,0.209854,1.31864,0.276175,0.737486,,,3.88477,0.323249,0.328671,999,,,,,,,142.5,4.913793103448276,128,4.413793103448276,,,,,,,,,,,,,,,,,,,"DJ Herz","26389",687792
"Yohan Ramírez","PIT",2.03373,1.39888,0,4.18018,45.329,0,0,9.7801,,49.627,215.5,43.7809,24.64,23.05,5.24324,21.1972,1.34911,5.52187,51.9275,9.4172,3.84417,2.44974,0.950876,0.240963,0.0983628,0.1426001340150833,0.231914,1.30933,0.292817,0.699858,,,4.03111,0.321218,0.115166,999,,,,,,,257.1,5.142,248,4.96,,,,,,,,,,,,,,,,,,,"Yohan Ramirez","19444",670990
"Sam Hentges","SFG",1.30069,1.04398,0,4.08091,33.188,0,0,0.6559,,33.4337,143.772,32.8547,16.34,15.16,3.25184,12.1747,0.636095,1.17495,32.4402,8.73256,3.27731,2.66455,0.875362,0.225637,0.0846808,0.14095570147037506,0.25191,1.34683,0.312496,0.708786,,,3.65684,0.314995,0.127239,999,,,,,,,150.50000000000006,4.560606060606062,155,4.696969696969697,,,,,,,,,,,,,,,,,,,"Sam Hentges","18548",656529
"José Suarez","ATL",1.28461,1.49292,0,4.59341,31.431,1.78,0,3.8491,,46.5145,201.056,44.6144,25.48,23.74,6.38033,17.8355,1.33866,1.91999,45.8344,8.86841,3.45095,2.56985,1.23452,0.227969,0.0887091,0.13925965130329132,0.24608,1.34259,0.296191,0.690801,,,4.22172,0.313634,0.075807,999,,,,,,,205,4.361702127659575,205,4.361702127659575,,,,,,,,,,,,,,,,,,,"Jose Suarez","19911",660761
"Cade Gibson","MIA",2.05984,1.68688,0,4.06202,54.478,0.099,0,0.6235,,60.6865,260.756,56.1026,29.4,27.39,5.36751,22.2945,1.759,5.89904,51.1451,7.58499,3.30634,2.29407,0.796019,0.196142,0.0854995,0.11064238101243973,0.241237,1.29184,0.288186,0.691243,,,3.99312,0.311532,0.294345,999,,,,,,,266.30000000000007,4.365573770491804,262,4.295081967213115,,,,,,,,,,,,,,,,,,,"Cade Gibson","31815",806188
"Andre Granillo","WSN",1.34415,1.24639,0,3.94069,34.578,0,2,6.5701,,38.8942,165.184,31.547,18.24,17.03,4.71916,17.8906,1.41075,1.07807,41.3956,9.57881,4.13984,2.31381,1.092,0.250602,0.108307,0.14229539781808853,0.215757,1.27108,0.268008,0.728392,,,4.04694,0.308847,0.24385,999,,,,,,,206.90000000000003,5.305128205128206,193,4.948717948717949,,,,,,,,,,,,,,,,,,,"Andre Granillo","29542",701552
"John Schreiber","KCR",2.59376,2.09908,0,4.3296,62.445,0,1,13.4422,,61.2805,262.991,57.7919,31.55,29.48,7.65594,22.3693,1.06436,2.81451,55.6008,8.16585,3.28528,2.48558,1.12439,0.211417,0.0850573,0.12635962665081024,0.24302,1.3081,0.287229,0.700017,,,4.17751,0.30434,-0.0127211,999,,,,,,,296.2000000000001,4.855737704918035,295,4.836065573770492,,,,,,,,,,,,,,,,,,,"John Schreiber","20020",670167
"Lucas Erceg","KCR",2.50067,1.95375,0,4.16004,59.679,0,6,11.0647,,62.4801,269.209,57.5805,30.91,28.88,6.4517,26.0782,1.29104,3.29157,55.6329,8.01369,3.75646,2.13331,0.929341,0.206653,0.0968696,0.10978341102600098,0.240079,1.33896,0.287636,0.706838,,,4.1069,0.304078,0.142806,490.70001220703125,,,,,,,333.19999999999993,5.374193548387096,331,5.338709677419355,,,,,,,,,,,,,,,,,,,"Lucas Erceg","19360",668674
"Travis Adams","MIN",1.60433,2.12269,0,4.73054,34.067,2.399,0,0.6393,,50.5503,221.207,51.7777,28.42,26.57,6.01252,19.1682,1.35754,2.20255,42.4636,7.56023,3.41272,2.21531,1.07047,0.191963,0.0866527,0.10531006753444672,0.2591,1.40347,0.302359,0.680106,,,4.26961,0.301893,-0.0155487,999,,,,,,,193.40000000000003,3.7921568627450988,202,3.9607843137254903,,,,,,,,,,,,,,,,,,,"Travis Adams","30180",701519
"Keegan Akin","BAL",2.93939,2.11568,0,4.19209,61.19,0.212,2,14.2707,,64.5787,271.816,58.4786,32.27,30.08,9.99004,20.0908,1.41086,2.20346,61.5301,8.57513,2.79995,3.0626,1.39226,0.226366,0.073913,0.1524532362818718,0.234362,1.21665,0.272404,0.716894,,,4.27627,0.301175,0.200919,999,,,,,,,331.2,5.095384615384615,319,4.907692307692308,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Spencer Turnbull",,1.64095,2.25937,1.29878,4.69146,6.362,4.975,0,0,,28.7757,125.083,28.0529,16.03,15,3.66004,11.7517,0.211531,1.48665,23.3217,7.29417,3.6755,1.98454,1.14473,0.18645,0.0939511,0.09249868243932724,0.25082,1.38327,0.287439,0.685531,,,4.54786,0.300583,0.194869,999,,,,,,,99.60000000000004,3.4344827586206907,100,3.4482758620689653,,,,,,,,,,,,,,,,,,,"Spencer Turnbull","16207",605513
