Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",8.90533,4.58257,7.95731,2.99011,19,19,0,0,,110.675,447.868,97.8372,39.64,36.77,7.281,26.3139,0.270417,2.84402,110.817,9.01152,2.13982,4.21134,0.592085,0.247432,0.0587537,0.18867813795804977,0.233664,1.12176,0.30124,0.741601,,,2.74542,3.21915,3.05702,24.75,,,,,,,615.5,5.545045045045045,599,5.396396396396397,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Paul Skenes","PIT",7.82942,5.87848,8.86729,3.48027,19,19,0,0,,114.741,470.892,98.249,47.63,44.37,12.6685,30.1187,0.295623,5.46284,128.839,10.1058,2.36244,4.2777,0.993687,0.273606,0.063961,0.20964489877223969,0.225699,1.11876,0.291285,0.729788,,,3.22228,3.09132,2.42409,9.649999618530273,,,,,,,589.3,5.124347826086956,559,4.860869565217391,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",6.5413,4.5654,6.22886,3.18043,16,16,0,0,,90.016,363.806,76.3417,34.19,31.81,8.85842,19.9301,0.231005,2.84643,98.9539,9.89363,1.99266,4.96504,0.885685,0.271996,0.0547822,0.21721400320529938,0.223857,1.0695,0.289358,0.740215,,,2.9422,2.67948,2.29472,7.019999980926514,,,,,,,486.69999999999993,5.407777777777777,462,5.133333333333334,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Chris Sale","ATL",7.09033,5.14955,8.0289,3.71965,17,17,0,0,,102.663,427.027,90.6124,45.44,42.43,10.5095,29.5682,0.247991,6.00733,118.389,10.3786,2.59211,4.00392,0.921318,0.277239,0.0692419,0.2079971581697464,0.231478,1.17063,0.305092,0.708661,,,3.1664,2.58892,1.95063,39.36000061035156,,,,,,,518.3000000000001,5.032038834951457,500,4.854368932038835,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jesús Luzardo","PHI",8.25991,5.28099,8.60918,3.6804,19,19,0,0,,112.708,471.548,100.186,49.76,46.09,11.0623,35.6443,0.30449,7.15691,117.916,9.41586,2.84628,3.30813,0.883352,0.250061,0.0755899,0.17447111010551453,0.233671,1.20515,0.297307,0.715207,,,3.42518,2.55777,2.07119,70.58999633789062,,,,,,,547.9000000000001,4.8486725663716825,529,4.68141592920354,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Dylan Cease","TOR",7.84616,5.08145,8.4443,3.75977,18,18,0,0,,108.27,453.881,86.3785,48.5,45.23,13.3474,45.3818,0.384648,4.55803,132.115,10.9822,3.77239,2.9112,1.10951,0.29108,0.0999862,0.19109346717596054,0.21384,1.21696,0.282543,0.736335,,,3.64828,2.29583,1.95676,74.7699966430664,,,,,,,529.7,4.90462962962963,485,4.4907407407407405,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Jacob deGrom","TEX",6.85584,5.00297,6.84274,3.33037,17,17,0,0,,96.611,384.613,73.9254,38.04,35.75,12.6452,24.5287,0.278133,1.51193,104.89,9.77122,2.28502,4.27621,1.17799,0.272715,0.0637749,0.20893999934196472,0.206166,1.01908,0.254235,0.748154,,,3.44116,2.28655,2.32019,50.0099983215332,,,,,,,494.5000000000001,5.097938144329898,445,4.587628865979381,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Jacob Misiorowski","MIL",7.13672,6.5512,6.45645,3.50887,23,18,0,0.3684,,102.674,429.221,76.1322,42.7,40.03,12.7046,44.0937,0.418584,7.12863,140.939,12.3542,3.86508,3.19636,1.11364,0.328361,0.10273,0.2256312072277069,0.201409,1.17095,0.282712,0.756798,,,3.46224,2.28605,2.10624,114.13999938964844,,,,,,,533.7,5.181553398058253,475,4.611650485436893,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Logan Webb","SFG",6.54691,6.19928,8.14567,3.97011,18,18,0,0,,106.002,447.609,104.912,50.11,46.76,9.15151,31.2538,0.368305,3.91055,91.1869,7.74214,2.65357,2.91763,0.777,0.20372,0.0698238,0.13389617204666138,0.254366,1.28456,0.30682,0.697634,,,3.49944,2.14325,1.61261,57.189998626708984,,,,,,,477.70000000000005,4.5066037735849065,490,4.622641509433962,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Hunter Brown","HOU",7.10822,4.97771,7.63446,3.68984,17,17,0,0,,100.419,417.486,86.0284,44.04,41.17,11.7785,34.4519,0.298919,3.54628,111.341,9.97887,3.08773,3.23178,1.05564,0.266694,0.0825223,0.1841716542840004,0.226696,1.19978,0.289622,0.735071,,,3.54485,2.13939,1.85951,36.189998626708984,,,,,,,476.79999999999995,4.768,452,4.52,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Gavin Williams","CLE",6.7102,6.12716,8.25629,3.78004,18,18,0,0,,107.118,447.805,91.7087,48.3,44.99,13.3842,39.2486,0.241523,3.13329,117.405,9.86431,3.29764,2.99132,1.12453,0.262179,0.0876465,0.17453216761350632,0.226205,1.22255,0.285196,0.736568,,,3.7216,2.03207,1.89063,144.74000549316406,,,,,,,500.7000000000002,4.679439252336451,474,4.429906542056075,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"George Kirby","SEA",6.80357,5.58943,7.38081,4.09996,18,18,0,0,,101.196,422.461,99.6319,49.43,46.1,12.7899,23.3913,0.264985,3.51665,93.1504,8.28446,2.08034,3.98226,1.13749,0.220495,0.0553692,0.16512566432356834,0.25188,1.21569,0.299856,0.700105,,,3.70213,2.01164,1.39452,64.58000183105469,,,,,,,432.5000000000001,4.282178217821783,441,4.366336633663367,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Yoshinobu Yamamoto","LAD",7.55942,3.14652,6.67453,3.43958,15,15,0,0,,88.755,363.257,74.2559,36.39,33.92,9.74653,26.743,0.200069,2.56565,93.8286,9.51447,2.71181,3.50853,0.988325,0.258298,0.07362,0.18467799574136734,0.222357,1.13795,0.280021,0.739623,,,3.40629,2.00532,2.00317,26.639999389648438,,,,,,,441.20000000000005,4.9573033707865175,413,4.640449438202247,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Shohei Ohtani","LAD",6.94762,2.9056,5.91556,3.37015,14,14,0,0,,81.13,335.924,63.1186,32.53,30.38,8.23977,29.6188,0.198265,5.93647,94.6317,10.4978,3.2857,3.19499,0.914063,0.281706,0.0881711,0.19353462755680084,0.210137,1.14307,0.277872,0.741455,,,3.4046,1.9615,1.7958,1.2699999809265137,,,,,,,419.2,5.175308641975309,383,4.728395061728395,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Kevin Gausman","TOR",7.24975,5.81123,7.85161,4.22971,19,19,0,0,,106.837,445.91,97.1628,53.49,50.21,15.7039,32.356,0.369885,1.82447,107.653,9.06878,2.72568,3.32716,1.3229,0.241424,0.0725617,0.1688624694943428,0.235987,1.2123,0.282478,0.707025,,,3.95775,1.92405,1.36482,112.94999694824219,,,,,,,456.8,4.269158878504673,441,4.121495327102804,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Joe Ryan","MIN",5.94587,5.96085,7.50227,4.21956,17,17,0,0,,98.413,408.256,87.5511,49.25,46.14,16.1846,25.0513,0.256668,4.70402,106.583,9.74712,2.29097,4.25458,1.4801,0.261068,0.0613617,0.19970669597387314,0.23131,1.14418,0.279066,0.704354,,,3.98133,1.89986,1.20301,78.52999877929688,,,,,,,423.6000000000001,4.3224489795918375,406,4.142857142857143,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Nathan Eovaldi","TEX",6.89109,5.18065,7.50078,3.55012,17,17,0,0,,99.96,406.68,86.0952,42.1,39.43,11.7818,25.2128,0.29502,3.30385,89.466,8.05516,2.27006,3.54844,1.06078,0.219991,0.0619966,0.15799451619386673,0.227667,1.11353,0.268362,0.729938,,,3.70043,1.86686,2.07806,132.50999450683594,,,,,,,462.79999999999995,4.627999999999999,438,4.38,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
