Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",94,392.355,352.552,106.524,60.9223,18.9541,6.55725,20.0903,68.3242,60.2153,32.1863,3.27567,65.5229,3.69746,3.35745,0.561449,3.95695,21.7938,5.20729,0.302151,0.0820336,0.166999,0.491222,0.363476,0.564067,0.395847,0.927544,0.261917,8.10102,0.319773,,1.74238,70.873,24.7428,150.498,1.74238,6.67,25.048585653305054,11.021852016448975,5.10135,3.0999999046325684,,,,,,,665,7.074468085,665,7.074468085,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Juan Soto","NYM",93,403.497,327.797,91.745,50.4982,15.7792,0.285899,25.1816,67.611,64.9115,70.3316,5.19679,70.8432,2.33775,2.44859,0.582288,8.12936,10.0207,3.72366,0.279883,0.174305,0.175573,0.992779,0.408062,0.560228,0.415583,0.96829,0.280344,4.02871,0.284191,,-0.130902,79.2463,31.806,170.824,-0.130902,-0.78,33.44384279847145,-5.803148031234741,4.13275,4.650000095367432,,,,,,,692.4,7.44516129,692.4,7.44516129,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Shohei Ohtani","LAD",92,398.37,334.142,95.5525,48.6078,19.5383,1.20098,26.2053,72.1088,69.6923,57.4765,7.41601,92.6777,3.362,2.19279,0.393624,5.77836,13.7921,4.62071,0.285963,0.144279,0.232642,0.620176,0.39376,0.586902,0.415992,0.980661,0.300938,5.29737,0.318908,,0.338355,78.3695,31.5321,168.299,0.338355,0,32.304995864629745,-8.595261573791504,3.71404,1.2699999809265137,,,,,,,704.3,7.655434782,704.3,7.655434782,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Yordan Alvarez","HOU",83,353.303,296.972,88.7857,46.1535,17.915,0.0383933,24.6788,56.8563,65.7516,47.8996,5.99506,58.3573,5.07791,3.05204,0.301349,5.66783,1.75044,0.698852,0.29897,0.135577,0.165176,0.820799,0.401594,0.608859,0.427597,1.01045,0.309889,2.4229,0.29544,,-0.417618,72.7783,31.2395,175.637,-0.417618,-0.04,31.0166377723217,-8.652707137167454,3.55874,33.38999938964844,,,,,,,648.6,7.814457831,648.6,7.814457831,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Fernando Tatis Jr.","SDP",95,412.221,360.1,99.0094,62.3702,18.2716,2.5005,15.8672,62.662,52.2607,44.6749,1.85142,80.4146,3.92971,2.6623,0.854096,7.85185,17.9682,5.16805,0.27495,0.108376,0.195077,0.555558,0.358838,0.471768,0.363565,0.830607,0.196818,6.15718,0.312002,,0.912735,63.8329,15.367,135.9,0.912735,5.71,18.299448251724243,2.4605090618133545,3.4571,14.010000228881836,,,,,,,581.3,6.118947368,581.3,6.118947368,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Shea Langeliers","ATH",82,336.784,304.253,85.894,45.2945,15.9113,2.12683,22.5614,53.4617,59.0017,26.4062,0.901767,66.2385,3.01997,2.58382,0.521113,4.8291,2.90452,0.881935,0.282311,0.0784069,0.196679,0.398653,0.342946,0.571048,0.390699,0.913994,0.288737,4.57131,0.290467,,-0.161933,59.4504,19.8537,147.199,-0.161933,-2.62,18.536599531769753,1.7420191764831543,3.286,54.04999923706055,,,,,,,541.5,6.603658536,541.5,6.603658536,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Pete Crow-Armstrong","CHC",90,386.105,346.908,88.8257,51.0929,17.9258,2.44067,17.3663,58.7769,50.3656,26.3093,1.33962,92.7159,5.60266,3.00288,4.28224,4.18356,20.26,3.86393,0.25605,0.0681402,0.240131,0.283763,0.316214,0.471974,0.341803,0.788188,0.215925,7.14166,0.29796,,2.0472,53.078,7.68251,119.152,2.0472,7.39,10.735164880752563,8.778888702392578,3.24517,32.939998626708984,,,,,,,497.6,5.528888888,497.6,5.528888888,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Gunnar Henderson","BAL",92,392.943,348.71,92.8874,55.1154,19.6619,1.88721,16.2228,57.9636,50.8861,37.2423,1.28629,85.6286,3.52055,3.14926,0.320774,7.08456,11.4269,2.90294,0.266374,0.0947777,0.217916,0.434928,0.340404,0.473149,0.354645,0.813553,0.206776,5.61218,0.306648,,0.607368,58.0483,11.8489,126.97,0.607368,-0.35,13.073408484458923,3.9092592298984528,3.15086,12.510000228881836,,,,,,,527.1,5.729347826,527.1,5.729347826,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Corbin Carroll","ARI",89,379.452,327.085,85.702,47.2781,19.1485,3.62066,15.6548,60.6759,50.7333,43.199,1.3983,76.2544,4.87347,2.54201,1.75235,5.3987,18.5597,3.58219,0.262018,0.113846,0.200959,0.566511,0.354182,0.486284,0.366248,0.840466,0.224266,7.22627,0.294666,,1.75902,59.5716,14.9585,132.983,1.75902,6.18,16.46312439441681,2.179060459136963,3.13446,14.100000381469727,,,,,,,551.8,6.2,551.8,6.2,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"José Ramírez","CLE",92,391.695,343.641,93.0783,56.3439,19.2286,1.81735,15.6884,57.0866,52.8909,41.2668,7.87435,45.0263,2.66376,3.70342,0.419761,4.21995,21.8248,6.40602,0.270859,0.105355,0.114953,0.916504,0.35016,0.474352,0.353911,0.824512,0.203493,6.10168,0.269999,,1.26344,57.6343,11.5817,126.212,1.26344,2.19,13.340916872024536,2.6730087995529175,3.04727,6.28000020980835,,,,,,,550.7,5.985869565,550.7,5.985869565,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
