Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",88.7,402.043,360.084,103.7,62.0469,22.9314,2.5706,16.1511,61.2917,53.1374,33.8521,4.0204,68.5239,3.6184,2.816,1.6733,,22.4246,7.1984,0.287989,0.0842001,0.170439,0.494019,0.3526,0.500511,0.36805,0.853111,0.212523,6.49441,0.31467,1.323,1.04283,63.6972,16.4279,131.624,2.36583,3.757,17.32167673110962,8.191999912261963,4.05629,3.0999999046325684,,,,,,,592.8,6.660674157,592.8,6.660674157,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Juan Soto","NYM",89.4,399.797,316.829,86.4791,49.8814,13.727,1.1794,21.6914,64.126,58.8097,77.1609,6.3968,67.7381,1.999,2.9056,0.9026,,12.4082,4.3144,0.272952,0.193,0.169431,1.13911,0.415245,0.529116,0.407745,0.944361,0.256164,4.65737,0.281312,-0.384,0.0804832,76.0167,29.0115,165.495,-0.303517,-3.513,30.460473626852036,-8.728000164031982,3.5164,4.650000095367432,,,,,,,666.3,7.486516853,666.3,7.486516853,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Julio Rodríguez","SEA",87.88,395.018,356.653,95.8393,59.3756,17.5389,1.0365,17.8883,54.3897,54.1307,29.5869,1.9751,84.0275,4.7402,2.8259,1.212,,13.1911,3.9402,0.268718,0.0749,0.212718,0.35211,0.330534,0.474175,0.34969,0.804709,0.205457,5.30177,0.302648,0.328,0.550156,56.7917,10.3483,128.677,0.878156,2.849,14.20350992679596,4.194000005722046,3.30306,9.489999771118164,,,,,,,526.2,5.979545454,526.2,5.979545454,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Junior Caminero","TBR",91.78,409.063,365.382,99.4396,56.8073,17.6884,0.4819,24.462,59.0113,64.6623,37.1838,1.6363,73.5878,2.4544,2.9044,1.1388,,3.0034,1.1052,0.272153,0.0909,0.179894,0.505298,0.34094,0.524049,0.372926,0.864989,0.251896,3.13932,0.277452,-0.049,-0.342113,66.4023,18.3076,137.062,-0.391113,-0.868,17.44278320670128,0.15200001001358032,3.27147,16.479999542236328,,,,,,,587.1,6.381521739,587.1,6.381521739,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Gunnar Henderson","BAL",87.74,398.343,349.189,90.4576,54.1245,18.1763,2.1861,15.9707,56.712,49.1346,40.7904,1.5934,85.9703,3.9834,2.7308,1.6499,,12.2719,3.728,0.259051,0.1024,0.21582,0.474471,0.340897,0.460834,0.350751,0.801731,0.201784,5.75433,0.297973,1.135,0.424401,57.6071,10.7728,124.326,1.5594,-0.741,12.957786798477173,3.6460000872612,3.13153,12.510000228881836,,,,,,,515.6,5.859090909,515.6,5.859090909,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Yordan Alvarez","HOU",81.72,368.529,307.026,91.0678,52.0251,17.7853,0.6468,20.6107,59.762,55.7355,52.0731,8.8447,63.0631,5.5279,2.6201,1.2817,,1.8573,0.6291,0.296613,0.1413,0.171121,0.82573,0.40482,0.560145,0.410966,0.964965,0.263532,3.15018,0.311796,-0.671,-0.407198,71.0194,27.6905,164.345,-1.0782,-0.102,26.815442085266113,-9.261000394821167,3.12152,33.38999938964844,,,,,,,632.9,7.718292682,632.9,7.718292682,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Shohei Ohtani","LAD",88.69,411.189,341.866,93.0785,49.1922,16.1854,3.1914,24.5096,72.7442,57.8843,61.0205,9.8685,98.0471,3.2895,2.5315,2.4821,,11.7402,3.5068,0.272266,0.1484,0.238448,0.622359,0.385089,0.553362,0.398164,0.938451,0.281096,6.22112,0.309091,0.111,0.375947,75.0363,26.6916,156.179,0.486947,0,27.627142667770386,-10.347000122070312,3.09779,1.2699999809265137,,,,,,,680.9,7.650561797,680.9,7.650561797,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Fernando Tatis Jr.","SDP",89.85,412.308,358.247,97.1915,62.5786,18.0185,1.318,15.2764,59.751,46.2802,45.0652,2.0615,80.1398,4.1231,2.6558,2.2168,,18.4855,4.9732,0.271298,0.1093,0.194369,0.562332,0.356945,0.456878,0.357554,0.813823,0.185581,5.6155,0.308547,0.326,1.09299,61.867,13.3908,131.814,1.41899,1.718,16.829961895942688,-1.6009999513626099,2.89158,14.010000228881836,,,,,,,551.3,6.125555555,551.3,6.125555555,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"José Ramírez","CLE",86.92,389.115,341.056,92.1982,54.9589,20.1381,0.9994,16.1018,55.1411,52.1326,41.5575,8.9496,48.5322,2.7238,2.8285,0.9495,,22.0716,5.587,0.270332,0.1068,0.124725,0.856287,0.351601,0.476873,0.355044,0.828475,0.206542,5.59028,0.272502,0.008,1.65916,57.6067,11.8574,126.981,1.66716,-0.065,14.017062902450562,0.42800000309944153,2.8775,6.28000020980835,,,,,,,548.3,6.30229885,548.3,6.30229885,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Corbin Carroll","ARI",88.98,401.949,346.287,89.2688,49.2042,16.5352,7.3134,16.2159,60.7922,52.307,46.0633,1.6078,83.4205,5.2253,2.8039,1.5694,,17.0848,4.3785,0.257788,0.1146,0.20754,0.552182,0.35106,0.488261,0.364738,0.839321,0.230472,7.55968,0.292851,1.986,1.11237,62.6189,15.3607,131.957,3.09837,1.392,18.189608573913574,-2.9280002117156982,2.86141,14.100000381469727,,,,,,,566.1,6.360674157,566.1,6.360674157,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Nick Kurtz","ATH",88.88,397.801,327.517,85.4818,45.5957,16.197,1.2702,22.4189,62.1028,58.4627,63.5288,6.3648,112.601,2.7846,2.8044,1.166,,4.9735,1.6139,0.260999,0.1597,0.283057,0.564196,0.382707,0.523563,0.38954,0.90627,0.262564,4.31212,0.322899,-0.091,-0.211949,69.8529,23.0823,146.412,-0.302949,-0.606,21.414935529232025,-8.013000071048737,2.80204,19.8700008392334,,,,,,,611.8,6.874157303,611.8,6.874157303,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Kevin McGonigle","DET",88.88,403.64,346.75,92.454,61.1238,19.4634,3.1057,8.761,53.5947,39.876,49.0826,0,56.4162,3.2291,2.7283,1.8497,,8.8607,2.7371,0.26663,0.1216,0.139769,0.870009,0.360302,0.416472,0.347018,0.776774,0.149842,5.47966,0.294381,0.529,0.0646419,57.1696,9.71252,120.101,0.593642,-0.641,10.13763302564621,3.0309999585151672,2.79918,999,,,,,,,489.7,5.502247191,489.7,5.502247191,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","33572",805808
"Ketel Marte","ARI",85.33,393.108,342.576,94.2389,57.1304,19.1732,1.7898,16.1454,58.3184,47.4072,41.9053,2.3586,62.3146,3.9311,2.4881,2.2072,,2.8121,0.8117,0.275089,0.1066,0.158518,0.67248,0.35834,0.482893,0.366684,0.841233,0.207805,4.16433,0.292919,-0.035,-0.290135,61.8527,15.6339,133.28,-0.325135,-0.617,15.04525876045227,-0.22899997234344482,2.78725,32.63999938964844,,,,,,,541.2,6.367058823,541.2,6.367058823,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
