Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","LAD",0,0,1,2.79865,1,1,0,0,,5,19,4,2,2,1,1,,0,6,11.0501,1.81635,6.08367,0.928476,0.312877,0.051429,0.2614482715725899,0.210961,0.979848,0.286315,0.768294,,,2.69006,0.158347,0.117336,7.019999980926514,,,,,,,23.300000000000004,4.660000000000001,21,4.2,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",0,0,1,2.86488,1,1,0,0,,5,18,4,2,1,0,1,,0,5,10.6381,2.4139,4.40702,0.774588,0.293979,0.0667071,0.22727234661579132,0.215774,1.06888,0.292559,0.762219,,,2.78106,0.152469,0.124885,9.649999618530273,,,,,,,33.6,6.720000000000001,32,6.4,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Chris Sale","ATL",0,0,1,3.02253,1,1,0,0,,5,19,4,2,2,0,1,,0,6,11.0009,2.13541,5.15165,0.857492,0.303197,0.0588543,0.24434250593185425,0.219221,1.05493,0.299464,0.748625,,,2.79476,0.142697,0.118025,39.36000061035156,,,,,,,35.6,7.12,34,6.8,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Cristopher Sánchez","PHI",0,0,1,3.04709,1,1,0,0,,5,21,5,2,2,0,1,,0,5,9.17724,2.11838,4.33219,0.756428,0.250642,0.0578558,0.19278668239712715,0.23435,1.12607,0.299095,0.751746,,,2.95218,0.138262,0.125287,24.75,,,,,,,31,6.2,32,6.4,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Yoshinobu Yamamoto","LAD",0,0,1,3.24855,1,1,0,0,,5,20,4,2,2,1,1,,0,5,9.56286,2.40523,3.97587,0.905003,0.263631,0.0663077,0.19732287526130676,0.214831,1.06843,0.273014,0.728823,,,3.18133,0.129661,0.117336,26.639999389648438,,,,,,,21.299999999999997,4.26,19,3.8,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Jacob deGrom","TEX",0,0,1,3.29733,1,1,0,0,,5,19,4,2,2,1,1,,0,5,10.2946,2.23479,4.60649,1.10154,0.286418,0.0621769,0.22424084320664406,0.218539,1.0621,0.281336,0.745297,,,3.20894,0.120446,0.112906,50.0099983215332,,,,,,,21.299999999999997,4.26,19,3.8,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Tyler Glasnow","LAD",0,0,1,3.50552,1,1,0,0,,5,19,4,2,2,1,2,,0,6,10.9173,3.24359,3.36582,1.02819,0.299094,0.088862,0.21023153513669968,0.207922,1.12428,0.276842,0.726827,,,3.30065,0.118904,0.117336,113.73999786376953,,,,,,,20.299999999999997,4.06,18,3.6,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Zack Wheeler","PHI",0,0,1,3.34892,1,1,0,0,,5,20,4,2,2,1,1,,0,6,10.3351,2.60093,3.97361,1.10308,0.282949,0.0712071,0.21174196153879166,0.21855,1.10335,0.281758,0.750076,,,3.38959,0.11703,0.125287,110.48999786376953,,,,,,,23.300000000000004,4.660000000000001,21,4.2,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Cam Schlittler","NYY",0,0,1,3.53631,1,1,0,0,,5,20,4,2,2,1,2,,0,5,9.76663,3.01286,3.24164,0.99743,0.263205,0.0811948,0.18200992047786713,0.222635,1.16818,0.283657,0.731561,,,3.50505,0.104793,0.116989,116.62999725341797,,,,,,,18.299999999999997,3.6599999999999993,16,3.2,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Jacob Misiorowski","MIL",0,0,1,3.39617,1,1,0,0,,4,17,3,2,2,0,2,,0,5,11.6635,3.26306,3.57441,0.984867,0.318896,0.0892164,0.22967984527349472,0.202047,1.0994,0.279909,0.728423,,,3.17782,0.0972,0.0497189,114.13999938964844,,,,,,,25.8,6.45,24,6,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Gerrit Cole","NYY",0,0,1,3.9063,1,1,0,0,,5,20,4,2,2,1,1,,0,5,9.07627,2.51622,3.60711,1.19622,0.244886,0.0678898,0.1769958660006523,0.235659,1.17573,0.286786,0.711314,,,3.75326,0.0970839,0.116989,232.89999389648438,,,,,,,21.299999999999997,4.26,19,3.8,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Logan Gilbert","SEA",0,0,1,3.55207,1,1,0,0,,5,20,4,2,2,1,1,,0,5,9.85262,2.0721,4.7549,1.22498,0.27268,0.0573471,0.21533267199993134,0.223421,1.06744,0.278615,0.728081,,,3.47859,0.0947776,0.101596,37.150001525878906,,,,,,,21.299999999999997,4.26,19,3.8,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Nolan McLean","NYM",0,0,1,3.60245,1,1,0,0,,5,20,4,2,2,0,2,,0,5,9.36758,3.37281,2.77738,0.921119,0.247764,0.0892079,0.15855640918016434,0.226002,1.22446,0.28563,0.730115,,,3.66859,0.0922385,0.113346,87.29000091552734,,,,,,,30.6,6.12,29,5.8,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
