Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",12,50,45,13,8,3,0,2,8,7,4,0,8,0,0,0,,3,1,0.297559,0.0845335,0.165556,0.510604,0.360956,0.527175,0.380173,0.888131,0.229616,6.79454,0.31966,0.0813205,0.197527,8.55634,2.58304,143.227,0.278847,0.867861,2.8119527399539948,1.406749427318573,0.609347,3.0999999046325684,,,,,,,70.2,5.85,70.2,5.85,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Aaron Judge","NYY",11,45,38,11,6,2,0,4,8,9,7,0,11,0,0,0,,1,0,0.292168,0.158863,0.251622,0.631357,0.408727,0.622538,0.434221,1.03126,0.33037,4.05018,0.326345,-0.0497105,0.0114894,9.72996,4.32628,183.4,-0.0382211,0.279678,4.382945787161589,-0.2720198333263397,0.581158,1.850000023841858,,,,,,,89.9,8.172727272,89.9,8.172727272,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Juan Soto","NYM",12,51,41,12,7,2,0,3,8,8,9,0,8,0,0,0,,1,0,0.282782,0.168337,0.164209,1.02514,0.404773,0.540887,0.40586,0.94566,0.258105,4.62161,0.289685,-0.0270714,0.0169815,9.65107,3.64698,160.216,-0.0100899,-0.0600165,3.6722302231937647,-0.8825474120676517,0.45095,4.650000095367432,,,,,,,89.1,7.425,89.1,7.425,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Fernando Tatis Jr.","SDP",13,54,48,13,8,2,0,2,8,8,5,0,11,0,0,0,,3,1,0.278055,0.0977609,0.193766,0.504531,0.352978,0.49124,0.364237,0.844217,0.213184,5.49755,0.30676,0.0279632,0.159309,8.56687,2.0958,134.611,0.187272,0.689296,2.468382492661476,0.1536475419998169,0.446952,14.010000228881836,,,,,,,67.3,5.176923076,67.3,5.176923076,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Yordan Alvarez","HOU",11,47,40,12,7,2,0,3,7,8,6,0,8,1,0,0,,0,0,0.301873,0.130557,0.175527,0.743802,0.400425,0.575019,0.415418,0.975443,0.273146,3.21182,0.316981,-0.042239,-0.0461511,9.26954,3.7273,171.368,-0.0883901,0.0202264,3.7919342517852783,-1.0649587847292423,0.444764,33.38999938964844,,,,,,,82.2,7.472727272,82.2,7.472727272,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Pete Crow-Armstrong","CHC",12,50,45,12,7,2,0,2,7,7,4,0,13,1,0,0,,3,1,0.259486,0.0775679,0.251317,0.308646,0.326489,0.477874,0.346449,0.804363,0.218388,7.43287,0.310073,0.043059,0.183706,7.11,1.19828,120.604,0.226765,1.09319,1.467335045337677,1.270967736840248,0.443152,32.939998626708984,,,,,,,64.7,5.391666666,64.7,5.391666666,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Elly De La Cruz","CIN",12,52,47,13,7,2,1,2,8,7,5,0,14,0,0,0,,3,1,0.268463,0.0947561,0.274296,0.345452,0.339684,0.494274,0.358407,0.833958,0.225811,7.16525,0.335741,0.0847956,0.156877,7.9672,1.76297,124.545,0.241672,0.228193,1.7926696687936783,0.7076685279607773,0.427142,8.449999809265137,,,,,,,74,6.166666666,74,6.166666666,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Junior Caminero","TBR",13,54,49,14,8,2,0,3,8,8,5,0,10,0,0,0,,0,0,0.27923,0.0830112,0.190043,0.436801,0.341547,0.51884,0.367844,0.860387,0.23961,3.92969,0.295959,-0.0032857,-0.0480677,8.72585,2.25477,136.517,-0.0513534,-0.172228,2.266854539513588,-0.009727954864501953,0.425149,16.479999542236328,,,,,,,78.4,6.03076923,78.4,6.03076923,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Gunnar Henderson","BAL",11,49,43,12,7,2,0,2,8,7,5,0,10,0,0,0,,1,0,0.26828,0.099764,0.214276,0.465585,0.346697,0.473905,0.355317,0.820601,0.205625,6.45253,0.311716,0.0619643,0.0685665,7.31157,1.52301,130.65,0.130531,-0.0986817,1.8710536062717438,0.42354054003953934,0.408297,12.510000228881836,,,,,,,65.7,5.972727272,65.7,5.972727272,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",12,50,46,12,8,2,0,2,7,7,4,0,11,1,0,0,,2,0,0.271495,0.0734218,0.219886,0.333909,0.33198,0.460276,0.343053,0.792257,0.188782,5.48441,0.314939,0.02372,0.142796,7.04586,1.07256,127.113,0.166516,0.0734322,1.7553450167179108,0.25306177884340286,0.384817,9.489999771118164,,,,,,,64.6,5.383333333,64.6,5.383333333,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
