Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","LAD",1,1,2,2.7687,3,3,0,0,,16,64,13,5,5,2,3,,1,19,10.6945,1.90661,5.6092,0.987871,0.300831,0.0536317,0.24719925224781036,0.210456,0.990182,0.278539,0.782031,,,2.90854,0.4607,0.536186,7.019999980926514,,,,,,,86.00000000000001,5.375000000000001,80,5,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Cristopher Sánchez","PHI",1,1,1,2.92384,2,2,0,0,,15,62,13,5,5,1,4,,1,16,9.64978,2.21426,4.35802,0.740176,0.261512,0.060007,0.20150477066636086,0.22734,1.1126,0.295155,0.759698,,,2.8926,0.445047,0.504975,24.75,,,,,,,81.9,5.46,79,5.266666666666667,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Yoshinobu Yamamoto","LAD",1,1,2,3.33883,3,3,0,0,,16,63,13,6,6,2,5,,1,17,9.64798,2.63414,3.66267,0.993912,0.265007,0.0723536,0.19265368580818176,0.22509,1.12759,0.286717,0.742457,,,3.40271,0.373068,0.427663,26.639999389648438,,,,,,,76.00000000000001,4.750000000000001,70,4.375,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Chris Sale","ATL",1,1,1,2.81434,2,2,0,0,,13,55,11,5,4,1,3,,1,17,11.1752,2.34237,4.77091,0.925146,0.303076,0.0635258,0.23954983055591583,0.212689,1.06722,0.287461,0.785954,,,2.86482,0.370368,0.334996,39.36000061035156,,,,,,,77.29999999999998,5.946153846153845,74,5.6923076923076925,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jacob Misiorowski","MIL",1,0,1,2.5068,2,2,0,0,,12,52,8,4,3,1,5,,1,18,13.5456,3.69042,3.67048,0.918779,0.350923,0.0956069,0.2553161159157753,0.183897,1.11431,0.270945,0.833953,,,2.79782,0.354869,0.37438,114.13999938964844,,,,,,,73.70000000000002,6.141666666666668,65,5.416666666666667,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Blake Snell","LAD",1,1,1,3.01789,2,2,0,0,,14,57,10,5,5,1,6,,1,18,11.694,3.76634,3.10488,0.956093,0.309031,0.0995308,0.20950034260749817,0.201032,1.1698,0.276654,0.786972,,,3.28722,0.348119,0.408142,178.41000366210938,,,,,,,80.30000000000003,5.7357142857142875,72,5.142857142857143,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Paul Skenes","PIT",1,1,1,3.08717,2,2,0,0,,13,54,11,5,5,1,4,,1,15,10.124,2.4609,4.11395,0.880299,0.279375,0.0679092,0.21146567165851593,0.223349,1.10218,0.293803,0.753725,,,3.0727,0.345993,0.353075,9.649999618530273,,,,,,,70.30000000000001,5.407692307692309,67,5.153846153846154,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Zack Wheeler","PHI",1,1,1,3.41657,2,2,0,0,,14,59,12,6,6,2,4,,1,17,10.3759,2.66175,3.89816,1.11956,0.283703,0.0727786,0.21092434227466583,0.222314,1.12374,0.287518,0.746761,,,3.4324,0.330657,0.315923,110.48999786376953,,,,,,,66.80000000000003,4.771428571428573,63,4.5,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Tyler Glasnow","LAD",1,1,1,3.37304,2,2,0,0,,14,56,11,6,5,2,5,,1,16,10.7728,3.34925,3.21648,1.06324,0.291571,0.0906493,0.2009221687912941,0.21388,1.16066,0.282668,0.754889,,,3.50062,0.314311,0.292207,113.73999786376953,,,,,,,64.40000000000003,4.600000000000002,58,4.142857142857143,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Max Fried","NYY",1,1,1,3.46463,2,2,0,0,,15,62,13,6,6,2,5,,1,14,8.65717,2.85212,3.03534,0.90106,0.233377,0.0768865,0.15649038553237915,0.231858,1.18871,0.286015,0.732682,,,3.56574,0.300278,0.350736,50.04999923706055,,,,,,,62.60000000000001,4.173333333333334,59,3.933333333333333,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Jacob deGrom","TEX",1,1,1,3.23727,2,2,0,0,,13,53,11,5,5,2,4,,1,15,10.4328,2.45597,4.24792,1.12751,0.288519,0.0679201,0.2205987051129341,0.216225,1.07345,0.279276,0.757838,,,3.35926,0.294041,0.321371,50.0099983215332,,,,,,,57.99999999999999,4.461538461538461,54,4.153846153846154,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Logan Webb","SFG",1,1,1,3.62021,2,2,0,0,,15,63,15,7,6,1,4,,1,13,7.89687,2.31863,3.40583,0.815195,0.21201,0.0622493,0.14976117387413979,0.250377,1.21859,0.303263,0.713743,,,3.4274,0.291223,0.22032,57.189998626708984,,,,,,,70.7,4.713333333333334,73,4.866666666666666,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Drew Rasmussen","TBR",1,1,1,3.28695,2,2,0,0,,13,52,11,5,5,1,3,,1,13,9.16076,2.19494,4.17359,0.995045,0.248259,0.0594833,0.18877561762928963,0.229453,1.11901,0.284696,0.746833,,,3.36276,0.291043,0.333895,132.36000061035156,,,,,,,69.30000000000001,5.330769230769231,66,5.076923076923077,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Cam Schlittler","NYY",1,1,1,3.15727,2,2,0,0,,13,55,11,5,5,1,5,,1,16,10.9507,3.24356,3.37614,1.03464,0.285876,0.0846753,0.20120055973529816,0.211406,1.174,0.277589,0.78065,,,3.38714,0.290532,0.325702,116.62999725341797,,,,,,,69.29999999999998,5.33076923076923,66,5.076923076923077,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Dylan Cease","TOR",1,1,1,3.22232,2,2,0,0,,13,56,10,5,5,2,5,,1,17,11.4745,3.59888,3.18837,1.02313,0.303392,0.095156,0.2082362323999405,0.208605,1.18304,0.282999,0.773513,,,3.37512,0.286005,0.321903,74.7699966430664,,,,,,,61.599999999999994,4.738461538461538,55,4.230769230769231,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Framber Valdez","DET",1,1,1,3.8803,2,2,0,0,,16,65,15,7,7,1,5,,1,13,7.44324,3.08753,2.41074,0.785023,0.198364,0.0822835,0.11608078330755234,0.251371,1.29329,0.301125,0.70219,,,3.75013,0.272528,0.315694,81.13999938964844,,,,,,,75.10000000000001,4.6937500000000005,75,4.6875,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Logan Gilbert","SEA",1,1,1,3.19303,2,2,0,0,,13,55,11,5,5,2,3,,1,15,10.1435,2.33142,4.35079,1.12995,0.277928,0.0638799,0.2140480950474739,0.216532,1.07189,0.274773,0.763728,,,3.3851,0.257627,0.285568,37.150001525878906,,,,,,,60.99999999999999,4.692307692307692,57,4.384615384615385,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
