Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",9.32998,4.84866,8.3352,2.98968,20,20,0,0,,116.26,470.453,102.772,41.62,38.62,7.64503,27.6208,0.286409,3.00889,116.089,8.98673,2.1382,4.20295,0.591823,0.246759,0.058711,0.18804806843400002,0.233667,1.12156,0.30095,0.741691,,,2.7535,3.34628,3.15023,24.75,,,,,,,631.2,5.441379310344828,615,5.301724137931035,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Paul Skenes","PIT",8.12854,6.28896,9.31012,3.48019,20,20,0,0,,120.64,495.269,103.441,50.12,46.65,13.297,31.6872,0.310727,5.75487,135.264,10.091,2.36393,4.26873,0.991986,0.273112,0.0639798,0.2091325744986534,0.22594,1.1201,0.291478,0.729608,,,3.22684,3.24075,2.58454,9.649999618530273,,,,,,,623.7,5.154545454545455,592,4.892561983471074,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Chris Sale","ATL",7.55231,5.39226,8.46855,3.72988,18,18,0,0,,108.486,451.575,96.1267,48.19,44.96,11.1217,31.2538,0.263175,6.32112,125.015,10.3713,2.59282,3.99999,0.922655,0.276842,0.0692107,0.20763172209262848,0.23219,1.17417,0.305924,0.708259,,,3.1724,2.69762,1.93688,39.36000061035156,,,,,,,553.3000000000001,5.1231481481481485,536,4.962962962962963,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Tarik Skubal","DET",6.4479,4.64729,6.19985,3.19024,16,16,0,0,,89.824,363.26,76.276,34.21,31.84,8.87554,19.9921,0.232707,2.853,98.9644,9.91583,2.00312,4.95018,0.889293,0.272434,0.0550351,0.21739855036139488,0.224067,1.07174,0.2898,0.740176,,,2.94933,2.66463,2.27869,7.019999980926514,,,,,,,486.69999999999993,5.407777777777777,462,5.133333333333334,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Jesús Luzardo","PHI",8.6184,5.61312,9.03535,3.71022,20,20,0,0,,118.4,495.993,105.352,52.62,48.81,11.6986,37.5484,0.323099,7.94814,123.317,9.37378,2.85418,3.28422,0.889253,0.248627,0.0757035,0.17292364686727524,0.233859,1.20693,0.296861,0.713554,,,3.45952,2.62293,2.05609,70.58999633789062,,,,,,,560.6,4.750847457627119,542,4.593220338983051,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Dylan Cease","TOR",8.16009,5.47586,8.894,3.76015,19,19,0,0,,114.171,478.686,91.0937,51.1,47.7,14.0225,47.889,0.409406,4.82158,139.326,10.983,3.77505,2.90936,1.10538,0.29106,0.100043,0.19101759046316147,0.213848,1.21732,0.282699,0.736337,,,3.64636,2.41882,2.00853,74.7699966430664,,,,,,,553.7999999999998,4.857894736842104,507,4.447368421052632,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Jacob deGrom","TEX",7.38973,5.20647,7.35378,3.34004,18,18,0,0,,102.906,409.722,78.9011,40.65,38.19,13.51,25.9998,0.298633,1.62211,111.797,9.7776,2.2739,4.29992,1.18156,0.272861,0.0634572,0.2094036340713501,0.206493,1.01939,0.254645,0.747217,,,3.44448,2.41333,2.37219,50.0099983215332,,,,,,,524.6,5.093203883495145,473,4.592233009708738,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Logan Webb","SFG",6.91845,6.52731,8.57553,3.97019,19,19,0,0,,111.758,471.858,110.541,52.74,49.3,9.60665,32.9262,0.391594,4.14567,96.2482,7.75098,2.65158,2.92315,0.773635,0.203977,0.0697799,0.1341971531510353,0.254243,1.28373,0.306856,0.697806,,,3.4955,2.26279,1.66522,57.189998626708984,,,,,,,498.20000000000005,4.448214285714286,511,4.5625,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Jacob Misiorowski","MIL",7.41562,6.19092,6.36274,3.54805,23,18,0,0.3783,,102.098,426.969,75.6971,42.95,40.25,13.0652,43.9684,0.419524,6.9681,140.63,12.3966,3.87583,3.19844,1.1517,0.329368,0.102978,0.22639016807079315,0.201305,1.17206,0.281698,0.756755,,,3.51079,2.19191,2.02197,114.13999938964844,,,,,,,526.3000000000002,5.1598039215686295,470,4.607843137254902,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Yoshinobu Yamamoto","LAD",8.01401,3.44741,7.19761,3.42967,16,16,0,0,,95.152,389.707,78.9792,38.83,36.26,10.367,29.3974,0.216923,2.852,102.29,9.67513,2.78057,3.47955,0.980567,0.262479,0.0754346,0.18704407662153244,0.220947,1.13898,0.280277,0.740939,,,3.38844,2.1491,2.057,26.639999389648438,,,,,,,482.6,5.08,453,4.768421052631579,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
