Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",9,5,13,2.89809,19,19,0,0,,121,497,104,43,39,10,30,,5,128,9.50198,2.21001,4.29953,0.735166,0.257506,0.0598918,0.19761454686522484,0.225923,1.10683,0.291457,0.760855,,,2.91888,3.33982,3.44399,24.75,,,,,,,653.0000000000001,5.396694214876034,626,5.1735537190082646,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Paul Skenes","PIT",8,5,12,2.89,19,19,0,0,,113,457,93,40,36,10,29,,5,133,10.5389,2.26388,4.65523,0.830584,0.290824,0.0624725,0.22835109755396843,0.220785,1.07576,0.296345,0.765973,,,2.843,3.16217,3.21721,9.649999618530273,,,,,,,635.4000000000001,5.623008849557523,599,5.300884955752212,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",7,4,11,2.70338,16,16,0,0,,102,403,81,33,31,10,21,,4,119,10.4991,1.88423,5.57211,0.875708,0.295334,0.0530022,0.2423320934176445,0.213806,1.00063,0.284761,0.778052,,,2.78438,2.92916,3.27111,7.019999980926514,,,,,,,584.2,5.727450980392157,543,5.323529411764706,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Chris Sale","ATL",8,4,11,2.91891,17,17,0,0,,102,417,81,36,33,11,29,,4,124,10.9748,2.55593,4.29386,0.957085,0.29764,0.0693175,0.22832199931144714,0.212174,1.08379,0.283763,0.780352,,,3.03117,2.54191,2.85524,39.36000061035156,,,,,,,557.9,5.469607843137255,516,5.0588235294117645,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jesús Luzardo","PHI",8,5,11,3.40921,19,19,0,0,,112,464,95,46,42,13,35,,5,124,9.96351,2.8093,3.54661,1.0684,0.267066,0.0753018,0.19176457077264786,0.223863,1.16022,0.28462,0.750975,,,3.50514,2.35356,2.47367,70.58999633789062,,,,,,,549.9000000000002,4.909821428571431,519,4.633928571428571,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Logan Webb","SFG",7,5,11,3.47866,18,18,0,0,,115,477,110,49,45,10,29,,5,105,8.22025,2.29001,3.58961,0.750614,0.220693,0.0614809,0.15921173989772797,0.248834,1.21031,0.306707,0.720726,,,3.25453,2.29876,2.02189,57.189998626708984,,,,,,,550,4.782608695652174,553,4.808695652173913,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Jacob Misiorowski","MIL",8,3,12,2.74813,23,18,0,0,,99,425,70,33,30,10,46,,5,139,12.5789,4.16244,3.022,0.918044,0.325878,0.107835,0.21804258972406387,0.187699,1.17115,0.266562,0.814557,,,3.17626,2.26166,2.84221,114.13999938964844,,,,,,,552.6,5.581818181818182,490,4.94949494949495,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Zack Wheeler","PHI",8,5,10,3.4498,17,17,0,0,,105,428,89,44,40,13,29,,5,116,9.93115,2.47255,4.01657,1.14487,0.271541,0.0676053,0.2039359286427498,0.224907,1.11726,0.284371,0.74385,,,3.50479,2.22051,2.22401,110.48999786376953,,,,,,,515.7,4.911428571428572,486,4.628571428571429,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Hunter Brown","HOU",7,5,10,3.30032,17,17,0,0,,101,419,85,40,37,10,34,,5,112,9.98812,3.02063,3.30663,0.914935,0.267578,0.0809217,0.1866564154624939,0.224444,1.18097,0.291078,0.751411,,,3.35082,2.16969,2.3718,36.189998626708984,,,,,,,510.4000000000001,5.053465346534654,482,4.772277227722772,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Jacob deGrom","TEX",7,5,10,3.3455,17,17,0,0,,102,409,83,41,38,14,26,,4,115,10.1748,2.28791,4.44721,1.22511,0.281385,0.0632724,0.21811293810606003,0.217957,1.0654,0.274963,0.753747,,,3.50182,2.1349,2.28904,50.0099983215332,,,,,,,506.8000000000001,4.968627450980393,468,4.588235294117647,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
