Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",98,423,383,117,69,24,4,20,69,66,33,2,70,4,3,0,,24,7,0.305567,0.0779181,0.165325,0.471302,0.363823,0.548337,0.392629,0.912161,0.24277,7.09757,0.326993,0.684658,1.64461,75.1977,25.6453,148.172,2.32927,6.0451,26.283151388168335,10.582132339477539,5.30253,3.0999999046325684,,,,,,,689.6,7.036734693,689.6,7.036734693,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Aaron Judge","NYY",92,397,328,96,49,16,1,31,66,76,64,4,99,3,2,0,,8,2,0.292894,0.160318,0.25053,0.639916,0.410288,0.625871,0.440078,1.03616,0.332978,4.02589,0.326123,-0.433893,0.175644,85.5111,39.038,184.428,-0.258249,2.6417,39.11490073800087,-2.112159013748169,5.22242,1.850000023841858,,,,,,,763.7,8.301086956,763.7,8.301086956,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Juan Soto","NYM",96,415,339,96,56,16,1,24,66,65,71,4,69,2,3,0,,12,4,0.284648,0.171624,0.166599,1.03016,0.408862,0.547788,0.413599,0.956651,0.26314,4.65876,0.292223,-0.222124,0.27821,80.5809,32.0398,170.308,0.0560863,-1.25559,34.05494948849082,-6.440779805183411,4.18432,4.650000095367432,,,,,,,706.9,7.363541666,706.9,7.363541666,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Shohei Ohtani","LAD",96,415,354,102,52,18,4,29,75,73,54,3,99,3,3,0,,14,4,0.287434,0.130732,0.23884,0.547362,0.384574,0.60262,0.420255,0.987194,0.315186,6.66187,0.318358,0.0280816,0.745951,82.777,34.2359,172.038,0.774033,0,35.60958504676819,-10.370369911193848,3.94041,1.2699999809265137,,,,,,,751.2,7.825,751.2,7.825,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Fernando Tatis Jr.","SDP",99,428,377,102,64,19,1,19,58,58,44,2,88,4,3,0,,19,4,0.271561,0.101965,0.204768,0.497954,0.350428,0.475659,0.361034,0.826088,0.204099,5.18299,0.305488,0.219404,1.42381,65.1763,15.1486,134.888,1.64322,6.85255,19.030516028404236,3.4053282737731934,3.69378,14.010000228881836,,,,,,,602.5,6.085858585,602.5,6.085858585,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Gunnar Henderson","BAL",96,415,368,100,58,21,4,17,65,60,40,2,94,4,3,0,,13,3,0.272662,0.0976119,0.226558,0.430848,0.34806,0.490896,0.364927,0.838955,0.218234,6.60909,0.319694,0.527356,0.931147,64.524,15.9829,133.845,1.4585,-1.43731,17.944493174552917,3.007132411003113,3.63719,12.510000228881836,,,,,,,583.8,6.08125,583.8,6.08125,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",97,419,380,105,67,19,1,18,57,59,31,2,90,5,3,0,,16,4,0.27658,0.0728634,0.215319,0.338398,0.336642,0.475142,0.353453,0.811784,0.198562,5.46441,0.31735,0.197707,1.1206,61.3839,12.3271,131.13,1.31831,1.49762,16.64312732219696,2.872619152069092,3.5055,9.489999771118164,,,,,,,565.2,5.826804123,565.2,5.826804123,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Yordan Alvarez","HOU",86,372,319,96,53,18,1,23,59,65,46,3,65,5,3,0,,3,1,0.301246,0.122374,0.1754,0.697683,0.394398,0.583434,0.419177,0.977832,0.282189,3.35766,0.312237,-0.336856,-0.240042,73.9472,30.3967,169.723,-0.576898,0.146148,29.893711924552917,-8.852463752031326,3.49368,33.38999938964844,,,,,,,648.6,7.541860465,648.6,7.541860465,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Ronald Acuña Jr.","ATL",91,393,334,96,59,17,1,19,60,59,52,3,80,5,3,0,,20,5,0.287522,0.131298,0.204054,0.643448,0.388265,0.519345,0.394792,0.907611,0.231823,5.50337,0.323174,0.501868,1.24749,70.5027,24.4898,153.68,1.74936,-0.824909,26.35521376132965,-5.469970524311066,3.42302,5.260000228881836,,,,,,,632.2,6.947252747,632.2,6.947252747,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Corbin Carroll","ARI",93,402,350,94,52,19,8,15,73,51,43,2,85,6,3,0,,19,4,0.268248,0.106261,0.210934,0.503763,0.354613,0.496582,0.36947,0.851194,0.228333,8.43592,0.311271,0.864771,1.77604,63.9043,16.9206,135.887,2.64081,3.94,19.43806219100952,-0.23716425895690918,3.27699,14.100000381469727,,,,,,,590,6.344086021,590,6.344086021,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
