Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",9.42508,4.86758,8.59683,3.01019,20,20,0,0,,117.74,477.355,104.433,42.57,39.38,7.79521,28.4768,0.297821,3.22024,117.528,8.98377,2.17676,4.12713,0.595863,0.246206,0.0596554,0.18655049800872803,0.234335,1.12885,0.301679,0.740512,,,2.77064,3.35425,3.15701,24.75,,,,,,,647.4000000000001,5.486440677966103,629,5.330508474576271,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Paul Skenes","PIT",7.99172,6.32755,9.06928,3.48977,20,20,0,0,,119.2,488.795,101.769,49.45,46.22,13.2967,31.098,0.31121,5.67186,133.199,10.057,2.348,4.2832,1.00394,0.272504,0.0636217,0.20888281613588333,0.225139,1.11465,0.289569,0.730116,,,3.23938,3.13586,2.54219,9.649999618530273,,,,,,,610.5,5.130252100840337,581,4.882352941176471,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Jesús Luzardo","PHI",8.79301,5.48714,9.04766,3.59015,20,20,0,0,,118.8,495.801,103.926,51.11,47.39,11.0658,37.4905,0.331646,8.02232,127.028,9.62336,2.84019,3.38829,0.838321,0.256209,0.075616,0.1805926412343979,0.2308,1.19038,0.297445,0.71715,,,3.3204,2.81536,2.32108,70.58999633789062,,,,,,,593.9,4.990756302521008,571,4.798319327731092,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Chris Sale","ATL",7.50223,5.38899,8.32515,3.70968,18,18,0,0,,107.694,447.659,94.8502,47.59,44.39,11.1307,30.9496,0.270279,6.16364,125.767,10.5104,2.58646,4.06362,0.930196,0.280944,0.0691364,0.21180761605501175,0.231034,1.16812,0.305938,0.7096,,,3.14054,2.72089,1.92006,39.36000061035156,,,,,,,557.9000000000001,5.165740740740741,538,4.981481481481482,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Tarik Skubal","DET",6.05904,4.359,5.85072,3.19026,15,15,0,0,,84.435,341.461,71.5491,32.12,29.93,8.34805,18.8913,0.230492,2.73855,92.9587,9.90855,2.01364,4.92071,0.889826,0.272239,0.0553251,0.21691341698169708,0.223709,1.07113,0.289218,0.740547,,,2.95063,2.46307,2.08361,7.019999980926514,,,,,,,456.00000000000006,5.428571428571429,436,5.190476190476191,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Jacob deGrom","TEX",7.41417,5.19186,7.34929,3.30012,18,18,0,0,,102.978,409.511,78.6394,40.19,37.76,13.2088,26.1535,0.298675,1.33768,112.473,9.82983,2.28574,4.3005,1.15441,0.274652,0.0638651,0.21078679710626602,0.205852,1.01762,0.255251,0.74858,,,3.38267,2.45916,2.46966,50.0099983215332,,,,,,,539.9000000000001,5.241747572815535,489,4.747572815533981,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Dylan Cease","TOR",8.18271,5.46161,8.90253,3.74977,19,19,0,0,,114.247,479.109,90.6882,50.9,47.6,13.9383,48.43,0.41679,4.89952,140.428,11.0624,3.81515,2.89961,1.09802,0.293102,0.101083,0.19201882928609848,0.212993,1.2177,0.282779,0.737582,,,3.62678,2.4085,1.99075,74.7699966430664,,,,,,,555.7999999999998,4.875438596491227,509,4.464912280701754,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Logan Webb","SFG",6.93255,6.5517,8.68685,3.98007,19,19,0,0,,112.385,475.097,110.885,53.16,49.7,9.61909,34.0899,0.40074,4.17386,97.2618,7.7889,2.72998,2.8531,0.770314,0.20472,0.0717534,0.13296620547771454,0.253839,1.28999,0.306911,0.698169,,,3.50193,2.23143,1.64751,57.189998626708984,,,,,,,497.20000000000005,4.439285714285715,510,4.553571428571429,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Jacob Misiorowski","MIL",7.07215,6.56976,6.38505,3.52731,23,18,0,0.3993,,102.265,427.497,75.6337,42.79,40.08,12.8848,44.0339,0.416887,7.04129,140.932,12.403,3.87528,3.20054,1.13395,0.329668,0.103004,0.22666438668966293,0.200928,1.17017,0.281885,0.756454,,,3.47874,2.20432,2.0066,114.13999938964844,,,,,,,526.3000000000002,5.1598039215686295,470,4.607843137254902,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Hunter Brown","HOU",7.13493,5.00301,7.71504,3.63007,17,17,0,0,,101.031,418.88,85.2424,43.54,40.75,11.7384,34.744,0.30742,3.60499,113.002,10.0664,3.09505,3.25242,1.04568,0.269772,0.082945,0.1868271753191948,0.224009,1.18762,0.28736,0.738237,,,3.51088,2.16574,1.89189,36.189998626708984,,,,,,,487.80000000000007,4.82970297029703,458,4.534653465346534,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
