Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Alek Thomas","LAD",14,60,56,12,8,3,0,1,5,6,3,0,13,0,0,1,,1,0,0.207878,0.0516083,0.209173,0.246726,0.252386,0.328063,0.255862,0.580449,0.120185,4.05574,0.24496,0.0897081,-0.00771362,4.18829,-2.93893,58.5029,0.0819945,37.186,-2.932106576859951,37.401240453124046,3.7129,746.030029296875,,,,,,,40.2,2.871428571,40.2,2.871428571,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Darell Hernaiz","ATH",22,94,85,20,16,3,0,1,9,10,7,0,14,0,1,1,,1,0,0.230637,0.0736108,0.152601,0.482374,0.288676,0.300817,0.266155,0.589493,0.07018,3.72386,0.265337,-0.0540354,-0.112914,7.29452,-3.79226,64.1743,-0.166949,20.7669,-4.0616771429777145,21.56100058555603,2.12175,999,,,,,,,68,3.09090909,68,3.09090909,,,,,,,,,,,,,,,,,,,"Darell Hernaiz","26224",687231
"Bobby Witt Jr.","KCR",29,126,113,33,20,7,1,5,19,16,11,1,21,1,1,0,,7,2,0.290756,0.0835573,0.170034,0.491416,0.353706,0.500155,0.366107,0.853861,0.209399,6.96936,0.318899,0.729525,0.47207,19.9312,5.0637,133.591,1.20159,1.29098,6.098623871803284,2.6382004022598267,1.34362,3.0999999046325684,,,,,,,188.5,6.5,188.5,6.5,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Pete Crow-Armstrong","CHC",30,129,113,28,16,6,1,5,18,17,11,1,32,2,1,2,,7,1,0.250422,0.0824005,0.249408,0.330384,0.323148,0.460912,0.338541,0.784059,0.21049,7.33642,0.300148,0.695408,0.595263,17.5207,2.31602,115.175,1.29067,2.88022,3.642006993293762,3.3394811153411865,1.13604,32.939998626708984,,,,,,,163.4,5.446666666,163.4,5.446666666,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Julio Rodríguez","SEA",30,130,118,32,21,5,0,6,18,18,10,1,28,2,1,0,,5,1,0.2711,0.075369,0.215203,0.350223,0.333949,0.465891,0.346116,0.799841,0.194791,5.38277,0.309534,0.281108,0.376303,18.498,3.13487,129.379,0.657411,0.898005,5.0832725167274475,1.2855054140090942,1.1173,9.489999771118164,,,,,,,174.8,5.826666666,174.8,5.826666666,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",30,130,115,30,18,6,1,5,18,15,13,1,28,1,1,0,,4,1,0.259205,0.0981648,0.215446,0.455634,0.338561,0.45623,0.345134,0.794791,0.197025,5.94139,0.299527,0.416069,0.309693,18.3949,3.03184,123.521,0.725762,0.395562,4.269018173217773,1.7876917719841003,1.08549,12.510000228881836,,,,,,,169.9,5.663333333,169.9,5.663333333,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Yordan Alvarez","HOU",28,121,101,30,17,6,0,7,18,19,17,2,20,2,1,0,,1,0,0.297966,0.139094,0.170014,0.818132,0.402327,0.566513,0.410565,0.96884,0.268547,2.39056,0.308693,-0.380395,-0.123205,23.4375,9.18305,168.21,-0.5036,-0.179768,9.030390679836273,-2.964026927947998,1.0527,33.38999938964844,,,,,,,209.1,7.467857142,209.1,7.467857142,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Fernando Tatis Jr.","SDP",30,130,114,31,20,6,1,5,19,15,14,1,25,1,1,0,,6,2,0.273914,0.105781,0.191598,0.552101,0.357024,0.467222,0.358149,0.824247,0.193308,5.88848,0.309986,0.465541,0.334322,19.7605,4.39744,130.23,0.799863,1.97756,5.532929539680481,0.5854309797286987,1.05247,14.010000228881836,,,,,,,180.5,6.016666666,180.5,6.016666666,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Shohei Ohtani","LAD",29,126,107,30,16,5,1,8,22,20,18,2,30,1,1,0,,4,1,0.284579,0.139999,0.236325,0.5924,0.388183,0.570688,0.405006,0.958871,0.286109,5.95109,0.322778,0.146044,0.150615,23.9139,9.02597,158.454,0.296659,0,9.165591984987259,-3.1478395462036133,1.02895,1.2699999809265137,,,,,,,218.2,7.524137931,218.2,7.524137931,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Francisco Lindor","NYM",30,130,115,29,18,5,1,5,19,16,12,0,24,2,1,0,,4,1,0.255164,0.093468,0.183059,0.510588,0.336066,0.444728,0.341635,0.780794,0.189565,5.78439,0.279226,0.0532115,0.258284,18.0278,2.66473,118.733,0.311496,1.06186,3.244420737028122,2.3583074808120728,0.999904,25.350000381469727,,,,,,,161.4,5.38,161.4,5.38,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
