Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,MLBAMID,playerids,PlayerId
SDP,Padres,2.80542,1.77832,0.0,62.424,2,13.0068,,64.5843,265.847,57.6728,25.91,24.04,5.396,63.0671,16.7663,1.47688,2.57567,3.35004,1.15259,8.78858,2.33643,3.76154,0.751947,0.237231,0.0630674,0.17416345328092575,,0.233962,0.293621,0.725563,3.16672,396.7,6.103076923076923,388,5.969230769230769,0.990072,0.820326,0.0,735.8499755859375,29,NL,Adrian Morejon,670970,20039,20039
DET,Tigers,2.01007,2.86541,4.393,44.734,0,10.7682,,74.2332,317.77,55.8208,33.32,31.05,8.84971,100.554,39.0372,1.96562,4.59639,3.76449,1.27784,12.1911,4.73285,2.57585,1.07293,0.316436,0.122847,0.19358869642019272,,0.203625,0.285136,0.746201,3.73917,405.30000000000007,5.477027027027028,367,4.95945945945946,0.983223,0.825312,0.0,999.0,6,AL,Drew Anderson,623454,15130,15130
ATH,Athletics,8.60764,10.9632,27.59,27.59,0,0.0,,166.208,726.103,171.317,101.73,95.29,28.9381,128.852,56.1207,0.570638,13.6282,5.15986,1.36839,6.9772,3.03888,2.29598,1.56697,0.177457,0.0772903,0.1001664400100708,,0.261014,0.285579,0.672506,5.10699,475.1,2.8620481927710846,501,3.0180722891566263,0.981121,0.191737,13.886,642.52001953125,10,AL,Luis Severino,622663,15890,15890
,,6.37776,8.08105,17.975,20.043,0,0.0,,104.106,449.065,99.017,59.1,55.3,17.2952,91.1381,41.4615,0.609231,2.68594,4.7807,1.34938,7.87892,3.58436,2.19814,1.49517,0.202951,0.0923284,0.11062216758728027,,0.244536,0.275636,0.699938,4.81615,353.1,3.395192307692308,349,3.355769230769231,0.979553,0.558519,6.78176,728.47998046875,-1,,Lucas Giolito,608337,15474,15474
SDP,Padres,5.159,6.86777,16.972,26.456,0,0.6355,,100.271,431.402,95.9806,53.92,50.33,14.9417,90.2248,38.8867,1.20305,2.98771,4.51746,1.34503,8.09828,3.49034,2.3202,1.34112,0.209143,0.0901402,0.11900276690721512,,0.246402,0.284985,0.710382,4.52553,363.9,3.639,363,3.63,0.973597,0.729701,2.44395,999.0,29,NL,Griffin Canning,656288,19867,19867
TBR,Rays,6.01743,10.1487,21.821,37.668,0,0.6727,,141.367,612.987,153.296,85.85,80.29,22.8348,99.5142,39.4753,1.33763,7.4693,5.11159,1.36362,6.33548,2.51316,2.52092,1.45376,0.162343,0.0643983,0.09794486314058304,,0.270821,0.294035,0.664923,4.82335,428.7000000000001,3.0404255319148943,472,3.347517730496454,0.969594,0.0164943,3.48773,738.3400268554688,12,AL,Nick Martinez,607259,12730,12730
HOU,Astros,2.97219,1.85634,0.0,64.729,12,12.7572,,67.3706,281.274,51.3801,27.76,25.98,7.00248,88.0415,28.7289,0.842943,3.05031,3.47065,1.18908,11.7614,3.83788,3.06456,0.935457,0.313009,0.102139,0.21087084710597992,,0.205936,0.287325,0.744593,3.28783,469.0999999999999,7.001492537313432,436,6.507462686567164,0.958949,0.720872,0.0,181.6999969482422,21,AL,Bryan Abreu,650556,16609,16609
SEA,Mariners,2.55726,1.76163,0.0,60.703,34,3.3008,,62.2277,255.01,45.4775,22.93,21.43,5.49536,77.5514,23.5665,1.73899,3.98109,3.09942,1.10954,11.2163,3.40842,3.29075,0.794795,0.304111,0.0924138,0.2116968259215355,,0.199934,0.276854,0.751648,3.11874,534.3,8.61774193548387,499,8.048387096774194,0.953884,0.969848,0.0,41.189998626708984,11,AL,Andrés Muñoz,662253,20373,20373
SFG,Giants,2.48527,3.42093,7.679,22.452,0,0.6559,,59.9794,255.485,57.4895,27.84,25.91,5.7213,54.0111,20.3721,1.12227,3.2798,3.88783,1.29814,8.10444,3.05687,2.65123,0.85849,0.211406,0.079739,0.13166715949773788,,0.247978,0.300802,0.716111,3.75719,265.0,4.416666666666667,265,4.416666666666667,0.95271,0.788861,0.363576,748.5800170898438,30,NL,Trevor McDonald,686790,26448,26448
ATL,Braves,2.57188,1.47275,0.0,62.438,2,15.4676,,64.0839,258.686,52.4829,26.0,24.21,8.2229,73.475,15.9269,1.32004,0.872524,3.40007,1.0675,10.3189,2.23679,4.61326,1.15483,0.284032,0.0615686,0.22246308624744415,,0.216974,0.2763,0.745369,3.29658,405.00000000000006,6.328125000000001,381,5.953125,0.945209,0.766048,0.0,999.0,16,NL,Dylan Lee,669276,19996,19996
KCR,Royals,8.32676,10.2619,26.362,26.362,0,0.0,,156.473,680.561,159.89,93.4,87.45,26.3239,122.496,55.3122,0.5637,7.0786,5.02994,1.37533,7.04571,3.18144,2.21463,1.51409,0.179993,0.0812745,0.09871812909841537,,0.258651,0.284578,0.682945,4.95264,476.60000000000014,3.055128205128206,500,3.2051282051282053,0.938664,0.447361,12.7897,493.1000061035156,7,AL,Seth Lugo,607625,12447,12447
BOS,Red Sox,3.31686,3.95082,8.563,31.845,0,0.67,,70.662,305.044,64.8612,33.48,31.05,6.56148,64.7045,31.8633,1.67769,2.92841,3.95474,1.36883,8.24121,4.05833,2.03069,0.835715,0.212115,0.104455,0.10766041278839111,,0.240002,0.292983,0.722477,3.988,299.29999999999995,4.215492957746478,293,4.126760563380282,0.936542,0.890869,0.415401,999.0,3,AL,Patrick Sandoval,663776,19447,19447
SEA,Mariners,2.5381,1.82097,0.0,60.82,2,11.5222,,58.0072,235.128,45.7717,22.43,20.88,6.26982,68.6158,14.759,1.53127,3.81289,3.2396,1.0435,10.646,2.2899,4.64909,0.972782,0.291823,0.0627699,0.22905291616916656,,0.211362,0.278829,0.736203,3.13499,374.80000000000007,6.4620689655172425,351,6.051724137931035,0.933844,0.856323,0.0,999.0,11,AL,Gabe Speier,642100,17170,17170
SEA,Mariners,2.47444,1.78265,0.069,59.069,4,12.1088,,60.421,251.49,45.5353,22.28,20.88,4.31182,71.7811,26.8586,1.34867,2.83994,3.11018,1.19816,10.6921,4.00073,2.67255,0.642266,0.285423,0.106798,0.17862507700920105,,0.205306,0.282936,0.755212,3.1614,397.19999999999993,6.619999999999999,370,6.166666666666667,0.924391,0.965526,0.0,733.280029296875,11,AL,Matt Brash,666374,25756,25756
BOS,Red Sox,2.79671,1.56519,0.0,56.026,29,1.9172,,55.665,229.384,37.8862,20.69,19.3,5.35198,76.6879,25.3401,0.992682,2.67602,3.12045,1.13584,12.399,4.09702,3.02635,0.865316,0.334321,0.11047,0.22385114431381226,,0.188145,0.272646,0.763209,3.1396,477.1000000000001,8.519642857142859,438,7.821428571428571,0.914017,0.8523,0.0,64.55000305175781,3,AL,Aroldis Chapman,547973,10233,10233
PHI,Phillies,2.59952,1.47999,0.0,64.406,33,3.0274,,65.6461,269.352,56.1172,26.4,24.51,6.55958,72.5141,18.9439,1.84682,2.62212,3.36029,1.14342,9.94159,2.59719,3.82783,0.89931,0.269216,0.0703313,0.19888494908809662,,0.226474,0.29374,0.738658,3.21046,513.7,7.783333333333334,496,7.515151515151516,0.912533,0.874464,0.0,41.84000015258789,26,NL,Jhoan Duran,661395,21029,21029
MIA,Marlins,5.72777,9.82301,21.466,27.512,0,0.6235,,121.649,524.167,128.654,72.21,67.41,21.3546,87.1262,34.7029,0.956262,3.66434,4.98722,1.34286,6.44589,2.56743,2.51063,1.57988,0.166218,0.0662057,0.10001260042190552,,0.26483,0.284374,0.682952,4.93095,370.10000000000025,3.0336065573770514,398,3.262295081967213,0.909103,0.330989,5.34879,748.510009765625,20,NL,Chris Paddack,663978,20099,20099
NYY,Yankees,3.32023,1.58665,0.0,60.413,32,1.5518,,61.5345,250.69,47.3931,24.68,23.11,7.13454,73.2731,20.09,1.53265,1.76542,3.38006,1.09667,10.7169,2.93835,3.64725,1.04349,0.292286,0.0801388,0.21214759349822998,,0.207107,0.271236,0.74447,3.32639,498.49999999999994,8.04032258064516,467,7.532258064516129,0.897255,0.761596,0.0,64.05999755859375,9,AL,David Bednar,670280,19569,19569
MIL,Brewers,3.37542,1.79397,0.0,64.135,18,6.695,,66.3462,277.366,49.5162,24.33,22.78,4.60695,75.5171,31.2992,1.62367,3.59152,3.09015,1.21809,10.244,4.24581,2.41274,0.624942,0.272265,0.112844,0.1594204306602478,,0.204211,0.276618,0.759563,3.33904,461.9000000000001,6.99848484848485,430,6.515151515151516,0.892657,1.08313,0.0,167.27999877929688,23,NL,Abner Uribe,682842,25327,25327
MIL,Brewers,2.97518,2.09558,1.597,56.205,1,12.8555,,72.6859,307.775,59.0301,28.89,26.9,4.71294,77.2438,32.8637,1.62513,5.50134,3.33077,1.26426,9.56436,4.06919,2.35043,0.583559,0.250975,0.106778,0.14419662952423096,,0.219109,0.289763,0.738652,3.4361,419.30000000000007,5.743835616438357,394,5.397260273972603,0.890018,1.05779,0.0,999.0,23,NL,Aaron Ashby,676879,23550,23550
HOU,Astros,4.3425,6.12184,14.793,22.614,0,0.6445,,82.2678,359.272,76.4711,44.79,41.93,10.1867,77.6846,37.7293,0.728203,5.59657,4.58709,1.38815,8.4986,4.12754,2.059,1.11441,0.216228,0.105016,0.11121197789907455,,0.242038,0.290626,0.694528,4.4362,314.20000000000005,3.8317073170731715,308,3.7560975609756095,0.88154,0.525594,2.17496,999.0,21,AL,Lance McCullers Jr.,621121,14120,14120
HOU,Astros,4.55817,6.48526,15.384,25.002,0,0.6445,,93.1962,404.28,82.7357,51.61,48.42,13.675,92.2489,42.2965,1.03151,6.10002,4.67594,1.3416,8.90852,4.08459,2.18101,1.3206,0.228181,0.104622,0.12355881184339523,,0.23248,0.276287,0.6934,4.62089,344.2,3.7010752688172044,327,3.5161290322580645,0.881503,0.480874,2.29051,728.3099975585938,21,AL,Spencer Arrighetti,681293,29921,29921
TOR,Blue Jays,4.77989,6.0903,15.447,24.463,0,0.6594,,90.5619,384.406,85.0868,50.29,47.25,17.0487,84.0442,27.6468,0.855161,4.10859,4.69568,1.24482,8.35227,2.74753,3.03992,1.69429,0.218634,0.0719208,0.14671292155981064,,0.241278,0.270467,0.702676,4.77833,319.29999999999995,3.5087912087912083,310,3.4065934065934065,0.877323,0.56777,2.33586,546.9299926757812,14,AL,Max Scherzer,453286,3137,3137
ATH,Athletics,6.39102,8.82658,22.352,22.352,0,0.0,,122.877,535.441,127.09,75.21,70.31,22.0389,104.074,42.0551,0.410138,6.11623,5.14978,1.37654,7.62282,3.08029,2.47471,1.61422,0.194371,0.0785431,0.11582843214273453,,0.260821,0.290874,0.679258,4.94891,373.40000000000003,3.0357723577235776,393,3.1951219512195124,0.876985,0.192255,9.23689,748.5800170898438,10,AL,Aaron Civale,650644,19479,19479
BOS,Red Sox,4.37946,6.18323,14.482,30.62,0,0.67,,93.3076,403.788,82.1706,49.34,46.14,12.8378,89.8787,43.2588,1.38439,5.29852,4.45044,1.34426,8.66926,4.17253,2.0777,1.23827,0.222589,0.107132,0.11545626819133759,,0.231316,0.27457,0.708095,4.55845,355.1000000000001,3.818279569892474,336,3.6129032258064515,0.875861,0.708076,0.837431,536.780029296875,3,AL,Johan Oviedo,670912,22487,22487
BOS,Red Sox,2.3087,2.84753,7.144,15.54,0,0.67,,46.1161,193.124,39.3511,19.61,18.28,4.45987,48.4882,16.591,0.699131,2.44295,3.56752,1.21307,9.46294,3.2379,2.92255,0.870387,0.251073,0.0859086,0.16516393423080444,,0.226039,0.288019,0.731054,3.52771,232.80000000000004,5.060869565217392,221,4.804347826086956,0.875623,0.783525,0.339909,266.4800109863281,3,AL,Connelly Early,813349,33666,33666
PIT,Pirates,2.62982,1.57579,0.0,56.64,2,11.7222,,59.2043,249.002,48.354,24.93,23.29,5.4797,70.1421,23.5684,1.43359,2.81444,3.54045,1.21482,10.6627,3.58278,2.9761,0.833002,0.281693,0.0946516,0.18704122304916382,,0.217205,0.291667,0.73139,3.30574,367.3,6.22542372881356,347,5.88135593220339,0.865488,0.599234,0.0,748.4400024414062,27,NL,Mason Montgomery,682254,29770,29770
CHW,White Sox,5.32892,9.6465,20.791,31.614,0,0.5926,,126.435,560.106,123.944,75.2,70.32,18.0533,108.269,60.0532,1.87121,7.05976,5.00558,1.45527,7.70692,4.27476,1.80289,1.28508,0.193302,0.107218,0.08608397096395493,,0.251411,0.28879,0.685454,4.87115,407.60000000000014,3.234920634920636,415,3.2936507936507935,0.839246,0.23608,3.2989,717.8599853515625,4,AL,Anthony Kay,641743,20387,20387
STL,Cardinals,2.61358,1.84012,0.0,56.952,6,14.597,,63.7533,267.787,55.4712,26.76,25.08,5.17303,63.6874,22.3519,1.74282,3.45057,3.54052,1.22069,8.99069,3.1554,2.84931,0.730273,0.237829,0.0834689,0.1543596237897873,,0.229235,0.290533,0.72347,3.40621,412.1,6.4390625,398,6.21875,0.838398,0.662594,0.0,528.7999877929688,28,NL,Matt Svanson,694335,29629,29629
HOU,Astros,2.21887,1.25176,0.0,45.966,23,2.4988,,48.271,194.129,31.6279,17.91,16.79,6.36419,70.0627,16.7029,0.822698,3.08639,3.13045,1.00124,13.063,3.1142,4.19465,1.18659,0.360909,0.0860402,0.27486875653266907,,0.181416,0.258024,0.771691,3.17609,401.20000000000005,8.358333333333334,365,7.604166666666667,0.833354,0.730811,0.0,124.38999938964844,21,AL,Josh Hader,623352,14212,14212
WSN,Nationals,2.81733,5.08522,10.135,27.916,0,0.6317,,71.7615,308.575,69.6044,35.24,32.85,6.79943,55.9392,27.3971,1.12973,2.91069,4.1199,1.35172,7.01564,3.43601,2.0418,0.852754,0.181282,0.0887856,0.09249641001224518,,0.250135,0.291399,0.705988,4.07488,290.70000000000005,4.0375000000000005,295,4.097222222222222,0.833035,0.797919,0.604944,999.0,24,NL,Andrew Alvarez,674841,29914,29914
TBR,Rays,3.22694,5.05647,11.088,24.83,0,0.6727,,73.3508,321.658,63.0423,39.11,36.56,9.02584,82.2319,41.3806,1.18765,3.04176,4.48584,1.42361,10.0897,5.07732,1.98721,1.10745,0.25565,0.128648,0.12700246274471283,,0.227396,0.290446,0.711573,4.30948,301.70000000000005,4.132876712328768,284,3.8904109589041096,0.821919,0.495997,0.659245,713.1400146484375,12,AL,Joe Boyle,671212,29608,29608
SEA,Mariners,2.50089,1.92575,0.0,62.07,3,15.9004,,64.6646,268.58,59.7488,27.0,25.15,5.31371,60.1994,16.6206,1.61657,3.84802,3.50037,1.18101,8.37854,2.31325,3.62197,0.739561,0.224139,0.0618833,0.162256121635437,,0.240814,0.298114,0.716223,3.2911,399.5,6.1461538461538465,396,6.092307692307692,0.821714,0.716448,0.0,999.0,11,AL,Jose A. Ferrer,678606,24017,24017
BAL,Orioles,2.95812,1.80148,0.0,60.022,29,2.9668,,62.5708,258.603,51.3023,25.94,24.26,6.77584,68.335,21.9166,1.36424,1.14929,3.48949,1.17018,9.82911,3.15242,3.11795,0.974617,0.264247,0.0847501,0.1794966161251068,,0.21781,0.277551,0.741831,3.46458,471.5,7.484126984126984,448,7.111111111111111,0.814904,0.711971,0.0,85.58999633789062,2,AL,Ryan Helsley,664854,18138,18138
SDP,Padres,7.00984,9.9286,23.44,28.506,0,0.6355,,127.715,560.837,136.509,77.7,72.62,19.3444,83.0088,44.9538,1.13775,6.62092,5.11749,1.42084,5.84958,3.16787,1.84653,1.36319,0.148009,0.0801548,0.06785379350185394,,0.268052,0.287937,0.672122,5.01576,371.3,2.90078125,407,3.1796875,0.806342,0.128531,6.04239,721.1699829101562,29,NL,Randy Vásquez,681190,24719,24719
TOR,Blue Jays,3.82794,4.91485,11.899,29.558,0,0.6594,,86.8298,372.088,84.5753,45.95,43.02,12.0828,72.094,29.0621,1.4256,5.0406,4.45907,1.30874,7.47262,3.01232,2.48069,1.25239,0.193755,0.0781054,0.11564981937408447,,0.250234,0.285619,0.699817,4.46183,321.20000000000005,3.691954022988506,325,3.735632183908046,0.798976,0.61527,0.785047,715.6500244140625,14,AL,José Berríos,621244,14168,14168
COL,Rockies,6.93473,12.2593,27.664,27.664,0,0.0,,159.084,703.567,193.755,110.63,102.7,31.1938,116.475,39.3086,0.628827,5.205,5.81014,1.46503,6.58945,2.22384,2.9631,1.76475,0.165549,0.0558704,0.10967899858951569,,0.29399,0.317884,0.646455,5.05934,390.9000000000002,2.458490566037737,492,3.0943396226415096,0.785542,-1.01489,13.0515,999.0,19,NL,Kyle Freeland,607536,16256,16256
LAD,Dodgers,3.49291,1.43545,0.0,60.969,2,17.5173,,60.8057,248.526,44.557,25.64,23.92,8.68405,74.1242,21.9169,1.51091,2.34042,3.54046,1.09322,10.9713,3.24397,3.38206,1.28535,0.298255,0.0881874,0.21006763726472855,,0.198677,0.25359,0.751781,3.75048,381.7000000000001,6.257377049180329,346,5.672131147540983,0.775676,0.603651,0.0,743.4199829101562,22,NL,Alex Vesia,681911,25007,25007
WSN,Nationals,6.31783,11.4082,25.765,25.765,0,0.0,,143.31,622.082,158.611,89.51,83.6,25.2772,86.977,37.7363,0.480107,5.21083,5.25016,1.37009,5.46224,2.36987,2.30487,1.58743,0.139816,0.0606613,0.07915488630533218,,0.273876,0.285585,0.663755,5.11331,382.30000000000007,2.673426573426574,435,3.041958041958042,0.77143,-0.0380117,10.9921,999.0,24,NL,Miles Mikolas,571945,9803,9803
CHC,Cubs,2.7672,1.90325,0.0,61.829,5,14.1972,,62.19,258.813,48.1836,25.8,24.12,6.42334,73.5849,22.9258,1.29448,5.51696,3.49059,1.14342,10.649,3.31777,3.2097,0.929571,0.284316,0.0885805,0.19573597609996796,,0.209157,0.277731,0.729423,3.48345,402.2,6.487096774193549,374,6.032258064516129,0.770653,0.657689,0.0,743.3800048828125,17,NL,Phil Maton,664208,18064,18064
CHC,Cubs,2.70819,1.94061,0.0,61.075,30,3.2585,,63.4732,266.437,50.3675,27.29,25.53,6.6167,74.0394,26.5651,1.31902,3.13179,3.61995,1.21205,10.4982,3.76673,2.78709,0.938195,0.277887,0.099705,0.17818167060613632,,0.212754,0.280302,0.733607,3.56097,470.1,7.461904761904762,444,7.0476190476190474,0.768003,0.608262,0.0,91.05999755859375,17,NL,Daniel Palencia,694037,27914,27914
PHI,Phillies,2.51933,1.51775,0.078,61.861,1,9.2768,,62.3104,258.546,52.4714,26.27,24.45,6.19924,63.9467,19.6832,1.2725,3.49279,3.53151,1.15799,9.23635,2.843,3.2488,0.895407,0.247332,0.0761304,0.17120197415351868,,0.222932,0.280058,0.722869,3.49181,349.79999999999995,5.641935483870967,332,5.354838709677419,0.766157,0.657689,0.0,999.0,26,NL,Orion Kerkering,689147,31776,31776
NYY,Yankees,4.75536,5.62572,13.212,36.896,0,0.6897,,97.0894,423.395,83.3626,52.07,49.04,13.22,91.5282,50.7964,1.4199,4.68802,4.54591,1.38181,8.48449,4.70873,1.80186,1.22547,0.216177,0.119974,0.09620266407728195,,0.226584,0.266537,0.709799,4.73425,362.1000000000001,3.7329896907216504,336,3.463917525773196,0.743559,0.57609,0.834754,376.5,9,AL,Luis Gil,661563,21052,21052
CHC,Cubs,1.78947,2.17794,2.686,38.141,0,7.3059,,61.4548,260.861,54.6354,29.93,27.9,7.84336,65.6248,23.1838,1.68482,1.98678,4.08593,1.26628,9.6107,3.39524,2.83064,1.14865,0.251571,0.0888741,0.16269642859697342,,0.23181,0.288445,0.716491,3.88732,295.0000000000001,4.836065573770494,286,4.688524590163935,0.729686,0.374733,0.0,733.6500244140625,17,NL,Ben Brown,676962,23590,23590
DET,Tigers,2.55509,1.89106,0.533,61.327,1,13.64,,67.5749,275.647,58.7782,27.9,25.92,7.12601,54.7034,16.0606,1.16953,2.45331,3.45217,1.1075,7.2857,2.13905,3.40605,0.949082,0.198455,0.0582653,0.14018934965133667,,0.228591,0.264472,0.723668,3.70892,380.70000000000005,5.598529411764707,366,5.382352941176471,0.720011,0.827659,0.0,999.0,6,AL,Tyler Holton,663947,26231,26231
MIL,Brewers,3.06196,1.88548,0.0,60.157,19,8.7086,,62.2284,258.665,51.0596,28.04,26.21,8.0883,71.1188,21.2888,1.61833,2.05721,3.79071,1.16263,10.2858,3.07897,3.34066,1.1698,0.274946,0.0823027,0.19264314323663712,,0.216981,0.27526,0.726073,3.66461,431.79999999999995,6.9645161290322575,410,6.612903225806452,0.716776,0.451009,0.0,137.6999969482422,23,NL,Trevor Megill,656730,17722,17722
CHW,White Sox,3.49546,6.44455,13.123,30.438,0,0.5926,,93.3605,405.462,94.2306,54.17,50.58,13.866,68.7765,33.1131,1.41048,4.44698,4.87594,1.364,6.63009,3.19212,2.07702,1.33669,0.169625,0.0816675,0.08795724809169769,,0.256129,0.281724,0.677966,4.7995,302.6,3.253763440860215,314,3.3763440860215055,0.714219,0.197884,0.945254,999.0,4,AL,Jonathan Cannon,686563,31730,31730
SFG,Giants,2.34888,1.87268,0.175,59.182,26,3.8141,,61.0802,262.333,58.1437,28.46,26.46,5.06239,61.7963,21.5949,1.2278,4.48563,3.89881,1.30547,9.10552,3.18195,2.86162,0.74593,0.235565,0.0823185,0.1532459706068039,,0.246108,0.31336,0.705818,3.4701,431.1000000000001,7.067213114754099,432,7.081967213114754,0.712521,0.397188,0.0,144.55999755859375,30,NL,Ryan Walker,676254,20423,20423
NYY,Yankees,3.1109,1.50136,0.065,56.683,2,15.9526,,58.0183,240.582,40.7683,23.39,21.92,6.89553,80.0336,26.2828,0.909647,3.07823,3.40031,1.15569,12.4151,4.07707,3.0451,1.06966,0.332667,0.109247,0.22342003881931305,,0.193012,0.272526,0.760681,3.43948,383.5,6.612068965517241,346,5.9655172413793105,0.708342,0.752632,0.0,999.0,9,AL,Fernando Cruz,518585,7048,7048
,,4.10988,5.72427,12.404,13.785,0,0.0,,69.3532,302.375,73.028,41.49,38.67,10.3606,61.4054,24.6151,0.409304,2.50692,5.01823,1.40791,7.9686,3.19431,2.49462,1.3445,0.203077,0.0814059,0.12167093902826309,,0.265312,0.307967,0.675418,4.4796,235.8,3.4173913043478263,253,3.6666666666666665,0.701263,0.183679,4.34793,999.0,-1,,Patrick Corbin,571578,9323,9323
NYY,Yankees,3.27185,1.61666,0.0,60.367,5,13.7242,,61.5448,259.06,48.819,25.23,23.66,4.88641,66.2463,27.2709,1.54014,3.62219,3.45992,1.23633,9.68753,3.98795,2.4292,0.714564,0.255718,0.105269,0.15044967830181122,,0.213962,0.279765,0.73445,3.52038,389.9,6.288709677419354,365,5.887096774193548,0.68951,0.761596,0.0,663.6500244140625,9,AL,Camilo Doval,666808,21992,21992
MIN,Twins,2.16862,3.21505,6.785,19.329,1,0.6393,,48.2211,206.482,44.9678,25.07,23.43,6.30619,48.4326,17.7509,0.739351,2.07016,4.37298,1.30065,9.03947,3.31304,2.72845,1.17699,0.234561,0.0859684,0.14859241992235184,,0.240906,0.293064,0.698621,4.0596,209.40000000000003,4.362500000000001,207,4.3125,0.689482,0.366038,0.398667,999.0,8,AL,David Festa,701581,30056,30056
PIT,Pirates,3.12425,4.60371,9.659,29.152,0,0.6351,,74.4605,319.395,74.2194,41.54,38.96,10.852,56.8707,23.3811,1.04312,2.85703,4.70907,1.31077,6.87393,2.82606,2.43233,1.31168,0.178057,0.0732043,0.10485293716192245,,0.253173,0.28109,0.680282,4.55937,259.9,3.512162162162162,267,3.608108108108108,0.689083,0.201453,0.657504,999.0,27,NL,José Urquidy,664353,18413,18413
NYM,Mets,2.39674,1.4117,0.0,45.987,1,13.3149,,46.5124,191.979,38.5581,19.98,18.6,5.0661,51.9389,14.5924,0.903653,2.01632,3.59904,1.14272,10.05,2.82357,3.55932,0.980275,0.270545,0.0760103,0.19453494995832443,,0.219867,0.282956,0.72019,3.389,294.9,6.274468085106382,280,5.957446808510638,0.683835,0.46855,0.0,999.0,25,NL,A.J. Minter,621345,18655,18655
ATL,Braves,2.40672,1.55767,0.0,60.924,26,4.3013,,62.3021,258.936,56.9989,28.85,26.93,7.94631,64.3981,16.0714,1.41326,1.95365,3.89024,1.17284,9.30279,2.32163,4.00701,1.1479,0.248703,0.0620669,0.1866356059908867,,0.236597,0.290997,0.713858,3.59388,432.2,6.970967741935484,426,6.870967741935484,0.676974,0.348002,0.0,100.62000274658203,16,NL,Raisel Iglesias,628452,17130,17130
MIA,Marlins,2.21114,1.74277,0.0,57.879,26,4.0146,,59.5091,249.399,52.6957,27.28,25.32,6.12897,58.7869,20.3332,1.16428,2.33618,3.82933,1.22719,8.89078,3.07514,2.89118,0.926929,0.235714,0.0815287,0.15418566018342972,,0.232416,0.28778,0.709854,3.64112,430.40000000000003,7.173333333333334,420,7.0,0.662461,0.446444,0.0,111.45999908447266,20,NL,Pete Fairbanks,664126,17998,17998
CHW,White Sox,7.2053,11.2205,26.636,26.636,0,0.0,,151.082,660.217,155.211,93.47,87.46,26.3733,110.131,56.0766,0.515747,7.09208,5.21002,1.3985,6.56054,3.3405,1.96394,1.57107,0.16681,0.0849368,0.08187364041805267,,0.259964,0.279751,0.675695,5.20088,425.60000000000014,2.818543046357617,448,2.966887417218543,0.66216,0.149647,11.8379,999.0,4,AL,Davis Martin,663436,21448,21448
ARI,Diamondbacks,2.43771,2.1168,5.865,5.995,0,0.0,,35.34,148.44,32.5834,16.43,15.39,3.59897,31.6454,11.1637,0.139875,1.5923,3.91935,1.23789,8.05911,2.84305,2.83467,0.916545,0.213187,0.075207,0.1379799321293831,,0.240142,0.288577,0.705713,3.75097,149.0,4.257142857142857,148,4.228571428571429,0.659289,0.587342,2.69521,738.0999755859375,15,NL,Corbin Burnes,669203,19361,19361
CHW,White Sox,4.70527,8.1444,17.306,22.327,0,0.5926,,100.805,443.679,107.442,63.32,59.45,15.087,69.5147,39.798,0.737392,2.55717,5.30777,1.46064,6.20636,3.55322,1.74669,1.34698,0.156678,0.0897001,0.06697786599397659,,0.267719,0.291596,0.665407,4.96209,299.7000000000001,2.967326732673268,325,3.217821782178218,0.657841,-0.040439,4.7745,999.0,4,AL,Erick Fedde,607200,17425,17425
PHI,Phillies,2.15925,1.37205,0.0,55.367,4,12.0343,,56.2151,239.436,50.0615,25.21,23.42,4.59091,60.486,22.3735,1.28435,3.40328,3.74953,1.28853,9.68377,3.58198,2.70347,0.735002,0.252618,0.0934423,0.15917608886957169,,0.234305,0.306029,0.715447,3.42047,335.9000000000001,5.998214285714288,328,5.857142857142857,0.656561,0.437296,0.0,746.0700073242188,26,NL,José Alvarado,621237,17780,17780
ATL,Braves,3.29212,3.51912,9.144,9.413,0,0.0,,50.8234,219.819,50.5716,27.47,25.81,5.60733,42.8014,19.8063,0.201268,1.89201,4.57053,1.38475,7.57944,3.50738,2.161,0.992968,0.194712,0.0901026,0.10460909456014633,,0.255256,0.300338,0.686223,4.16591,191.00000000000003,3.7450980392156867,197,3.8627450980392157,0.655049,0.475712,3.56863,999.0,16,NL,Hurston Waldrep,694462,33527,33527
CLE,Guardians,4.984,8.42694,18.34,23.149,0,0.6783,,105.019,460.334,107.43,63.68,59.24,17.6841,83.3762,40.9639,0.905975,4.8219,5.0768,1.41302,7.14524,3.51055,2.03536,1.51551,0.181121,0.0889873,0.09213367104530334,,0.25915,0.286282,0.685187,5.0443,309.40000000000003,2.946666666666667,323,3.0761904761904764,0.651094,0.102097,5.02792,999.0,5,AL,Logan Allen,671106,27589,27589
BAL,Orioles,2.7159,1.64439,0.0,55.443,5,12.0929,,56.985,232.518,49.6446,23.89,22.35,6.50775,56.926,14.2847,1.07675,1.395,3.52988,1.12186,8.99069,2.25607,3.9851,1.02781,0.244824,0.0614348,0.18338927626609802,,0.228948,0.281197,0.730398,3.44729,347.69999999999993,6.099999999999999,336,5.894736842105263,0.650864,0.594731,0.0,745.8499755859375,2,AL,Andrew Kittredge,552640,12828,12828
