Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,Name,MLBAMID,playerids,PlayerId
CHW,White Sox,127,480,550,121,93,20,1,7,64,41,56,0,83,8,3,2,,13,4,0.252527,0.339198,0.340732,0.67993,0.306408,0.101898,0.150556,0.676812,0.088205,4.56591,0.291046,-0.301098,,61.9769,-2.96604,-1.01382,0.0171149,-0.283983,1.74182,-3.289839446544647,1.3908132314682007,95.3599,532.6,4.193700787,532.6,4.193700787,646.8699951171875,0.0,2B/SS,/players/chase-meidroth/31580/stats/batting,4,AL,Chase Meidroth,805367,31580,31580
PHI,Phillies,127,500,550,134,101,23,3,7,69,48,39,1,114,2,3,5,,29,7,0.268476,0.323013,0.370923,0.693936,0.305298,0.071539,0.208207,0.343596,0.102447,6.29008,0.333034,1.78248,,61.4814,-3.46161,-2.78817,2.26348,4.04596,1.73076,-0.4400334358215332,-0.9233584403991699,93.1136,558.5,4.397637795,558.5,4.397637795,999.0,0.0,OF,/players/justin-crawford/31791/stats/batting,26,NL,Justin Crawford,702222,31791,31791
NYY,Yankees,111,420,481,92,57,17,1,17,54,52,54,2,151,3,3,0,,3,2,0.217869,0.309544,0.38207,0.691614,0.303971,0.112984,0.314795,0.358915,0.164201,3.0339,0.293355,-0.583456,,53.2781,-3.54701,2.60741,-0.78362,-1.36708,1.71061,-4.16361939907074,4.325004696846008,95.0663,481.1,4.334234234,481.1,4.334234234,732.8599853515625,0.00632911,3B,/players/ryan-mcmahon/15112/stats/batting,9,AL,Ryan McMahon,641857,15112,15112
CHW,White Sox,91,321,367,80,54,14,1,11,44,38,39,0,94,3,2,1,,5,1,0.248168,0.334574,0.396227,0.7308,0.322323,0.107087,0.25603,0.418261,0.148059,4.27617,0.316284,-0.447202,,46.1101,2.76063,-0.914233,-0.121053,-0.568255,1.684,2.165804386138916,1.6621556878089905,106.323,409.4,4.498901098,409.4,4.498901098,266.8800048828125,0.18421053,C,/players/kyle-teel/33549/stats/batting,4,AL,Kyle Teel,691019,33549,33549
TEX,Rangers,127,512,550,127,83,24,1,18,59,65,30,0,140,4,2,0,,4,1,0.246963,0.293048,0.403701,0.696749,0.302191,0.0553971,0.254659,0.217534,0.156738,3.49302,0.304268,-1.20114,,60.0948,-4.84814,0.848477,-0.44007,-1.64121,1.66593,-5.4521262645721436,2.8114395141601562,94.1172,550.5,4.334645669,550.5,4.334645669,610.5,0.03731343,3B,/players/josh-jung/26299/stats/batting,13,AL,Josh Jung,673962,26299,26299
PHI,Phillies,111,426,481,109,72,21,3,13,59,53,47,1,135,2,4,2,,12,3,0.255746,0.330355,0.411605,0.741959,0.323409,0.0975587,0.281175,0.346968,0.155859,5.40625,0.340095,0.348486,,60.8679,4.04279,0.205559,0.450843,0.799329,1.66455,3.945776104927063,-3.6712929010391235,105.52,546.0,4.918918918,546.0,4.918918918,609.72998046875,0.0,OF,/players/brandon-marsh/20202/stats/batting,26,NL,Brandon Marsh,669016,20202,20202
TOR,Blue Jays,143,577,618,151,107,30,3,11,71,63,27,1,64,4,5,5,,9,3,0.262171,0.297481,0.382668,0.680149,0.295037,0.0436878,0.102998,0.424162,0.120497,4.52313,0.27582,0.0935295,,64.0151,-9.04573,1.40425,-0.509054,-0.415524,1.65942,-8.878660917282104,3.8088839054107666,88.3872,577.8,4.04055944,577.8,4.04055944,337.67999267578125,0.0,3B,/players/ernie-clement/20352/stats/batting,14,AL,Ernie Clement,676391,20352,20352
NYM,Mets,122,471,529,116,72,22,0,22,64,71,48,1,108,4,4,2,,5,2,0.247052,0.319639,0.435028,0.754667,0.326412,0.0916732,0.204932,0.447335,0.187975,3.0674,0.273675,-0.823603,,68.2447,5.73708,1.81831,-0.528624,-1.35223,1.65233,6.478401303291321,-7.922888994216919,112.489,609.1,4.99262295,609.1,4.99262295,209.42999267578125,0.65925926,2B/SS,/players/jorge-polanco/13152/stats/batting,25,NL,Jorge Polanco,593871,13152,13152
KCR,Royals,145,561,625,146,87,31,1,26,73,92,51,3,92,6,6,0,,1,0,0.259465,0.324635,0.459158,0.783793,0.335488,0.0823086,0.147408,0.558371,0.199693,2.39239,0.265805,-1.84177,,85.2598,11.3871,-0.27061,-0.807898,-2.64967,1.64839,6.65877366065979,-12.072925060987473,112.632,769.5,5.306896551,769.5,5.306896551,77.0999984741211,0.20858896,1B/DH,/players/vinnie-pasquantino/27676/stats/batting,7,AL,Vinnie Pasquantino,686469,27676,27676
SFG,Giants,130,466,515,103,71,20,2,10,51,52,38,0,136,3,5,3,,3,1,0.220859,0.281864,0.333184,0.615048,0.271713,0.0745318,0.263585,0.282762,0.112324,3.49203,0.286664,-0.760561,,43.5717,-17.2892,5.7455,-0.46192,-1.22248,1.6277,-17.02736747264862,15.805686473846436,74.1106,400.1,3.077692307,400.1,3.077692307,747.8900146484375,0.0,C,/players/patrick-bailey/27478/stats/batting,30,NL,Patrick Bailey,672275,27478,27478
CHW,White Sox,134,492,577,107,60,17,0,29,73,79,76,4,186,6,4,0,,9,3,0.216966,0.326085,0.432321,0.758406,0.328847,0.13146,0.322285,0.407899,0.215354,3.56562,0.276028,-0.686874,,75.5898,7.39964,-0.188215,-0.537958,-1.22483,1.61688,6.133005142211914,-10.199326127767563,110.817,683.8,5.102985074,683.8,5.102985074,999.0,0.0,1B,/players/munetaka-murakami/37120/stats/batting,4,AL,Munetaka Murakami,808959,37120,37120
BOS,Red Sox,105,370,415,84,54,18,0,12,43,45,38,1,111,4,3,1,,3,1,0.227699,0.303419,0.375451,0.67887,0.298362,0.0907664,0.267387,0.339456,0.147752,2.83507,0.288961,-0.680176,,44.1026,-4.95253,1.68126,-0.534346,-1.21452,1.60155,-8.12450897693634,9.484040021896362,85.8785,394.3,3.755238095,394.3,3.755238095,443.010009765625,0.01724138,C,/players/carlos-narvaez/19722/stats/batting,3,AL,Carlos Narváez,665966,19722,19722
SFG,Giants,140,548,605,146,100,31,6,9,69,59,46,1,68,6,4,1,,10,3,0.266317,0.327464,0.392329,0.719793,0.314815,0.0759949,0.111739,0.68011,0.126012,5.19653,0.288576,0.206751,,72.3013,0.863998,-2.14602,-0.353828,-0.147077,1.56714,2.459120735526085,-7.249719858169556,103.637,644.9,4.606428571,644.9,4.606428571,339.44000244140625,0.01315789,OF,/players/jung-hoo-lee/33824/stats/batting,30,NL,Jung Hoo Lee,808982,33824,33824
TEX,Rangers,124,469,536,112,77,23,2,10,62,47,50,1,102,11,3,3,,10,3,0.239668,0.325045,0.363604,0.68865,0.305871,0.0934053,0.190981,0.489083,0.123936,4.92905,0.283929,-0.213839,,60.1937,-3.12571,-2.32029,-0.125479,-0.339319,1.55993,-2.453730672597885,-0.7499147653579712,96.6523,523.9,4.225,523.9,4.225,428.9100036621094,0.07189542,3B/SS,/players/josh-smith/26396/stats/batting,13,AL,Josh Smith,669701,26396,26396
DET,Tigers,113,438,488,113,73,21,3,15,62,55,43,1,102,3,4,0,,3,1,0.257231,0.325547,0.422615,0.748162,0.324443,0.0885606,0.209033,0.423667,0.165384,4.14727,0.30034,0.0460946,,62.1472,4.51026,0.255387,-0.610329,-0.564235,1.55496,3.9143895506858826,-5.510816037654877,107.79,554.7,4.908849557,554.7,4.908849557,502.489990234375,0.38518519,2B,/players/colt-keith/27899/stats/batting,6,AL,Colt Keith,690993,27899,27899
ATL,Braves,95,361,412,87,61,15,1,9,49,40,43,1,75,4,3,2,,16,4,0.24102,0.324515,0.368824,0.693339,0.306472,0.103473,0.182534,0.566869,0.127804,5.31412,0.277947,0.552512,,46.5041,-2.2031,-1.94467,0.706499,1.25901,1.53737,-1.1556265354156494,2.4720003604888916,95.0577,420.2,4.423157894,420.2,4.423157894,748.3800048828125,0.0,SS,/players/ha-seong-kim/27506/stats/batting,16,NL,Ha-Seong Kim,673490,27506,27506
DET,Tigers,145,547,625,127,71,28,1,27,77,80,65,3,163,7,5,0,,2,1,0.231723,0.319135,0.434563,0.753698,0.325577,0.104577,0.260947,0.400758,0.20284,2.83241,0.275486,-0.65984,,80.2287,6.35605,5.61475e-05,-0.776447,-1.43629,1.53418,4.8792160749435425,-11.409666180654312,108.571,721.9,4.978620689,721.9,4.978620689,188.35000610351562,0.06329114,1B,/players/spencer-torkelson/27465/stats/batting,6,AL,Spencer Torkelson,679529,27465,27465
STL,Cardinals,140,553,605,148,100,26,1,21,68,77,42,1,86,4,5,1,,6,2,0.268019,0.321373,0.432645,0.754017,0.326136,0.0688817,0.142558,0.483183,0.164626,3.51262,0.282632,-1.16497,,77.8582,6.42089,-0.784568,-0.485077,-1.65005,1.53083,6.337209939956665,-11.482715904712677,111.147,698.1,4.986428571,698.1,4.986428571,175.19000244140625,0.14569536,DH/OF,/players/alec-burleson/27615/stats/batting,28,NL,Alec Burleson,676475,27615,27615
KCR,Royals,102,369,414,89,55,18,3,13,48,49,40,1,104,2,3,1,,4,1,0.24145,0.316253,0.410235,0.726488,0.315806,0.095922,0.249784,0.38402,0.168785,4.75448,0.298544,-0.217385,,49.8877,0.925365,-0.154641,-0.250664,-0.468049,1.5204,-0.9204378724098206,1.5138775259256363,99.0737,451.7,4.428431372,451.7,4.428431372,999.0,0.5,C/DH,/players/carter-jensen/29478/stats/batting,7,AL,Carter Jensen,695600,29478,29478
DET,Tigers,113,447,488,113,66,20,3,24,63,70,31,1,116,7,3,1,,3,1,0.252478,0.308422,0.474016,0.782438,0.333927,0.0632728,0.23819,0.26564,0.221538,4.23877,0.286482,-0.733753,,65.9033,8.26636,-0.330994,-0.678286,-1.41204,1.49629,6.822687387466431,-8.99256843328476,114.323,603.4,5.339823008,603.4,5.339823008,236.22000122070312,0.37209302,DH/OF,/players/kerry-carpenter/25961/stats/batting,6,AL,Kerry Carpenter,681481,25961,25961
SFG,Giants,118,462,508,112,77,20,2,14,60,53,33,0,121,8,4,1,,14,5,0.243183,0.302906,0.384359,0.687264,0.300622,0.0653488,0.237353,0.275323,0.141176,5.14467,0.296945,0.0592282,,54.9403,-5.13192,-0.495499,-0.00974487,0.0494833,1.49496,-3.617405902594328,1.3202420473098755,93.9146,501.8,4.252542372,501.8,4.252542372,554.3099975585938,0.0,OF,/players/harrison-bader/18030/stats/batting,30,NL,Harrison Bader,664056,18030,18030
NYY,Yankees,70,260,302,59,41,12,1,6,39,26,33,0,76,5,2,2,,33,7,0.22592,0.323283,0.340982,0.664264,0.298703,0.109206,0.25158,0.434081,0.115062,6.97548,0.295035,1.8458,,32.1961,-3.52254,0.20364,3.09077,4.93657,1.48449,1.8857526779174805,2.215676859021187,91.4373,324.4,4.634285714,324.4,4.634285714,200.02999877929688,0.01257862,2B/SS,/players/jose-caballero/23401/stats/batting,9,AL,José Caballero,676609,23401,23401
TOR,Blue Jays,119,467,515,112,65,27,1,19,62,66,42,2,125,4,3,0,,4,1,0.239056,0.30514,0.421906,0.727046,0.313875,0.0806031,0.242479,0.332412,0.18285,3.62829,0.284539,-0.515353,,61.227,0.343001,-0.313298,-0.42739,-0.942743,1.47764,-0.11424750089645386,-3.18413108587265,101.364,565.6,4.752941176,565.6,4.752941176,193.08999633789062,0.00657895,3B/OF,/players/addison-barger/24598/stats/batting,14,AL,Addison Barger,680718,24598,24598
SEA,Mariners,111,421,478,98,66,21,2,9,51,46,46,1,85,6,3,2,,7,2,0.232962,0.314449,0.356369,0.670818,0.297399,0.0952981,0.177291,0.537523,0.123408,4.44137,0.270017,-0.297677,,50.3932,-6.07455,-0.858441,-0.426807,-0.724484,1.47227,-3.0098552107810974,0.9458798766136169,95.9426,448.4,4.039639639,448.4,4.039639639,704.2899780273438,0.0,2B,/players/cole-young/31680/stats/batting,11,AL,Cole Young,702284,31680,31680
PIT,Pirates,146,565,632,143,93,28,4,18,73,74,55,2,153,8,4,0,,5,2,0.253466,0.325792,0.413116,0.738908,0.321707,0.0869022,0.241436,0.359939,0.15965,4.23462,0.313715,-0.681289,,79.1244,4.44002,-1.10216,-0.692632,-1.37392,1.46718,1.683521032333374,-8.365117907524109,104.081,701.9,4.807534246,701.9,4.807534246,204.72000122070312,0.23225806,OF,/players/bryan-reynolds/19326/stats/batting,27,NL,Bryan Reynolds,668804,19326,19326
HOU,Astros,95,368,410,91,63,17,2,8,48,38,32,0,85,5,3,2,,12,3,0.245758,0.312304,0.368807,0.681112,0.300472,0.0775706,0.206459,0.375719,0.123049,5.21353,0.295777,0.415228,,44.2159,-4.18503,1.59111,0.436374,0.851603,1.45246,-2.9611552953720093,3.0540764331817627,92.1028,402.9,4.241052631,402.9,4.241052631,738.1500244140625,0.0,OF,/players/jake-meyers/20308/stats/batting,21,AL,Jake Meyers,676694,20308,20308
PIT,Pirates,114,437,495,105,73,21,2,9,55,44,49,1,113,4,3,2,,13,3,0.240547,0.321235,0.36161,0.682845,0.302834,0.100007,0.228431,0.4378,0.121063,5.20821,0.302103,0.169419,,54.3435,-4.10521,-0.825416,0.521573,0.690992,1.45005,-4.4962422251701355,2.217176616191864,91.1523,483.2,4.238596491,483.2,4.238596491,735.5399780273438,0.00840336,3B,/players/jared-triolo/25807/stats/batting,27,NL,Jared Triolo,669707,25807,25807
CLE,Guardians,117,446,505,106,59,22,1,24,58,68,49,2,120,6,5,0,,2,0,0.237655,0.317585,0.453934,0.771519,0.331373,0.0960603,0.238197,0.403282,0.21628,2.72736,0.267492,-0.600555,,67.2081,7.5137,-0.298399,-0.510132,-1.11069,1.43556,7.224913001060486,-10.587905704975128,113.999,611.5,5.226495726,611.5,5.226495726,253.4600067138672,0.58865248,1B/DH,/players/kyle-manzardo/29794/stats/batting,5,AL,Kyle Manzardo,700932,29794,29794
CIN,Reds,110,391,442,92,58,18,1,15,50,54,42,1,125,5,3,0,,1,1,0.234615,0.314812,0.39772,0.712533,0.311691,0.096205,0.284103,0.338627,0.163106,2.47256,0.303346,-0.877222,,51.6973,-0.489009,-0.893115,-0.750629,-1.62785,1.37994,-4.6515607833862305,3.4499403834342957,94.2237,463.2,4.21090909,463.2,4.21090909,294.75,0.19318182,C,/players/tyler-stephenson/17988/stats/batting,18,NL,Tyler Stephenson,663886,17988,17988
STL,Cardinals,129,494,556,109,78,20,3,8,61,42,42,0,125,9,4,7,,36,6,0.220064,0.290657,0.319117,0.609775,0.272451,0.0755625,0.224955,0.3359,0.0990527,7.04252,0.27631,3.32898,,47.4089,-18.3459,2.81519,3.74919,7.07817,1.37969,-9.82594347000122,4.802690029144287,74.3709,471.3,3.653488372,471.3,3.653488372,391.1300048828125,0.0,OF,/players/victor-scott-ii/31349/stats/batting,28,NL,Victor Scott II,687363,31349,31349
CIN,Reds,114,448,495,118,74,25,0,19,62,66,38,0,97,5,3,0,,7,2,0.263112,0.325874,0.448276,0.77415,0.334502,0.0773646,0.195314,0.396103,0.185165,3.77434,0.294265,-0.222659,,67.062,8.61335,0.266819,-0.26259,-0.485249,1.37805,5.289239972829819,-8.27206951379776,109.849,600.6,5.268421052,600.6,5.268421052,161.8699951171875,0.05,1B/3B,/players/sal-stewart/31505/stats/batting,18,NL,Sal Stewart,701398,31505,31505
ATL,Braves,92,329,376,72,43,14,0,15,43,47,37,1,103,8,2,0,,0,0,0.219737,0.310986,0.403179,0.714165,0.312825,0.0971913,0.273384,0.355512,0.183441,2.12797,0.267564,-0.601417,,44.3693,-0.0702864,1.07162,-0.544941,-1.14636,1.37073,-1.4096457958221436,2.2984704971313477,99.4094,390.8,4.247826086,390.8,4.247826086,746.0599975585938,0.08433735,C,/players/sean-murphy/19352/stats/batting,16,NL,Sean Murphy,669221,19352,19352
LAA,Angels,137,541,594,126,71,23,2,31,72,86,40,1,163,9,3,1,,9,3,0.233453,0.295695,0.455801,0.751495,0.322276,0.0676037,0.273704,0.246996,0.222348,4.28527,0.270938,-0.499966,,74.6281,4.44679,-4.82234,-0.371934,-0.8719,1.36292,2.8871517181396484,-10.015856742858887,105.37,689.8,5.035036496,689.8,5.035036496,120.33000183105469,0.00606061,OF,/players/jo-adell/20220/stats/batting,1,AL,Jo Adell,666176,20220,20220
LAA,Angels,111,403,440,93,59,14,1,18,46,52,30,0,125,5,2,1,,2,1,0.229521,0.288435,0.405865,0.6943,0.301433,0.0671435,0.284396,0.236092,0.176344,2.85048,0.283737,-1.3537,,47.8862,-4.15624,-2.09948,-0.651217,-2.00492,1.34768,-6.671147108078003,4.678917169570923,91.0113,439.3,3.957657657,439.3,3.957657657,246.50999450683594,0.08035714,C,/players/logan-ohoppe/24729/stats/batting,1,AL,Logan O'Hoppe,681351,24729,24729
KCR,Royals,113,422,488,103,68,22,1,11,59,47,50,0,94,12,3,1,,5,2,0.243678,0.337189,0.382185,0.719374,0.319607,0.101729,0.192818,0.527591,0.138508,3.819,0.286151,-0.287316,,60.2319,2.59497,-2.6393,-0.695619,-0.982935,1.34433,-0.009812235832214355,-3.64531672000885,101.693,517.6,4.580530973,517.6,4.580530973,607.719970703125,0.18493151,2B,/players/jonathan-india/21523/stats/batting,7,AL,Jonathan India,663697,21523,21523
WSN,Nationals,129,509,556,135,89,27,8,11,67,61,37,0,99,6,4,1,,14,5,0.265846,0.319808,0.416855,0.736664,0.319166,0.0658447,0.177898,0.370127,0.151009,6.53962,0.308325,0.505046,,68.5156,2.76089,-0.988122,0.0782025,0.583248,1.33776,3.382416844367981,-8.815436661243439,104.244,615.9,4.774418604,615.9,4.774418604,206.50999450683594,0.17021277,OF,/players/daylen-lile/29995/stats/batting,24,NL,Daylen Lile,695734,29995,29995
TOR,Blue Jays,75,277,323,61,34,12,1,13,39,38,39,0,91,4,2,0,,4,1,0.21977,0.322755,0.415283,0.738037,0.323524,0.121532,0.283006,0.429434,0.195513,4.12239,0.272497,-0.268105,,40.8985,2.74451,0.771058,-0.116772,-0.384877,1.33576,2.663880854845047,-0.725701630115509,108.011,361.1,4.814666666,361.1,4.814666666,999.0,0.01162791,2B/OF,/players/davis-schneider/23565/stats/batting,14,AL,Davis Schneider,676914,23565,23565
TEX,Rangers,87,301,345,63,37,13,0,13,38,39,37,0,81,5,2,1,,1,0,0.210543,0.305501,0.382739,0.68824,0.303748,0.107726,0.233895,0.460573,0.172196,2.14082,0.241403,-0.789445,,38.2106,-2.61073,-2.41531,-0.435343,-1.22479,1.33452,-3.1835442781448364,4.33237886428833,95.1896,339.6,3.903448275,339.6,3.903448275,999.0,0.02061856,C,/players/danny-jansen/16535/stats/batting,13,AL,Danny Jansen,643376,16535,16535
SFG,Giants,145,565,625,143,95,25,2,21,75,73,47,2,151,9,4,1,,6,3,0.253235,0.318293,0.417267,0.73556,0.319577,0.0744218,0.241742,0.307856,0.164032,3.92873,0.307185,-0.929635,,77.1833,3.3107,-3.91605,-0.780886,-1.71052,1.31915,3.4017757177352905,-11.301700592041016,106.899,688.1,4.745517241,688.1,4.745517241,218.8000030517578,0.01875,OF,/players/heliot-ramos/22515/stats/batting,30,NL,Heliot Ramos,671218,22515,22515
LAD,Dodgers,92,364,398,88,58,17,2,11,50,45,26,0,70,4,3,1,,8,2,0.24281,0.297226,0.392016,0.689242,0.299692,0.0641357,0.176226,0.36394,0.149205,5.39135,0.270204,0.476056,,42.7602,-4.32343,1.12848,0.296119,0.772176,1.28512,-3.292856812477112,2.6007046699523926,91.3928,392.5,4.266304347,392.5,4.266304347,730.1199951171875,0.00952381,2B,/players/tommy-edman/19470/stats/batting,22,NL,Tommy Edman,669242,19470,19470
CIN,Reds,138,531,598,124,67,23,1,34,76,94,49,1,175,11,6,0,,3,1,0.233543,0.308102,0.469646,0.777748,0.332898,0.0823859,0.293606,0.2806,0.236103,3.09635,0.275337,-1.84433,,80.2549,9.62943,-0.117294,-0.638629,-2.48296,1.27994,3.7161753177642822,-11.085350044071674,108.751,738.3,5.35,738.3,5.35,97.91999816894531,0.03658537,3B,/players/eugenio-suarez/12552/stats/batting,18,NL,Eugenio Suárez,553993,12552,12552
TBR,Rays,108,415,467,93,58,19,2,14,55,51,42,0,106,4,4,2,,19,5,0.224139,0.299331,0.383003,0.682334,0.298838,0.0904939,0.226382,0.399739,0.158864,5.90391,0.263386,0.843449,,49.809,-5.39251,-1.42382,1.31283,2.15628,1.27082,-3.614226818084717,-0.04974675178527832,89.5202,464.0,4.296296296,464.0,4.296296296,321.5,0.01481481,OF,/players/cedric-mullins/17929/stats/batting,12,AL,Cedric Mullins,656775,17929,17929
LAA,Angels,139,519,601,135,98,23,1,13,70,57,66,3,85,9,4,3,,6,2,0.260998,0.352106,0.384452,0.736559,0.325806,0.109805,0.140874,0.779457,0.123454,3.67293,0.288363,-1.49017,,77.2078,6.2198,-1.32469,-0.564487,-2.05466,1.23812,3.469503164291382,-12.05308473110199,107.801,662.4,4.765467625,662.4,4.765467625,594.6599731445312,0.0,1B,/players/nolan-schanuel/33189/stats/batting,1,AL,Nolan Schanuel,694384,33189,33189
ATH,Athletics,108,422,467,95,61,21,3,10,56,42,34,0,154,7,2,3,,17,3,0.22496,0.291985,0.361588,0.653573,0.287929,0.0719587,0.328752,0.218884,0.136628,6.95574,0.326059,0.909921,,45.6709,-9.53066,2.88047,1.42374,2.33366,1.22696,-8.641691446304321,4.548990726470947,80.0677,428.9,3.971296296,428.9,3.971296296,728.3300170898438,0.0,OF,/players/denzel-clarke/29858/stats/batting,10,AL,Denzel Clarke,672016,29858,29858
ARI,Diamondbacks,118,457,508,108,69,25,3,12,60,50,40,1,137,6,3,1,,18,4,0.236123,0.3042,0.379889,0.684089,0.29935,0.078758,0.269559,0.292174,0.143766,6.32503,0.30893,1.29641,,54.4151,-5.65715,0.205488,1.01035,2.30676,1.21934,-3.9205880165100098,-1.0704383999109268,89.6653,511.2,4.332203389,511.2,4.332203389,261.6499938964844,0.23076923,3B/SS,/players/jordan-lawlar/29976/stats/batting,15,NL,Jordan Lawlar,691783,29976,29976
LAA,Angels,103,395,444,94,59,19,2,14,50,50,41,1,118,5,2,0,,2,0,0.237426,0.315803,0.401746,0.717549,0.313678,0.0924621,0.266964,0.346347,0.164321,3.41335,0.300994,-0.807067,,52.6586,0.224268,-2.23641,-0.510988,-1.31806,1.21231,-1.6076148748397827,-1.8219077587127686,99.4464,471.3,4.575728155,471.3,4.575728155,746.1500244140625,0.01234568,3B,/players/yoan-moncada/17232/stats/batting,1,AL,Yoán Moncada,660162,17232,17232
BAL,Orioles,99,374,426,87,51,15,1,20,54,54,43,2,118,5,4,0,,6,1,0.231058,0.315264,0.436417,0.751681,0.324312,0.100409,0.277543,0.36178,0.205359,4.34326,0.277446,-0.201778,,54.2239,3.89304,-1.0724,0.0424423,-0.159335,1.20932,4.557125300168991,-7.402958154678345,109.394,503.0,5.08080808,503.0,5.08080808,477.6400146484375,0.23636364,OF,/players/tyler-oneill/15711/stats/batting,2,AL,Tyler O'Neill,641933,15711,15711
WSN,Nationals,102,399,440,94,62,17,3,12,52,46,31,0,98,7,3,1,,20,5,0.23578,0.300022,0.387524,0.687546,0.300602,0.070121,0.222224,0.315542,0.151744,6.32031,0.280073,0.921256,,47.5087,-4.44565,2.34201,1.09439,2.01564,1.20912,-2.3997626304626465,-0.4061422348022461,91.5274,444.6,4.358823529,444.6,4.358823529,282.2200012207031,0.02247191,OF,/players/dylan-crews/33541/stats/batting,24,NL,Dylan Crews,686611,33541,33541
MIA,Marlins,118,440,484,107,65,24,1,17,58,60,35,2,95,5,3,0,,12,3,0.243508,0.304692,0.419339,0.724031,0.3127,0.0724677,0.196742,0.368339,0.175831,4.79547,0.272043,-0.102986,,57.0104,-0.139427,-3.55228,0.527921,0.424936,1.20002,-0.4614856243133545,-3.895803213119507,98.4537,528.7,4.480508474,528.7,4.480508474,86.8499984741211,0.46043165,C/DH,/players/agustin-ramirez/26546/stats/batting,20,NL,Agustín Ramírez,682663,26546,26546
PIT,Pirates,124,477,536,126,87,24,1,14,63,63,49,3,101,5,4,0,,3,1,0.264326,0.337533,0.410864,0.748397,0.326113,0.0917983,0.188025,0.488224,0.146538,3.21287,0.305208,-1.15698,,69.0008,5.68141,-0.975651,-0.684149,-1.84113,1.19833,2.6680874824523926,-8.778428733348846,107.1,600.4,4.841935483,600.4,4.841935483,285.44000244140625,0.32450331,1B/DH,/players/ryan-ohearn/16442/stats/batting,27,NL,Ryan O'Hearn,656811,16442,16442
BAL,Orioles,107,402,444,97,60,19,0,17,52,58,35,2,108,4,3,0,,3,1,0.240171,0.304475,0.417908,0.722382,0.312145,0.0779243,0.244296,0.318975,0.177737,3.06546,0.284584,-0.501601,,52.1135,-0.327908,0.0617429,-0.494427,-0.996028,1.1982,-0.4659872055053711,-3.103534795343876,101.013,476.0,4.44859813,476.0,4.44859813,160.94000244140625,0.25714286,C/DH,/players/samuel-basallo/28824/stats/batting,2,AL,Samuel Basallo,694212,28824,28824
TBR,Rays,103,414,447,118,99,15,3,1,55,32,24,0,48,1,3,4,,41,9,0.28535,0.324355,0.341846,0.666201,0.294391,0.0545969,0.107133,0.50962,0.056496,6.99194,0.318824,3.47356,,45.9989,-6.76731,0.303727,3.86409,7.33766,1.19626,0.20901775360107422,-3.8921058177948,86.4562,444.5,4.31553398,444.5,4.31553398,180.19000244140625,0.02542373,OF,/players/chandler-simpson/31912/stats/batting,12,AL,Chandler Simpson,802415,31912,31912
TBR,Rays,107,415,460,88,54,16,3,15,54,51,37,0,158,4,2,2,,13,4,0.211515,0.280307,0.371104,0.651411,0.285054,0.0801141,0.343585,0.233171,0.159589,6.07453,0.298336,0.21881,,43.925,-10.4648,1.16287,0.364663,0.583473,1.19598,-10.253753423690796,6.094812512397766,80.0248,418.8,3.914018691,418.8,3.914018691,724.5499877929688,0.0,SS,/players/carson-williams/30038/stats/batting,12,AL,Carson Williams,700246,30038,30038
PIT,Pirates,99,390,426,101,67,23,3,8,47,43,26,0,87,5,4,1,,2,2,0.257908,0.309632,0.39141,0.701043,0.305187,0.0605043,0.203761,0.296938,0.133502,4.19689,0.310088,-0.521312,,47.6096,-2.72125,0.610552,-0.809334,-1.33065,1.18278,-4.9836345911026,2.3772186040878296,92.7643,425.8,4.301010101,425.8,4.301010101,999.0,0.0,2B,/players/nick-gonzales/27490/stats/batting,27,NL,Nick Gonzales,693304,27490,27490
NYM,Mets,100,391,433,95,62,15,1,16,50,51,36,1,108,3,2,1,,5,1,0.241959,0.308689,0.408239,0.716928,0.312262,0.0825784,0.249138,0.331456,0.16628,3.84138,0.291845,-0.376871,,50.8639,-0.278695,0.783008,-0.122664,-0.499535,1.14899,0.9346701502799988,-4.099862098693848,102.796,464.3,4.643,464.3,4.643,292.9200134277344,0.03333333,3B,/players/brett-baty/26123/stats/batting,25,NL,Brett Baty,683146,26123,26123
WSN,Nationals,111,448,481,119,80,23,2,14,56,59,26,1,76,2,4,0,,13,4,0.265833,0.30629,0.420281,0.726571,0.312602,0.0549247,0.158258,0.347059,0.154448,4.90011,0.289584,-0.0565393,,56.648,-0.177056,0.343216,0.111598,0.0550584,1.14032,-0.08891378715634346,-4.760488271713257,99.7474,525.6,4.735135135,525.6,4.735135135,261.8500061035156,0.01470588,2B,/players/luis-garcia-jr/20391/stats/batting,24,NL,Luis García Jr.,671277,20391,20391
