Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",9,4,12,2.85468,18,18,0,0,,114,466,97,39,36,9,28,,5,122,9.62502,2.20002,4.37498,0.73121,0.260841,0.059621,0.20121973380446434,0.224489,1.10051,0.290989,0.764187,,,2.88201,3.26842,3.48182,24.75,,,,,,,625.6999999999998,5.488596491228068,598,5.245614035087719,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Paul Skenes","PIT",7,4,12,2.90061,18,18,0,0,,106,428,88,37,34,10,27,,4,124,10.5056,2.27525,4.61736,0.828748,0.289906,0.0627861,0.22711969912052155,0.221161,1.07814,0.296568,0.764973,,,2.85128,3.01838,3.13141,9.649999618530273,,,,,,,587.6000000000001,5.543396226415096,555,5.235849056603773,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",8,4,11,2.70699,16,16,0,0,,102,404,81,34,31,10,21,,4,119,10.4393,1.86941,5.58428,0.875101,0.293651,0.0525853,0.2410660795867443,0.21413,1.00055,0.284449,0.777441,,,2.79133,2.97187,3.21727,7.019999980926514,,,,,,,584.2,5.727450980392157,543,5.323529411764706,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Chris Sale","ATL",7,4,11,2.90021,16,16,0,0,,97,395,77,34,31,10,27,,4,118,10.9599,2.54085,4.31349,0.947119,0.297237,0.0689086,0.22832798212766647,0.212081,1.08213,0.283702,0.781096,,,3.01452,2.49653,2.79377,39.36000061035156,,,,,,,537.6000000000001,5.542268041237115,498,5.134020618556701,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jacob Misiorowski","MIL",7,3,12,2.6492,21,17,0,0,,93,400,65,30,27,9,42,,5,133,12.8364,4.06923,3.15451,0.901355,0.33255,0.105421,0.2271299511194229,0.185648,1.15504,0.266731,0.821359,,,3.06245,2.32284,2.93159,114.13999938964844,,,,,,,533.5,5.736559139784946,473,5.086021505376344,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Jesús Luzardo","PHI",8,5,11,3.40235,18,18,0,0,,105,436,89,43,40,12,33,,5,117,10.0003,2.86368,3.49211,1.05615,0.268052,0.0767594,0.191292904317379,0.223447,1.16329,0.284989,0.751141,,,3.49762,2.27809,2.3872,70.58999633789062,,,,,,,518,4.933333333333334,489,4.6571428571428575,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Logan Webb","SFG",7,5,10,3.46257,17,17,0,0,,108,447,103,45,42,9,27,,5,99,8.24178,2.26225,3.64317,0.748797,0.221271,0.0607356,0.16053492203354836,0.248657,1.20734,0.30671,0.721569,,,3.2372,2.2506,2.07027,57.189998626708984,,,,,,,522.7,4.839814814814815,525,4.861111111111111,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Zack Wheeler","PHI",7,5,9,3.44323,16,16,0,0,,99,402,84,41,38,13,27,,4,109,9.89131,2.43981,4.05413,1.14044,0.270452,0.0667102,0.20374184101819992,0.225343,1.1161,0.284571,0.743837,,,3.4956,2.1651,2.2026,110.48999786376953,,,,,,,479.30000000000007,4.841414141414142,451,4.555555555555555,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Hunter Brown","HOU",6,4,10,3.22625,16,16,0,0,,95,392,79,37,34,10,32,,4,106,10.1207,3.025,3.34567,0.906374,0.271129,0.0810388,0.1900903433561325,0.221688,1.17096,0.288958,0.756751,,,3.31013,2.13784,2.36616,36.189998626708984,,,,,,,478.6,5.037894736842105,449,4.726315789473684,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Drew Rasmussen","TBR",6,5,10,3.29206,18,18,0,0,,92,378,81,37,34,10,24,,4,93,9.07896,2.3257,3.90375,0.95128,0.246042,0.0630271,0.18301524966955185,0.229894,1.13177,0.28596,0.744318,,,3.36452,2.09144,2.18938,132.36000061035156,,,,,,,449.20000000000005,4.882608695652174,432,4.695652173913044,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
