Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",88,381,345,100,60,22,4,14,54,49,31,3,66,3,2,0,,22,5,0.288823,0.0815338,0.173426,0.470136,0.350441,0.499433,0.366106,0.849875,0.21061,6.97511,0.319428,0,1.78047,59.921,14.8604,129.799,1.78047,6.85125,15.219906568527222,10.934586524963379,4.04517,3.0999999046325684,,,,,,,563,6.397727272,563,6.397727272,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Juan Soto","NYM",87,377,306,84,49,13,1,21,60,57,68,6,63,1,2,0,,12,3,0.274343,0.179567,0.166686,1.07728,0.406014,0.532929,0.403711,0.938943,0.258586,4.84032,0.280165,0,0.632871,70.7626,26.1312,162.375,0.632871,-2.82326,28.442570745944977,-7.5417797565460205,3.36144,4.650000095367432,,,,,,,626.6,7.20229885,626.6,7.20229885,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Shohei Ohtani","LAD",86,373,314,91,48,17,3,24,69,66,53,9,89,4,2,0,,14,3,0.288884,0.14308,0.238136,0.600833,0.395405,0.58532,0.41285,0.980725,0.296436,6.68523,0.328652,0,1.12106,72.7279,28.5869,165.792,1.12106,0,30.13187563419342,-9.333333015441895,3.33747,1.2699999809265137,,,,,,,676.8,7.869767441,676.8,7.869767441,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Pete Crow-Armstrong","CHC",86,369,336,87,52,16,4,15,54,52,22,1,91,7,2,3,,19,5,0.258635,0.0595252,0.246745,0.241242,0.315058,0.461909,0.337452,0.776967,0.203274,7.63953,0.310189,0,1.2286,49.5761,5.89499,115.759,1.2286,9.36465,8.105279922485352,10.684094190597534,3.12018,32.939998626708984,,,,,,,470.5,5.470930232,470.5,5.470930232,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Yordan Alvarez","HOU",77,335,284,86,49,16,0,20,48,54,44,7,59,5,2,0,,1,0,0.301133,0.130826,0.174911,0.747955,0.40041,0.575321,0.413758,0.975731,0.274189,2.58529,0.314754,0,-0.420612,65.4215,25.8632,165.751,-0.420612,-0.0233359,25.612535744905472,-8.0580582190305,3.00072,33.38999938964844,,,,,,,580.9,7.544155844,580.9,7.544155844,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Fernando Tatis Jr.","SDP",89,386,337,92,62,16,1,13,54,46,42,2,77,3,3,0,,16,5,0.274004,0.108042,0.200559,0.538703,0.356417,0.445751,0.351992,0.802168,0.171747,5.36103,0.317126,0,0.504535,56.2524,10.6605,127.611,0.504535,6.33801,13.07977169752121,3.5127029418945312,2.94928,14.010000228881836,,,,,,,503.9,5.661797752,503.9,5.661797752,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Corbin Carroll","ARI",84,362,314,82,44,16,8,15,59,48,39,2,79,5,2,1,,17,3,0.261345,0.107585,0.219032,0.491186,0.350378,0.502641,0.368141,0.853019,0.241297,8.16039,0.302573,0,1.77215,57.4692,14.6974,133.86,1.77215,4.06962,16.239649772644043,0.3060431480407715,2.86659,14.100000381469727,,,,,,,534.1,6.358333333,534.1,6.358333333,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Julio Rodríguez","SEA",87,377,342,91,58,16,1,16,52,52,28,2,83,5,2,0,,14,4,0.265776,0.0736006,0.219083,0.335948,0.327765,0.459878,0.342154,0.787643,0.194101,5.31378,0.304783,0,0.878689,51.9981,7.43827,123.043,0.878689,1.87315,11.155753254890442,3.1092588901519775,2.81916,9.489999771118164,,,,,,,484.5,5.568965517,484.5,5.568965517,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",85,369,329,86,51,17,3,15,52,47,35,1,82,4,2,0,,11,3,0.260249,0.0946187,0.222349,0.425542,0.336342,0.466029,0.349577,0.802372,0.205781,5.96127,0.301932,0,0.450793,53.1401,9.48962,123.016,0.450793,-0.0252562,10.506300300359726,3.9302992466837168,2.80875,12.510000228881836,,,,,,,489.5,5.758823529,489.5,5.758823529,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Wyatt Langford","TEX",82,354,312,82,48,17,2,15,50,48,37,2,79,3,2,0,,11,3,0.263509,0.105322,0.223875,0.470451,0.345048,0.474317,0.356612,0.819365,0.210808,5.78898,0.306446,0,0.743533,52.9398,11.0978,127.756,0.743533,5.23519,12.36752963066101,2.1175930500030518,2.75822,37.75,,,,,,,481.4,5.870731707,481.4,5.870731707,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Kevin McGonigle","DET",87,377,329,85,52,20,3,10,54,45,45,0,50,2,1,1,,8,2,0.258499,0.118518,0.132289,0.895902,0.349672,0.426961,0.344497,0.776633,0.168462,5.73488,0.278325,0,0.111548,52.7925,8.16112,117.875,0.111548,1.46434,8.096603721380234,4.778533220291138,2.67983,999,,,,,,,466.7,5.364367816,466.7,5.364367816,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","33572",805808
"Byron Buxton","MIN",73,315,284,73,36,15,2,20,52,45,25,2,88,5,2,0,,9,0,0.257001,0.0782991,0.277705,0.281951,0.326201,0.533424,0.367386,0.859625,0.276423,6.93694,0.298637,0,1.37813,49.9054,12.6206,132.92,1.37813,0.881724,13.663053631782532,0.35981041193008423,2.57138,73.4800033569336,,,,,,,474.8,6.504109589,474.8,6.504109589,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Matt Chapman","SFG",84,362,315,79,46,19,1,13,48,45,40,1,85,5,2,0,,3,1,0.251502,0.110214,0.23422,0.470558,0.342175,0.446887,0.346797,0.789062,0.195385,4.1842,0.30083,0,-0.351196,51.2496,8.48803,122.724,-0.351196,2.72667,9.355684340000153,4.0183340311050415,2.54335,163.6199951171875,,,,,,,448.3,5.336904761,448.3,5.336904761,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"William Contreras","MIL",86,345,304,84,58,16,0,10,47,46,37,2,61,2,3,0,,3,1,0.276724,0.108072,0.1764,0.612651,0.355882,0.429279,0.345698,0.78516,0.152555,3.22949,0.314892,0,-0.420418,48.6502,7.80274,120.33,-0.420418,1.17232,7.8751769959926605,5.951485872268677,2.53656,56.560001373291016,,,,,,,426.7,4.961627906,426.7,4.961627906,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Cody Bellinger","NYY",83,358,319,86,54,16,2,13,50,55,34,1,50,2,3,0,,8,3,0.269597,0.0954745,0.139754,0.68316,0.340518,0.46018,0.348736,0.800699,0.190584,5.29234,0.280875,0,0.0173775,51.2562,8.95442,122.129,0.0173775,5.86194,9.386796619743109,2.6249072551727295,2.52046,80.98999786376953,,,,,,,457.4,5.510843373,457.4,5.510843373,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Elly De La Cruz","CIN",78,338,303,81,48,17,3,13,52,47,31,2,93,2,2,0,,19,5,0.26872,0.0916882,0.274199,0.334386,0.338253,0.476691,0.352817,0.814944,0.207971,7.50653,0.342968,0,1.2841,49.5174,9.56572,119.518,1.2841,1.35158,9.073792457580566,4.546020984649658,2.49074,8.449999809265137,,,,,,,460.3,5.901282051,460.3,5.901282051,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Geraldo Perdomo","ARI",86,374,313,82,57,15,3,7,51,39,48,0,48,4,3,6,,14,4,0.261411,0.127654,0.129354,0.986854,0.362841,0.397941,0.341154,0.760782,0.13653,6.06772,0.285657,0,0.462218,51.2388,7.07234,115.491,0.462218,1.15992,7.297107964754105,5.162237048149109,2.48904,76.7699966430664,,,,,,,444,5.162790697,444,5.162790697,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Francisco Lindor","NYM",73,315,279,72,45,14,1,12,46,39,29,1,58,5,2,0,,10,2,0.256963,0.0909906,0.184414,0.493404,0.335862,0.440664,0.341293,0.776526,0.183701,6.00544,0.284878,0,0.817202,43.1835,5.99064,119.889,0.817202,2.9621,8.206598281860352,6.051607847213745,2.47952,25.350000381469727,,,,,,,398.7,5.461643835,398.7,5.461643835,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Junior Caminero","TBR",90,390,352,95,57,17,0,21,51,63,33,1,71,2,2,0,,3,1,0.269892,0.0858663,0.182881,0.469519,0.334568,0.499111,0.360262,0.833678,0.229219,2.91018,0.282345,0,-0.403835,59.4749,13.3721,127.956,-0.403835,-3.57131,12.4960315823555,-2.642918348312378,2.41724,16.479999542236328,,,,,,,534.6,5.94,534.6,5.94,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"James Wood","WSN",86,369,315,84,47,19,1,17,56,52,50,4,109,2,2,0,,10,3,0.26692,0.135379,0.294117,0.46029,0.36988,0.497562,0.375314,0.867442,0.230641,5.17381,0.350706,0,0.278084,60.8215,17.1404,139.751,0.278084,-0.308895,17.623693585395813,-5.989450424909592,2.39161,37.790000915527344,,,,,,,542.6,6.309302325,542.6,6.309302325,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Michael Harris II","ATL",81,350,330,93,62,16,2,13,43,48,15,0,68,3,2,1,,10,3,0.283185,0.0426703,0.194604,0.219267,0.317437,0.467334,0.34031,0.784772,0.184149,5.61309,0.319732,0,0.583891,47.7653,6.38826,115.433,0.583891,3.82819,6.9627461433410645,4.853345513343811,2.34646,99.06999969482422,,,,,,,435.4,5.375308641,435.4,5.375308641,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Nick Kurtz","ATH",86,370,314,83,46,17,1,19,57,63,52,4,103,2,2,0,,3,1,0.265932,0.141961,0.278025,0.510604,0.373036,0.510884,0.381366,0.88392,0.244951,3.92624,0.332027,0,-0.199315,62.6484,18.9468,140.362,-0.199315,-1.17008,17.455338194966316,-7.770392894744873,2.32647,19.8700008392334,,,,,,,549.3,6.387209302,549.3,6.387209302,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"JJ Wetherholt","STL",85,366,318,81,60,11,1,9,49,43,37,1,60,9,2,0,,9,1,0.254132,0.101635,0.164236,0.618834,0.34578,0.376748,0.325245,0.722528,0.122616,5.35773,0.28728,0,0.816393,45.4829,2.24621,107.808,0.816393,5.54666,4.18858015537262,6.910083889961243,2.3248,999,,,,,,,410.1,4.824705882,410.1,4.824705882,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","34985",802139
"Ben Rice","NYY",84,360,314,82,43,17,2,20,55,56,40,1,80,5,2,0,,3,1,0.261367,0.109816,0.220925,0.497073,0.35079,0.518425,0.37509,0.869215,0.257058,4.44197,0.286876,0,-0.328739,59.2662,16.6556,140.033,-0.328739,-0.208745,16.744846016168594,-6.7822015434503555,2.32129,53.189998626708984,,,,,,,531.8,6.33095238,531.8,6.33095238,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Brice Turang","MIL",87,378,332,87,59,16,2,10,54,46,41,1,82,0,2,2,,17,3,0.262755,0.10811,0.215889,0.500766,0.342156,0.411558,0.333375,0.753715,0.148803,6.3783,0.318829,0,1.422,49.4513,4.78921,111.942,1.422,2.34037,6.750086307525635,3.746853470802307,2.30291,48.18000030517578,,,,,,,453.9,5.217241379,453.9,5.217241379,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Shea Langeliers","ATH",79,317,288,76,41,16,0,18,44,51,24,1,68,3,2,0,,2,0,0.264489,0.0764038,0.21532,0.354839,0.325973,0.515411,0.362182,0.841384,0.250922,3.21421,0.284494,0,-0.141993,48.8643,11.366,127.33,-0.141993,-2.72122,10.11526644229889,1.196833848953247,2.30191,54.04999923706055,,,,,,,438,5.544303797,438,5.544303797,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Adley Rutschman","BAL",77,309,272,70,42,16,1,10,36,40,34,1,48,2,2,0,,0,0,0.257172,0.108807,0.156148,0.696822,0.339911,0.436975,0.341423,0.776886,0.179803,2.24572,0.276451,0,-0.457859,42.4931,5.92278,117.476,-0.457859,2.91854,5.939026653766632,5.363296747207642,2.27245,148.92999267578125,,,,,,,374.1,4.858441558,374.1,4.858441558,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Mookie Betts","LAD",81,350,307,80,51,15,1,13,51,46,38,1,42,2,2,0,,5,2,0.261098,0.10957,0.120315,0.910696,0.345327,0.439812,0.345176,0.785139,0.178714,4.17357,0.26575,0,-0.237663,49.1402,7.75808,119.728,-0.237663,-0.723458,7.917840301990509,3.026542365550995,2.25784,60.58000183105469,,,,,,,436.3,5.386419753,436.3,5.386419753,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Alejandro Kirk","TOR",61,243,215,58,41,10,0,7,22,31,25,1,30,2,1,0,,0,0,0.268781,0.101376,0.124273,0.81575,0.347336,0.407972,0.335414,0.755307,0.13919,1.49211,0.284356,0,-0.263477,32.225,3.48081,112.556,-0.263477,6.04448,3.348924368619919,10.100036144256592,2.25101,160.25,,,,,,,285.6,4.681967213,285.6,4.681967213,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Ketel Marte","ARI",80,346,306,81,48,17,2,14,49,48,35,2,56,3,2,0,,2,0,0.265149,0.100316,0.162985,0.615495,0.343625,0.47195,0.354035,0.815575,0.206801,4.34055,0.281338,0,-0.191437,51.0464,10.1343,124.259,-0.191437,0.850681,9.72291648387909,1.1877185106277466,2.24142,32.63999938964844,,,,,,,457.7,5.72125,457.7,5.72125,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Jackson Chourio","MIL",85,366,338,95,57,22,2,14,54,55,23,1,77,1,2,1,,13,3,0.282082,0.0623125,0.21082,0.295572,0.328076,0.483419,0.350889,0.811494,0.201337,5.91893,0.326654,0,0.660424,53.0219,9.78527,123.863,0.660424,3.10759,10.967371463775635,-0.7530615329742432,2.23475,19.3799991607666,,,,,,,489.1,5.754117647,489.1,5.754117647,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Vladimir Guerrero Jr.","TOR",88,381,331,96,63,19,0,14,52,52,43,6,48,4,3,0,,4,1,0.289401,0.113703,0.126477,0.899007,0.375242,0.470156,0.367237,0.845398,0.180755,3.09519,0.301783,0,-0.302074,60.2674,15.2069,134.175,-0.302074,0.0101337,15.111095786094666,-6.878755158744752,2.22024,18.049999237060547,,,,,,,539.1,6.126136363,539.1,6.126136363,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Cal Raleigh","SEA",68,272,236,52,26,9,0,16,34,43,32,3,77,2,2,0,,3,1,0.218485,0.117108,0.283768,0.412692,0.31374,0.463377,0.334645,0.777117,0.244892,2.89685,0.244191,0,-0.173542,35.8644,3.72414,117.942,-0.173542,3.5192,5.598168209195137,6.430930137634277,2.21059,18.729999542236328,,,,,,,336.6,4.95,336.6,4.95,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Riley Greene","DET",86,374,332,91,56,18,1,15,48,54,37,1,103,2,2,0,,2,1,0.273885,0.0981292,0.275655,0.355986,0.34819,0.47342,0.35841,0.82161,0.199535,3.29316,0.350523,0,-0.679479,56.421,12.2545,127.327,-0.679479,0.974231,11.400828957557678,-3.3651204705238342,2.1728,78.4800033569336,,,,,,,494.5,5.75,494.5,5.75,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Drake Baldwin","ATL",75,305,270,74,46,13,1,14,40,46,30,1,60,3,2,0,,0,0,0.274613,0.0985353,0.195659,0.503608,0.352638,0.484761,0.36491,0.837399,0.210148,2.43425,0.30391,0,-0.499392,47.699,11.6087,132.176,-0.499392,-0.224564,11.10108831524849,0.30907806754112244,2.15905,78.62999725341797,,,,,,,418.4,5.578666666,418.4,5.578666666,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Kyle Tucker","LAD",84,362,309,80,46,17,2,15,53,54,48,2,58,2,2,0,,11,1,0.257391,0.131894,0.15921,0.828428,0.357844,0.465552,0.35956,0.823396,0.208161,5.68724,0.2706,0,1.1466,54.9604,12.1989,129.519,1.1466,-0.334892,13.75612223148346,-4.209891766309738,2.15359,13.130000114440918,,,,,,,508.8,6.057142857,508.8,6.057142857,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Matt Olson","ATL",89,385,337,86,46,20,0,19,53,55,43,2,92,3,3,0,,1,0,0.254533,0.111949,0.239449,0.467527,0.341099,0.486932,0.358267,0.828031,0.232399,2.63417,0.292401,0,-0.267333,58.1585,12.5973,127.655,-0.267333,3.32409,12.319580286741257,-3.557079792022705,2.15114,48.0099983215332,,,,,,,521.1,5.855056179,521.1,5.855056179,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Dillon Dingler","DET",67,266,241,59,35,13,1,11,31,41,19,0,64,5,1,0,,0,0,0.245968,0.0707836,0.241308,0.293333,0.310921,0.440323,0.328361,0.751244,0.194355,2.92021,0.290564,0,-0.40208,33.7551,2.30064,106.914,-0.40208,4.50871,1.7744698524475098,9.704696655273438,2.13356,254.6199951171875,,,,,,,308.2,4.6,308.2,4.6,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Freddie Freeman","LAD",84,362,316,90,55,21,1,13,49,48,39,4,65,5,3,0,,4,1,0.285004,0.108155,0.179851,0.60136,0.369261,0.482354,0.369466,0.851615,0.19735,4.11589,0.321039,0,-0.0372131,57.8408,15.0792,136.262,-0.0372131,0.301254,15.452687460929155,-6.1848569214344025,2.12524,67.87999725341797,,,,,,,513.6,6.114285714,513.6,6.114285714,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Pete Alonso","BAL",85,369,327,87,49,19,0,20,47,59,34,3,81,6,3,0,,1,0,0.267676,0.0915609,0.218798,0.418473,0.3449,0.506465,0.366459,0.851365,0.238789,2.53525,0.296686,0,-0.345736,58.1507,14.5002,134.485,-0.345736,-0.232368,14.720349371433258,-7.044713482260704,2.12031,24.440000534057617,,,,,,,525.2,6.178823529,525.2,6.178823529,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Jeremy Peña","HOU",81,350,319,86,60,16,1,9,45,38,21,0,61,7,2,1,,10,2,0.269149,0.0608665,0.173146,0.351533,0.325852,0.410828,0.325365,0.73668,0.14168,5.34986,0.305345,0,0.516597,43.5605,2.18347,105.701,0.516597,1.5797,2.877803683280945,5.329239726066589,2.10469,122.9800033569336,,,,,,,396.7,4.897530864,396.7,4.897530864,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Nico Hoerner","CHC",87,377,342,92,68,17,2,6,44,39,27,0,32,6,3,0,,15,3,0.268473,0.0702755,0.0858222,0.81885,0.328688,0.377577,0.314881,0.706265,0.109104,5.56602,0.280786,0,1.15334,43.775,-0.825709,100.396,1.15334,5.76443,1.3299892246723175,7.194981813430786,2.10042,101.93000030517578,,,,,,,409.4,4.705747126,409.4,4.705747126,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Gabriel Moreno","ARI",62,245,217,59,41,12,0,7,30,30,24,1,43,3,2,0,,3,1,0.274594,0.0974418,0.177101,0.550205,0.350391,0.423906,0.341733,0.774298,0.149312,3.56831,0.313655,0,-0.328551,33.7391,4.75525,115.886,-0.328551,3.96423,4.270877629518509,8.40188217163086,2.09126,181.22000122070312,,,,,,,297.9,4.804838709,297.9,4.804838709,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Ceddanne Rafaela","BOS",80,346,321,86,55,18,2,10,46,45,17,0,74,6,2,1,,12,5,0.267361,0.0482094,0.214644,0.224602,0.31329,0.432652,0.326633,0.745942,0.165291,6.02791,0.318308,0,-0.17571,43.3695,2.5085,101.808,-0.17571,6.41708,0.5635425448417664,7.651342988014221,2.08967,125.02999877929688,,,,,,,396,4.95,396,4.95,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
