Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cristopher Sánchez","PHI",8.81053,4.7367,8.08363,2.98961,19,19,0,0,,111.416,450.675,98.1667,39.89,37.01,7.51097,26.3982,0.271447,2.91531,113.561,9.17324,2.1324,4.30184,0.606724,0.251979,0.0585747,0.19340425729751587,0.232975,1.11802,0.301894,0.74244,,,2.73213,3.28941,3.10277,24.75,,,,,,,609.2,5.488288288288289,592,5.333333333333333,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Paul Skenes","PIT",7.34684,5.66312,8.47229,3.49035,18,18,0,0,,109.098,447.934,93.4259,45.45,42.31,12.1059,28.8105,0.27223,5.20613,122.406,10.0978,2.37671,4.24867,0.998673,0.273268,0.0643185,0.208949476480484,0.225711,1.12043,0.291046,0.729298,,,3.23891,2.95351,2.399,9.649999618530273,,,,,,,559.1999999999998,5.130275229357797,531,4.871559633027523,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",6.80322,4.98906,6.61371,3.22038,17,17,0,0,,95.523,386.869,81.5374,36.83,34.18,9.67538,21.3277,0.247938,3.08287,105.569,9.94655,2.00946,4.94987,0.911596,0.272882,0.055129,0.21775253117084503,0.224957,1.07686,0.290688,0.739313,,,2.978,2.86146,2.4045,7.019999980926514,,,,,,,514.2,5.35625,490,5.104166666666667,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Chris Sale","ATL",7.15705,5.11576,8.11401,3.7304,17,17,0,0,,103.139,429.132,91.1869,45.72,42.75,10.4545,29.6386,0.256191,6.09777,118.345,10.3269,2.58629,3.99293,0.912269,0.275778,0.0690664,0.20671126246452332,0.231794,1.17148,0.305115,0.70728,,,3.16727,2.64,1.88679,39.36000061035156,,,,,,,530.6,5.151456310679612,513,4.980582524271845,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jesús Luzardo","PHI",8.05542,5.46184,8.56178,3.69035,19,19,0,0,,112.404,470.892,99.84,49.75,46.09,11.0706,36.0795,0.302878,7.24918,118.819,9.51368,2.88882,3.29327,0.886404,0.252329,0.0766194,0.17570917308330536,0.233509,1.2092,0.298211,0.71557,,,3.42758,2.58679,2.05322,70.58999633789062,,,,,,,542.5000000000002,4.843750000000002,526,4.696428571428571,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Jacob Misiorowski","MIL",7.12557,5.83547,6.1261,3.33958,22,17,0,0.3487,,97.8806,406.19,70.59,38.81,36.32,11.4784,41.0459,0.394962,6.77279,136.587,12.559,3.77412,3.32765,1.05542,0.336263,0.101051,0.2352120578289032,0.196975,1.14053,0.281074,0.762047,,,3.3042,2.40277,2.25038,114.13999938964844,,,,,,,535.3000000000001,5.462244897959184,477,4.86734693877551,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Jacob deGrom","TEX",6.7546,5.10417,6.8409,3.33993,17,17,0,0,,96.577,384.683,73.8036,38.2,35.84,12.8303,24.7667,0.289717,1.54555,105.676,9.84797,2.308,4.26688,1.19566,0.27471,0.0643819,0.21032804995775223,0.205942,1.02064,0.254199,0.748938,,,3.46092,2.30779,2.36079,50.0099983215332,,,,,,,496.5000000000001,5.118556701030929,447,4.608247422680412,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Dylan Cease","TOR",7.50599,4.71331,7.97199,3.72999,17,17,0,0,,102.306,428.191,80.8577,45.29,42.4,12.5078,42.685,0.365774,4.36281,126.83,11.1574,3.75505,2.9713,1.10033,0.296199,0.0996867,0.19651251286268234,0.212145,1.20758,0.282664,0.738012,,,3.59452,2.28101,1.92796,74.7699966430664,,,,,,,497.30000000000007,4.875490196078432,454,4.450980392156863,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Logan Webb","SFG",6.26376,5.77131,7.70105,3.98969,17,17,0,0,,100.113,422.696,99.1261,47.51,44.38,8.73314,29.319,0.345797,3.69803,86.7329,7.79715,2.63573,2.95825,0.785096,0.20519,0.0693619,0.1358279585838318,0.254379,1.283,0.307237,0.696404,,,3.49567,2.07511,1.47805,57.189998626708984,,,,,,,446.9,4.468999999999999,458,4.58,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"George Kirby","SEA",6.52469,5.25809,7.15413,4.08042,17,17,0,0,,96.696,403.418,94.2946,46.98,43.84,12.1744,22.9117,0.260583,3.39084,91.2108,8.48946,2.13251,3.98096,1.13313,0.226095,0.056794,0.1693008355796337,0.250041,1.21211,0.300004,0.701126,,,3.67119,2.02294,1.38791,64.58000183105469,,,,,,,429.80000000000007,4.4309278350515475,433,4.463917525773196,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
