Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",7.3804,5.0065,11.3101,2.94422,17.7778,17.7778,0,0,,104.966,425.48,85.7351,37.689,34.3381,9.68019,27.7647,,4.202,127.675,10.9472,2.3806,4.59848,0.83,0.300074,0.065255,0.23481880128383636,0.217871,1.0813,0.296907,0.758506,,,2.78477,3.12727,2.96906,9.649999618530273,,,,,,,590.4,5.622857142857143,555,5.285714285714286,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",7.7987,5.123,12.5576,2.94785,17.9753,17.9753,0,0,,113.075,460.217,100.718,41.4329,37.0366,9.37269,28.3862,,3.6086,115.381,9.18348,2.25934,4.06467,0.746,0.250709,0.06168,0.18902887403964996,0.235201,1.14176,0.301005,0.755903,,,2.99059,3.01994,3.16315,24.75,,,,,,,596.9,5.2823008849557525,582,5.150442477876106,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tarik Skubal","DET",7.064,4.5575,11.2475,2.82068,16.38,16.38,0,0,,100.429,401.875,81.5159,34.6078,31.4752,9.88665,22.1056,,3.7459,118.477,10.6174,1.98101,5.35957,0.886,0.294809,0.0550062,0.23980318009853363,0.216784,1.03179,0.289224,0.768696,,,2.79755,2.89068,2.91902,7.019999980926514,,,,,,,561.8,5.617999999999999,528,5.28,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Chris Sale","ATL",6.9187,4.6758,10.5854,3.1367,16.38,16.38,0,0,,99.8584,407.752,82.2195,37.9655,34.8029,10.0746,27.3626,,5.8219,120.49,10.8595,2.46613,4.40345,0.908,0.295498,0.067106,0.22839175909757614,0.219505,1.09737,0.295672,0.750088,,,3.00024,2.52982,2.52568,39.36000061035156,,,,,,,544.8,5.4479999999999995,511,5.11,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jacob deGrom","TEX",6.2321,5.0787,9.2739,3.38426,16.38,16.38,0,0,,94.5363,384.607,79.9816,38.2661,35.5484,12.5418,21.4841,,2.6834,111.547,10.6194,2.04532,5.19206,1.194,0.290028,0.0558599,0.23416785895824432,0.2219,1.0733,0.285337,0.753209,,,3.23668,2.34616,2.22784,50.0099983215332,,,,,,,487.1,5.127368421052632,458,4.821052631578947,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Jacob Misiorowski","MIL",6.8724,5.3269,10.218,3.24133,21.3326,16.74,0,0.3487,,104.559,435.424,79.5716,41.0269,37.6565,10.7812,43.9193,,6.5248,133.898,11.5254,3.7804,3.04872,0.928,0.307511,0.100866,0.2066456824541092,0.20669,1.18107,0.286268,0.760757,,,3.33154,2.32914,2.42805,114.13999938964844,,,,,,,548.7,5.225714285714286,497,4.733333333333333,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Dylan Cease","TOR",6.602,5.1172,9.5524,3.33068,17.1,17.1,0,0,,97.2772,406.338,77.8103,39.1405,35.9999,10.5276,37.6135,,3.2877,121.32,11.2244,3.47997,3.22544,0.974,0.29857,0.092567,0.2060026302933693,0.212924,1.18655,0.288039,0.757641,,,3.2789,2.32293,2.18184,74.7699966430664,,,,,,,498.7,5.141237113402061,461,4.752577319587629,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Zack Wheeler","PHI",6.5953,4.9483,10.1133,3.29791,16.38,16.38,0,0,,98.7408,404.841,84.5303,39.4179,36.182,11.2894,26.0305,,4.7184,109.047,9.93941,2.37262,4.18921,1.029,0.269358,0.0642981,0.20506025105714798,0.225961,1.11971,0.288628,0.750803,,,3.31676,2.30196,2.41713,110.48999786376953,,,,,,,501.29999999999995,5.0636363636363635,477,4.818181818181818,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Logan Webb","SFG",6.5312,5.7525,10.9468,3.40427,17.1,17.1,0,0,,106.704,447.584,104.434,44.8612,40.361,8.45333,28.4296,,3.5932,96.6146,8.149,2.39791,3.39838,0.713,0.215858,0.0635179,0.1523401215672493,0.251308,1.24516,0.309123,0.727118,,,3.22428,2.22079,2.02947,57.189998626708984,,,,,,,521.0000000000001,4.869158878504674,529,4.94392523364486,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Jesús Luzardo","PHI",6.8685,5.5898,10.1192,3.47904,17.9753,17.9753,0,0,,104.539,434.853,90.9913,43.9548,40.4105,12.4866,34.4056,,3.7415,114.013,9.81569,2.96206,3.3138,1.075,0.262188,0.0791201,0.18306805938482285,0.229367,1.19953,0.290537,0.754683,,,3.57119,2.15645,2.26766,70.58999633789062,,,,,,,506.79999999999995,4.826666666666666,483,4.6,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
