Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",88,381,343,101,60,21,4,16,58,52,31,4,65,3,3,1,,21,6,0.292948,0.0811882,0.171489,0.47343,0.354411,0.519081,0.374358,0.873492,0.226132,7.24746,0.318581,2.19812,1.42073,62.4493,17.3888,135.405,3.61885,3.31923,19.58663845062256,7.40256142616272,4.13016,3.0999999046325684,,,,,,,581.8,6.611363636,581.8,6.611363636,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Juan Soto","NYM",87,377,305,85,48,14,1,22,60,57,68,5,66,2,2,1,,12,3,0.277083,0.179532,0.173604,1.03414,0.408907,0.544434,0.409411,0.953341,0.267351,4.46878,0.283936,-0.111008,0.366162,72.4922,27.8608,166.254,0.255155,-3.26,29.79443645477295,-7.978514909744263,3.45462,4.650000095367432,,,,,,,648.5,7.454022988,648.5,7.454022988,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Shohei Ohtani","LAD",86,373,314,89,46,16,3,24,67,59,53,6,89,3,2,1,,12,4,0.283749,0.142915,0.238208,0.599958,0.390231,0.580768,0.411061,0.970999,0.297019,6.04523,0.319901,0.580901,0.430489,72.1908,28.0498,164.574,1.01139,0,29.485137224197388,-9.333333015441895,3.27162,1.2699999809265137,,,,,,,653.1,7.594186046,653.1,7.594186046,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Julio Rodríguez","SEA",87,377,342,93,58,17,1,17,54,51,28,2,82,5,2,0,,15,4,0.271268,0.0731668,0.21729,0.336724,0.332704,0.476421,0.350812,0.809125,0.205153,5.6984,0.309078,0.869415,1.09485,54.6215,10.0616,128.925,1.96426,2.2625,14.8646959066391,3.4986093044281006,3.23647,9.489999771118164,,,,,,,509.9,5.86091954,509.9,5.86091954,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",85,369,327,86,51,18,2,15,53,46,36,1,81,4,2,0,,13,3,0.263684,0.0972243,0.218947,0.444054,0.340898,0.470433,0.3532,0.81133,0.206748,6.00363,0.304911,1.27057,0.871409,54.2154,10.5649,125.477,2.14198,0.36768,13.272790670394897,4.323235869407654,3.13045,12.510000228881836,,,,,,,495.5,5.829411764,495.5,5.829411764,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Fernando Tatis Jr.","SDP",89,386,337,91,59,17,1,14,55,45,41,2,76,4,2,1,,17,5,0.270108,0.107227,0.196965,0.544395,0.353759,0.456123,0.354747,0.809882,0.186016,5.51442,0.307316,1.13781,0.862621,57.1064,11.5145,129.486,2.00043,3.87723,15.429733991622925,1.0519256591796875,2.938,14.010000228881836,,,,,,,512.5,5.758426966,512.5,5.758426966,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Yordan Alvarez","HOU",77,335,282,84,47,16,1,20,50,54,45,6,57,5,3,0,,2,1,0.296601,0.133444,0.17053,0.782525,0.397525,0.572542,0.412111,0.970067,0.275941,2.87246,0.305733,-0.868587,-0.421676,64.9784,25.4202,164.632,-1.29026,-0.123552,24.299824237823486,-8.158273927867413,2.85685,33.38999938964844,,,,,,,579.5,7.525974025,579.5,7.525974025,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Corbin Carroll","ARI",84,362,314,81,44,16,6,15,58,46,40,1,76,5,2,1,,17,3,0.258993,0.10968,0.210366,0.521379,0.34847,0.494486,0.364601,0.842956,0.235493,8.01203,0.294692,2.61112,1.57361,56.4399,13.6681,131.451,4.18473,1.87559,17.62288522720337,-1.8879915475845337,2.78403,14.100000381469727,,,,,,,520.1,6.191666666,520.1,6.191666666,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Pete Crow-Armstrong","CHC",86,369,333,83,49,16,3,15,51,48,24,1,89,6,3,5,,19,5,0.249031,0.0639085,0.241915,0.264177,0.307451,0.448079,0.328021,0.755529,0.199048,7.42299,0.294954,1.71609,1.55074,46.775,3.09386,109.34,3.26683,5.68961,7.342381477355957,7.009050130844116,2.66829,32.939998626708984,,,,,,,448.4,5.213953488,448.4,5.213953488,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Junior Caminero","TBR",90,390,352,96,57,16,0,23,53,62,33,2,72,2,3,0,,3,1,0.272167,0.0835034,0.183802,0.454313,0.335096,0.513676,0.365069,0.848771,0.241509,3.13407,0.28085,-0.394426,-0.253244,60.982,14.8793,131.222,-0.64767,-2.51146,13.759327828884125,-1.5830614566802979,2.6538,16.479999542236328,,,,,,,556.1,6.178888888,556.1,6.178888888,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
